,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,34,2019-05-06,PHI,STL,5-5,,99,1.0,2,1,1,1,0,0,0,9.0,6,21,15,4,3,1,4,1,0,0,,0,0,0,0,0,4,0,0,1,0,1,0,0.16,-0.013000000000000001,0.21,-0.01%,-0.48,-1.55,0.0,5b --- 0 out d5,5b 3 out d6,,STL,3.0,L,0,6
1,2,35,2019-05-07,PHI,STL,9-GF,,0,1.0,0,0,0,1,2,0,0,4.5,4,19,11,2,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.52,5.65,9.0,9b --- 0 out a10,9b end a10,,STL,1.0,W,11,1
2,3,37,2019-05-10,PHI,KCR,6-6,,2,1.0,0,0,0,0,1,0,0,3.0,2,9,6,2,3,0,1,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,0,0.38,0.033,0.48,0.03%,0.96,4.25,6.0,6b 1-- 0 out d3,6b 3 out d3,,KCR,0.0,L,1,5
3,4,41,2019-05-14,PHI,MIL,8-GF,,3,2.0,3,1,1,2,1,0,0,3.6,10,35,20,8,1,3,4,1,2,0,,0,0,0,0,0,8,0,0,0,1,0,0,0.1,-0.006,0.13,0.00%,0.08,1.5,6.0,8t --- 0 out d5,9t end d 5,,PHI,2.5,L,1,6
4,5,43,2019-05-16,PHI,MIL,8-8,,1,1.0,3,2,2,2,2,1,0,6.0,8,33,18,5,4,1,3,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.13,-0.027000000000000003,0.16,-0.02%,-1.46,-0.75,3.0,8t --- 0 out d4,8t 3 out d6,,PHI,5.0,L,3,11
5,6,46,2019-05-19,PHI,COL,6-6,W(1-0),2,0.1,0,0,0,0,0,0,0,5.68,1,3,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0.36,0.01,0.46,0.01%,0.11,4.75,13.0,6t --- 2 out d2,6t 3 out d2,,PHI,0.0,W,7,5
6,7,48,2019-05-21,PHI,CHC,7-7,H(1),1,0.2,1,0,0,0,0,0,0,5.14,3,9,6,3,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.49,0.059000000000000004,3.33,0.05%,0.3,0.9,2.0,7b --- 0 out a1,7b 1-- 2 out a1,,CHC,5.0,L,2,3
7,8,49,2019-05-22,PHI,CHC,5-6,,0,1.1,0,0,0,1,1,0,0,4.32,5,20,11,1,2,2,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.23,0.015,0.31,0.01%,0.65,4.4,7.0,5b --- 2 out d4,6b 3 out d4,,CHC,0.9090909090909092,L,4,8
8,9,51,2019-05-24,PHI,MIL,4-4,,1,1.0,1,0,0,0,1,0,0,3.86,4,21,13,3,0,2,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.18,0.049,1.61,0.04%,0.54,3.65,6.0,4b --- 0 out d1,4b 3 out d1,,MIL,1.0,W,6,4
9,10,53,2019-05-26,PHI,MIL,5-5,,1,0.1,0,0,0,0,1,0,0,3.72,1,5,3,0,2,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,0.11,0.003,0.15,0.00%,0.52,2.75,4.0,5b 1-3 2 out d7,5b 3 out d7,,MIL,0.0,L,1,9
10,11,54,2019-05-28,PHI,STL,6-7,H(2),1,1.2,1,0,0,0,2,0,0,3.18,6,29,17,4,3,1,3,1,2,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.16,0.135,1.56,0.11%,0.84,7.15,11.0,6t --- 0 out a1,7t 1-- 2 out a1,,PHI,0.8333333333333334,W,4,3
11,12,56,2019-05-30,PHI,STL,7-7,,1,0.2,1,1,1,0,0,1,0,3.75,3,12,6,2,0,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.21,-0.045,0.29,-0.04%,-0.71,-1.1,-1.0,7t --- 1 out d3,7t 3 out d4,,PHI,5.0,L,3,5
12,13,57,2019-05-31,PHI,LAD,6-6,,0,1.0,1,0,0,0,3,0,0,3.46,4,16,13,3,6,0,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.31,0.018000000000000002,0.41,0.01%,0.51,7.65,12.0,6b --- 0 out d3,6b 3 out d3,,LAD,1.0,L,3,6
13,14,59,2019-06-02,PHI,LAD,7-8,,1,0.2,3,4,4,2,0,0,0,5.93,7,25,11,1,2,3,2,1,0,0,,2,0,0,0,0,5,1,0,0,0,0,0,1.07,-0.077,1.45,-0.06%,-2.25,-9.5,-10.0,7b 12- 2 out d1,8b 1-3 1 out d3,,LAD,25.0,L,0,8
