Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,99,2016-07-25,ARI,MIL,GS-6,L(0-1),99,5.1,8,6,6,4,4,3,0,10.13,26,101,63,16,10,8,10,7,0,0,28,,,1,0,0,22,1,0,0,1,0,0,1.08,-0.323,.01,0.00%,-3.23,1b start tie,6b --- 1 out d4,,MIL,2.3529411764705883,L,2,7,,
2,104,2016-07-30,ARI,LAD,GS-6,W(1-1),4,6.0,5,0,0,1,4,0,0,4.76,23,106,67,14,7,12,6,2,0,0,65,,,0,0,0,22,3,0,0,1,0,0,.81,0.296,.00,0.00%,2.89,1b start a 1,6b 3 out a3,,LAD,1.0,W,4,2,,
3,109,2016-08-05,ARI,MIL,GS-7,,5,6.0,4,2,2,6,2,1,0,4.15,27,102,53,15,5,8,11,3,0,0,52,,,3,0,0,21,1,0,1,1,0,0,1.47,0.064,.00,0.00%,1.18,1t start tie,7t --- 0 out tie,,ARI,1.6666666666666667,W,3,2,,
4,114,2016-08-11,ARI,NYM,GS-7,W(2-1),5,7.0,3,0,0,1,7,0,0,2.96,24,78,49,12,9,6,10,3,1,0,77,,,0,0,0,23,0,0,0,0,0,0,.79,0.254,.00,0.00%,3.33,1b start tie,7b 3 out a9,,NYM,0.5714285714285714,W,9,0,,
5,119,2016-08-16,ARI,NYM,GS-6,L(2-2),4,5.0,10,7,6,1,0,2,0,4.30,25,89,51,10,3,6,18,8,1,0,20,,,0,0,0,22,3,1,0,1,2,0,.97,-0.330,.00,0.00%,-4.27,1t start tie,6t --3 0 out d5,,ARI,2.2,L,5,7,,
6,124,2016-08-21,ARI,SDP,GS-6,L(2-3),4,5.1,7,7,7,1,5,2,0,5.45,24,85,58,13,13,6,12,7,2,0,30,,,0,0,0,23,2,1,0,0,0,0,.57,-0.198,.00,0.00%,-3.83,1b start tie,6b -2- 1 out d6,,SDP,1.5686274509803924,L,1,9,,
7,129,2016-08-26,ARI,CIN,GS-7,,4,7.0,4,1,1,4,1,0,0,4.75,28,98,55,17,5,13,10,7,1,0,62,,,0,0,0,22,2,0,0,1,0,0,1.37,0.363,.00,0.00%,2.71,1t start tie,7t 3 out a1,,ARI,1.1428571428571428,W,4,3,,
8,135,2016-09-03,ARI,COL,GS-6,W(3-3),7,5.2,8,4,4,1,3,2,0,4.94,24,93,55,13,8,10,10,6,1,0,39,,,0,0,0,23,2,0,0,2,0,0,.88,-0.007,.00,0.00%,-1.20,1b start tie,6b -23 2 out a3,,COL,1.7307692307692306,W,9,4,,
9,140,2016-09-09,ARI,SFG,3-6,,5,3.2,6,3,3,2,2,0,0,5.12,18,70,39,5,6,10,4,2,0,0,,0,0,0,0,0,16,1,0,0,1,0,0,1.33,-0.142,.00,0.00%,-1.33,3t --- 0 out a1,6t 12- 2 out tie,,ARI,2.5,L,6,7,,
10,145,2016-09-14,ARI,COL,3-7,W(4-3),4,4.0,8,5,5,1,3,1,0,5.56,19,75,42,14,6,8,7,6,0,0,,0,0,0,0,0,18,2,1,0,2,0,0,.83,0.088,.00,0.00%,-2.37,3t --- 0 out a1,7t -23 0 out a5,,ARI,2.25,W,11,6,,
11,150,2016-09-19,ARI,SDP,GS-4,L(4-4),4,4.0,6,3,2,1,3,1,0,5.49,19,85,49,15,6,5,10,5,0,0,42,,,0,0,0,18,0,0,0,1,0,1,.98,-0.140,.00,0.00%,-1.12,1b start tie,4b 3 out d3,,SDP,1.75,L,2,3,,
12,155,2016-09-25,ARI,BAL,GS-6,L(4-5),5,6.0,4,2,2,3,6,1,0,5.26,24,104,61,18,11,8,7,3,2,0,59,,,0,0,0,21,1,0,0,2,0,1,.86,0.070,.00,0.00%,1.11,1b start tie,6b 3 out d1,,BAL,1.1666666666666667,L,1,2,,
13,160,2016-09-30,ARI,SDP,GS-5,,4,5.0,7,3,3,2,3,1,1,5.27,25,95,58,13,8,7,12,8,1,0,42,,,0,0,0,22,2,0,0,0,0,0,1.40,-0.020,.00,0.00%,-0.35,1t start tie,5t 3 out tie,,ARI,1.8,W,5,3,,
