Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,69,2015-06-23,CIN,PIT,GS-4,,99,3.0,3,4,4,6,3,1,0,12.00,16,79,39,11,8,4,3,2,0,0,34,,,1,1,0,10,1,0,0,1,0,0,1.14,-0.300,.66,-0.10%,-2.62,1b start a 3,4b --- 0 out tie,,PIT,3.0,L,6,7,,
2,74,2015-06-28,CIN,NYM,GS-5,L(0-1),4,5.0,4,3,1,4,3,0,0,5.63,23,109,61,11,5,4,12,6,1,0,50,,,0,0,0,19,2,0,2,0,0,1,1.23,-0.155,.55,-0.04%,-0.75,1b start a 1,5b 3 out d1,,NYM,1.6,L,2,7,,
3,79,2015-07-04,CIN,MIL,GS-5,L(0-2),5,4.1,5,5,5,3,2,1,4,7.30,23,80,47,14,5,6,8,5,0,0,32,,,4,1,0,16,0,0,1,1,0,0,1.32,-0.170,.47,-0.04%,-1.21,1t start tie,5t 123 1 out d1,,CIN,1.9512195121951221,L,3,7,,
4,137,2015-09-08,CIN,PIT,4-5,,65,2.0,1,0,0,0,2,0,0,6.28,7,26,20,7,3,1,4,1,2,0,,0,0,0,0,0,7,0,0,0,0,0,0,.20,0.021,.00,0.00%,0.93,4t --- 0 out d5,5t 3 out d5,,CIN,0.5,L,3,7,,
5,142,2015-09-13,CIN,STL,8-8,,4,0.1,3,2,2,0,1,1,0,7.36,4,16,11,3,2,0,3,2,0,0,,1,1,0,0,0,4,1,0,0,0,0,0,.13,-0.029,.00,0.00%,-2.69,8t -2- 2 out d4,8t 3 out d7,,CIN,30.0,L,2,9,,
6,147,2015-09-19,CIN,MIL,GS-4,,5,4.0,6,4,4,2,3,1,0,7.71,19,73,45,11,8,7,7,5,0,0,35,,,1,0,0,17,2,0,0,1,0,0,1.15,-0.296,.00,0.00%,-2.14,1b start tie,4b 3 out d1,,MIL,2.0,W,9,7,,
7,152,2015-09-24,CIN,NYM,GS-5,,4,5.0,7,3,3,1,5,0,0,7.23,23,94,66,22,8,8,9,6,1,0,45,,,0,0,0,21,2,0,0,0,1,0,.95,-0.139,.00,0.00%,-0.68,1t start tie,5t 3 out d2,,CIN,1.6,L,4,6,,
8,157,2015-09-29,CIN,CHC,GS-5,L(0-3),4,5.0,6,4,4,5,7,0,1,7.22,27,101,59,12,13,3,11,5,1,0,41,,,0,0,0,20,1,0,0,0,1,0,.72,-0.249,.00,0.00%,-1.68,1t start tie,5t 3 out d4,,CIN,2.2,L,1,4,,
9,162,2015-10-04,CIN,PIT,GS-4,L(0-4),4,4.0,7,2,2,0,4,1,0,6.89,19,84,55,20,6,8,7,4,0,0,44,,,0,0,0,19,1,0,0,0,0,0,.83,-0.055,.00,0.00%,-0.16,1b start tie,4b 3 out d2,,PIT,1.75,L,0,4,,
10,46,2016-05-24,CIN,LAD,8-GF(8),,99,0.1,1,0,0,1,0,0,0,0.00,3,14,8,2,1,1,1,0,0,0,,2,1,0,0,0,2,0,0,0,0,0,0,.03,-0.002,.00,0.00%,-0.57,8b 12- 2 out d5,8b end d 6,,LAD,20.0,L,2,8,,
