,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,13,2014-04-14,MIL,STL,9-GF,,99,1.0,1,0,0,0,0,0,0,0.00,4,13,9,1,1,0,4,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.04,0.003,0.05,0.00%,0.46,9t --- 0 out d4,9t end d 4,,MIL,1.0,L,0,4,,
1,2,16,2014-04-17,MIL,PIT,8-GF(8),,2,1.0,6,6,6,0,0,2,0,27.00,9,30,21,2,1,3,6,2,1,0,,0,0,0,0,0,9,1,0,0,0,0,0,0.03,-0.023,0.05,-0.02%,-5.56,8b --- 0 out d3,8b end d 9,,PIT,6.0,L,2,11,,
2,3,25,2014-04-27,MIL,CHC,9-GF,,9,1.0,0,0,0,0,1,0,0,18.00,3,13,8,2,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.04,0.003,0.05,0.00%,0.46,9t --- 0 out d4,9t end d 4,,MIL,0.0,L,0,4,,
3,4,28,2014-04-30,MIL,STL,4-6,,2,3.0,6,4,4,2,2,1,0,15.00,17,70,35,9,5,6,7,3,1,0,,1,1,0,0,0,15,4,0,1,0,0,0,0.56,-0.201,0.8,-0.17%,-3.31,4b 1-- 0 out d1,6b 3 out d6,,STL,2.6666666666666665,L,3,9,,
4,5,34,2014-05-06,MIL,ARI,9-GF,,5,1.0,2,0,0,1,1,0,0,12.86,6,18,12,3,3,1,3,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.44,0.015,0.53,0.01%,0.46,9t --- 0 out d2,9t end d 2,,MIL,3.0,L,5,7,,
5,6,45,2014-05-19,MIL,ATL,8-8,,12,0.2,4,5,5,2,2,2,1,17.61,9,40,22,6,4,1,3,1,0,0,,0,0,1,0,0,6,0,0,0,0,0,0,0.16,-0.12,0.21,-0.09%,-5.02,8b --- 0 out d1,8b 1-3 2 out d6,,ATL,30.0,L,3,9,,
6,7,55,2014-05-30,MIL,CHC,8-8,,10,1.0,1,0,0,0,1,0,0,15.58,4,16,9,3,0,1,2,1,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.03,0.001,0.04,0.00%,0.46,8t --- 0 out a8,8t 3 out a8,,MIL,1.0,W,11,5,,
7,8,56,2014-05-31,MIL,CHC,8-GF,,0,2.0,2,1,1,0,1,0,0,13.50,8,25,16,3,2,3,4,2,1,0,,0,0,0,0,0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.00%,-0.09,8t --- 0 out d7,9t end d 8,,MIL,1.0,L,0,8,,
8,9,62,2014-06-06,MIL,PIT,7-GF(8),,5,2.0,4,2,2,1,1,0,0,12.79,11,37,24,3,3,4,5,3,0,0,,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-1.13,7b --- 0 out d10,8b end d12,,PIT,2.5,L,5,15,,
9,10,70,2014-06-15,MIL,CIN,9-GF,,8,1.0,3,3,1,0,1,0,0,12.51,7,29,18,6,2,4,2,1,0,0,,0,0,0,0,0,7,2,0,0,0,0,1,0.01,-0.002,0.01,0.00%,-2.55,9t --- 0 out d6,9t end d 9,,MIL,3.0,L,4,13,,
