,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,37,2015-05-20,BAL,SEA,9-GF,,99,1.0,2,0,0,0,0,0,0,0.0,4,8,5,1,0,2,2,1,1,0,,0.0,0.0,0,0,0,4,0,0,0,1,0,0,0.15,0.008,0.14,0.00%,0.5,9t --- 0 out d3,9t end d 3,,BAL,2.0,L,2,4
1,2,39,2015-05-22,BAL,MIA,5-6,W(1-0),1,1.0,3,1,1,0,1,0,0,4.5,6,20,13,4,1,2,3,2,0,0,,0.0,0.0,0,0,0,6,1,0,0,0,0,0,1.11,-0.257,0.95,-0.13%,-1.89,5b --- 0 out d1,6b 1-3 0 out a2,,MIA,3.0,W,8,5
2,3,45,2015-05-28,BAL,CHW,GS-6,L(1-1),5,6.0,5,2,2,1,1,0,1,3.38,24,86,53,15,5,10,11,6,2,0,54.0,,,1,0,0,22,3,0,0,0,0,0,1.15,0.033,1.09,0.02%,0.98,1t start tie,6t 3 out d2,1.0,BAL,1.0,L,2,3
3,4,62,2015-06-14,BAL,NYY,6-GF,,16,3.1,3,0,0,0,1,0,0,2.38,13,39,27,6,4,6,6,3,0,0,,0.0,0.0,0,0,0,13,1,0,0,0,0,0,0.5,0.08800000000000001,0.63,0.07%,1.59,6t --- 2 out d2,9t end d 2,,BAL,0.9677419354838708,L,3,5
4,5,67,2015-06-19,BAL,TOR,2-7,,4,5.2,5,1,1,2,1,0,0,2.12,21,78,50,12,5,12,6,0,0,0,,3.0,1.0,0,0,0,18,2,0,0,2,1,0,0.26,0.009000000000000001,0.3,0.01%,2.08,2b 123 1 out d3,7b 3 out d5,,TOR,1.346153846153846,L,4,5
5,6,105,2015-08-03,BAL,OAK,GS-8,W(2-1),44,7.2,6,2,2,2,3,0,0,2.19,30,100,63,21,4,16,9,4,1,0,60.0,,,0,1,0,28,2,0,0,0,0,0,0.45,0.141,0.54,0.10%,1.47,1b start a 3,8b -2- 2 out a7,,OAK,1.1111111111111112,W,9,2
6,7,147,2015-09-18,BAL,TBR,GS-5,L(2-2),45,4.1,8,6,6,2,1,1,0,3.72,22,68,40,6,4,8,11,5,0,0,22.0,,,0,0,0,20,3,0,1,1,0,0,1.34,-0.409,0.22,-0.04%,-3.32,1b start tie,5b -2- 1 out d2,,TBR,2.4390243902439033,L,6,8
7,8,152,2015-09-24,BAL,WSN,GS-6,,5,6.0,6,2,2,2,4,0,0,3.6,24,98,65,19,4,12,6,4,0,0,54.0,,,0,0,0,21,1,0,0,2,1,0,1.21,0.142,0.19,0.01%,0.84,1b start a 1,6b 3 out a1,,WSN,1.3333333333333333,W,5,4
8,9,159,2015-10-01,BAL,TOR,GS-1,,6,1.0,1,0,0,2,1,0,0,3.5,5,23,11,7,0,0,2,2,0,0,50.0,,,0,1,0,3,1,0,0,0,0,0,1.14,0.048,0.0,0.00%,0.5,1t start tie,1t 3 out tie,,BAL,3.0,W,6,4
9,10,1,2016-04-04,BAL,MIN,3-5,,99,3.0,2,0,0,0,1,0,0,0.0,11,38,26,7,1,3,7,4,2,0,,0.0,0.0,0,0,0,11,1,0,0,0,0,0,1.1,0.184,1.02,0.10%,1.55,3t --- 0 out tie,5t 3 out tie,,BAL,0.6666666666666666,W,3,2
