Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,62,2018-06-07,MIA,STL,7-7,,99,1.0,0,0,0,0,0,0,0,0.00,3,11,6,2,0,1,2,2,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.25,0.018,.02,0.00%,0.84,2.25,3.00,7b 1-- 0 out d3,7b 3 out d3,,STL,0.0,L,1,4
2,69,2018-06-14,MIA,SFG,6-7,,6,2.0,1,0,0,0,0,0,0,0.00,6,22,13,3,0,4,2,0,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.51,0.064,.04,0.00%,0.91,3.90,6.00,6t --- 0 out d2,7t 3 out d2,,MIA,0.5,L,3,6
3,80,2018-06-26,MIA,ARI,5-8,,11,4.0,2,3,2,3,2,0,0,2.57,18,65,42,12,2,7,6,3,0,0,,0,0,0,0,0,14,1,0,1,0,1,1,.82,-0.180,.08,-0.01%,-1.18,6.00,12.00,5t --- 0 out d1,8t 3 out d2,,MIA,1.25,L,3,5
4,83,2018-06-29,MIA,NYM,7-8,,2,1.0,2,1,1,2,1,0,0,3.38,6,25,13,5,1,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,.25,-0.036,.01,0.00%,-1.37,-0.15,3.00,7t --- 0 out a6,8t 123 0 out a6,,MIA,4.0,W,8,2
5,91,2018-07-07,MIA,WSN,7-GF(8),,7,1.1,2,1,1,0,0,0,0,3.86,6,23,13,4,0,1,5,1,1,0,,1,1,0,0,0,6,0,0,0,0,0,0,.00,0.000,.00,0.00%,-1.16,-0.20,1.00,7b -2- 2 out d12,8b end d14,,WSN,1.8181818181818181,L,4,18
6,94,2018-07-10,MIA,MIL,9-GF,,2,1.0,2,2,2,0,2,0,1,5.23,6,29,20,3,7,1,2,1,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,.33,-0.051,.01,0.00%,-1.55,0.45,3.00,9t --- 0 out d2,9t end d 4,,MIA,2.0,L,4,8
7,98,2018-07-15,MIA,PHI,9-GF,,4,1.0,0,0,0,0,2,0,0,4.76,3,15,10,3,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.07,0.005,.00,0.00%,0.45,6.25,9.00,9t --- 0 out a5,9t end a 5,,MIA,0.0,W,10,5
8,102,2018-07-23,MIA,ATL,5-7,,7,3.0,6,4,4,1,1,0,1,6.28,15,42,24,6,1,6,6,4,0,0,,0,0,0,0,0,12,3,0,0,1,0,0,.18,-0.039,.01,0.00%,-2.64,-4.05,0.00,5t --- 0 out d4,7t 3 out d8,,MIA,2.3333333333333335,L,1,12
9,104,2018-07-26,MIA,WSN,9-GF,,2,1.0,4,4,4,2,0,0,1,8.22,9,33,22,4,2,3,3,2,0,0,,0,0,0,0,0,6,2,1,1,0,0,0,.13,-0.028,.00,0.00%,-3.55,-9.95,-9.00,9t --- 0 out d3,9t end d 7,,MIA,6.0,L,3,10
10,137,2018-09-02,MIA,TOR,9-GF,,37,1.0,0,0,0,0,0,0,0,7.71,4,13,9,2,0,2,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,.03,0.001,.00,0.00%,0.45,2.25,3.00,9t --- 0 out d5,9t end d 5,,MIA,0.0,L,1,6
11,139,2018-09-04,MIA,PHI,9-GF,,1,1.0,0,1,1,3,0,0,1,7.79,7,35,18,3,1,0,3,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,-0.006,.00,0.00%,-0.55,-2.15,0.00,9t --- 0 out d4,9t end d 5,,MIA,3.0,L,4,9
12,144,2018-09-12,MIA,NYM,6-6,,7,0.2,6,7,7,2,1,2,0,11.00,10,40,22,6,1,4,3,1,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.05,-0.010,.00,0.00%,-6.76,,,6b --- 0 out d6,6b 1-- 2 out d13,,NYM,40.0,L,0,13
13,157,2018-09-25,MIA,WSN,8-GF(8),,12,1.0,1,0,0,1,0,0,0,10.42,4,16,9,3,0,1,2,2,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.01,0.001,.00,0.00%,0.51,1.05,3.00,8b --- 0 out d6,8b end d 6,,WSN,2.0,L,4,9
