Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,101,2004-07-30,TEX,OAK,GS-3,,99,2.2,5,4,4,4,1,3,0,13.50,17,61,35,8,2,2,10,4,1,0,29,,,0,0,0,13,1,0,0,0,0,0,.80,-0.219,1.75,-0.29%,-2.68,1t start tie,3t 12- 2 out d4,,TEX,4.090909090909091,W,7,5
