,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,69,2002-06-16,SDN,SEA,GS-5,W(1-0),99,5.0,4,2,2,4,7,1,0,3.6,23,107,62,18,15,3,9,4,0,0,54.0,,,0,0,0,19,0,0,0,0,0,0,1.15,-0.018000000000000002,0.14,0.00%,0.23,1t start tie,5t 3 out a2,,SDP,1.6,W,5,3,,
1,2,73,2002-06-21,SDN,NYY,GS-7,W(2-0),4,6.2,6,1,1,5,3,0,0,2.31,28,114,67,17,14,13,7,4,0,0,56.0,,,1,0,0,22,0,0,0,2,1,1,1.52,0.239,0.15,0.01%,1.91,1t start tie,7t 1-- 2 out a2,,SDP,1.7741935483870968,W,9,1,,
2,3,78,2002-06-26,SDN,SFG,GS-7,,4,7.0,5,2,2,1,3,0,1,2.41,28,104,66,22,6,5,18,5,1,0,61.0,,,0,0,0,24,1,0,0,0,2,0,1.08,0.099,0.09,0.01%,1.3,1b start tie,7b 3 out a3,,SFG,0.8571428571428571,L,5,6,,
3,4,83,2002-07-01,SDN,STL,GS-6,L(2-1),4,6.0,9,7,7,2,5,4,0,4.38,28,97,64,19,10,7,14,7,1,0,29.0,,,0,0,0,24,1,0,0,1,0,0,0.51,-0.35100000000000003,0.02,-0.01%,-4.09,1b start a 1,6b 3 out d4,,STL,1.8333333333333333,L,3,7,,
4,5,88,2002-07-07,SDN,COL,GS-7,W(3-1),5,6.2,1,0,0,5,13,0,0,3.45,26,126,79,17,23,1,7,1,0,0,80.0,,,0,0,0,21,1,0,0,0,0,0,0.92,0.39,0.0,0.00%,3.64,1b start a 1,7b -2- 2 out a4,,COL,0.9677419354838708,W,7,1,,
5,6,92,2002-07-15,SDN,COL,GS-7,L(3-2),7,6.1,5,2,2,2,9,1,0,3.35,26,98,63,22,8,3,13,5,2,0,62.0,,,0,0,0,24,1,0,0,0,0,0,0.87,0.038,0.0,0.00%,0.64,1t start tie,7t 1-- 1 out d2,,SDP,1.1475409836065575,L,0,5,,
6,7,97,2002-07-20,SDN,ARI,GS-7,,4,7.0,4,0,0,3,7,0,1,2.82,29,109,68,21,13,4,14,5,0,0,73.0,,,0,0,0,25,2,0,0,0,0,0,1.27,0.442,0.01,0.00%,3.12,1t start tie,7t 3 out a1,,SDP,1.0,L,1,7,,
7,8,102,2002-07-25,SDN,ARI,GS-5,L(3-3),4,5.0,5,4,4,4,3,1,1,3.26,25,98,55,20,5,4,13,5,1,0,40.0,,,0,0,0,20,0,0,0,0,0,0,1.01,-0.115,0.01,0.00%,-1.25,1b start tie,5b 3 out d4,,ARI,1.8,L,0,10,,
8,9,107,2002-07-31,SDN,CHC,GS-5,,5,5.0,5,4,4,4,10,1,0,3.62,24,105,64,18,16,4,6,3,0,0,47.0,,,0,0,0,20,0,0,0,0,0,0,0.85,-0.09300000000000001,0.0,0.00%,-1.57,1b start tie,5b 3 out a2,,CHC,1.8,W,8,6,,
9,10,112,2002-08-06,SDN,PHI,GS-7,,5,7.0,4,3,3,2,7,2,1,3.65,26,91,57,17,11,5,11,2,3,0,62.0,,,0,0,0,23,0,0,0,2,0,0,1.02,-0.013000000000000001,0.0,0.00%,0.12,1t start tie,7t 3 out tie,,SDP,0.8571428571428571,L,4,5,,
10,11,137,2002-09-02,SDN,COL,5-5,,26,1.0,1,0,0,0,3,0,0,3.59,4,20,12,6,4,0,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.26,0.013999999999999999,0.0,0.00%,0.45,5t --- 0 out d4,5t 3 out d4,,SDP,1.0,L,2,5,,
11,12,142,2002-09-07,SDN,COL,GS-7,,4,7.0,2,1,0,4,5,0,0,3.23,25,84,50,16,7,5,11,5,2,0,72.0,,,0,0,0,21,0,0,0,2,0,0,1.05,0.40299999999999997,0.0,0.00%,2.99,1b start tie,7b 3 out a1,,COL,0.8571428571428571,L,3,5,,
12,13,147,2002-09-12,SDN,SFG,GS-6,,4,5.0,3,1,1,6,4,0,0,3.13,23,96,53,17,11,6,7,5,0,0,55.0,,,0,0,0,16,0,0,1,1,0,0,1.43,0.006,0.0,0.00%,0.41,1t start tie,6t 123 0 out a2,,SDP,1.8,W,3,2,,
13,14,152,2002-09-18,SDN,ARI,GS-4,L(3-4),5,4.0,5,6,5,4,6,2,0,3.55,22,89,51,18,10,6,7,4,0,0,32.0,,,0,1,0,17,2,0,0,0,0,1,0.93,-0.297,0.0,0.00%,-4.22,1t start tie,4t 3 out d6,,SDP,2.25,L,3,10,,
14,15,157,2002-09-24,SDN,SFG,GS-4,L(3-5),5,4.0,6,4,4,2,2,1,0,3.81,20,74,43,12,4,6,10,4,0,0,34.0,,,0,0,0,17,1,2,0,0,0,0,0.72,-0.222,0.0,0.00%,-2.12,1b start tie,4b 3 out d4,,SFG,2.0,L,3,12,,
15,16,162,2002-09-29,SDN,LAD,GS-8,W(4-5),4,7.1,6,0,0,0,7,0,1,3.5,30,101,67,14,16,9,13,6,3,0,73.0,,,0,0,0,29,0,0,0,0,0,1,1.25,0.364,0.0,0.00%,2.78,1b start tie,8b 12- 1 out a2,,LAD,0.8450704225352114,W,2,0,,
16,17,3,2003-04-02,SDN,SFG,GS-4,L(0-1),99,4.0,4,5,5,6,4,0,0,11.25,21,88,45,14,7,6,5,1,0,0,32.0,,,0,0,0,15,2,0,0,1,0,0,1.15,-0.28800000000000003,1.08,-0.16%,-3.12,1t start tie,4t 3 out d4,,SDP,2.5,L,3,5,,
17,18,8,2003-04-07,SDN,SFG,GS-5,,4,5.0,5,4,4,2,4,3,0,9.0,22,90,57,18,9,5,11,3,1,0,43.0,,,0,0,0,20,0,0,0,0,0,0,0.48,-0.19,0.48,-0.11%,-1.44,1b start tie,5b 3 out d4,,SFG,1.4,L,4,7,,
18,19,13,2003-04-13,SDN,COL,GS-5,,5,4.1,4,1,1,7,5,1,0,6.75,23,100,48,18,7,4,7,1,1,0,49.0,,,0,1,1,16,1,0,0,0,0,0,1.51,0.085,1.36,0.05%,1.11,1t start tie,5t --- 1 out d1,,SDP,2.6829268292682933,W,6,2,,
19,20,17,2003-04-18,SDN,COL,GS-5,L(0-2),4,4.2,11,8,8,3,5,2,0,9.0,27,105,71,23,12,8,11,5,1,0,12.0,,,0,0,0,24,3,2,0,1,0,0,0.64,-0.221,0.58,-0.12%,-5.29,1b start tie,5b 1-- 2 out d8,,COL,3.333333333333333,L,1,12,,
20,21,22,2003-04-24,SDN,CHC,GS-7,W(1-2),5,6.1,6,0,0,2,6,0,0,6.66,25,99,62,21,5,10,7,5,1,0,65.0,,,0,0,0,22,1,0,0,2,0,0,1.26,0.256,0.87,0.11%,2.46,1b start tie,7b 1-3 1 out a2,,CHC,1.3114754098360657,W,2,1,,
21,22,27,2003-04-30,SDN,PIT,GS-4,L(1-3),5,3.0,7,7,7,4,1,2,1,8.23,21,85,52,17,3,7,8,4,0,0,14.0,,,0,0,0,15,1,0,0,0,0,0,0.87,-0.374,0.5,-0.13%,-5.96,1t start tie,4t 1-- 0 out d4,,SDP,3.6666666666666665,L,5,8,,
22,23,70,2003-06-15,SDN,CHW,GS-7,W(2-3),45,6.2,5,0,0,2,6,0,0,6.62,26,109,68,22,8,1,17,7,1,0,68.0,,,0,0,0,24,2,0,0,0,0,0,1.28,0.461,0.0,0.00%,3.64,1b start tie,7b 1-- 2 out a1,,CHW,1.1290322580645158,W,1,0,,
23,24,75,2003-06-20,SDN,SEA,GS-5,,4,5.0,4,3,3,6,5,0,1,6.46,26,101,51,22,7,4,10,3,1,0,46.0,,,0,0,0,19,1,0,1,0,0,0,1.16,-0.132,0.0,0.00%,-0.65,1t start tie,5t 3 out d3,,SDP,2.0,W,5,3,,
24,25,80,2003-06-25,SDN,COL,GS-6,,4,5.2,2,2,2,6,6,1,0,6.04,25,103,59,19,11,6,7,0,1,0,57.0,,,0,0,0,19,0,0,0,0,0,0,0.9,0.065,0.0,0.00%,0.41,1t start tie,6t 12- 2 out a3,,SDP,1.5384615384615383,W,7,6,,
25,26,85,2003-07-02,SDN,LAD,GS-7,,6,6.2,3,2,2,2,8,2,0,5.61,26,114,73,20,14,5,11,1,3,0,66.0,,,0,0,0,22,0,0,0,0,0,0,1.11,0.083,0.0,0.00%,1.18,1b start a 1,7b 1-- 2 out tie,,LAD,0.8064516129032258,W,4,3,,
26,27,90,2003-07-07,SDN,LAD,GS-9,W(3-3),4,8.0,5,1,1,4,8,1,0,5.01,31,105,67,16,14,7,12,1,4,0,72.0,,,0,0,0,27,1,1,0,1,0,0,0.53,0.253,0.0,0.00%,2.77,1t start tie,9t --- 0 out a6,,SDP,1.125,W,7,1,,
27,28,95,2003-07-12,SDN,STL,GS-5,,4,4.0,7,5,5,1,7,2,0,5.4,20,84,56,15,12,6,6,2,0,0,34.0,,,0,0,0,19,0,0,0,0,0,0,1.03,-0.24,0.0,0.00%,-1.99,1b start a 1,5b 12- 0 out a3,,STL,2.0,L,7,9,,
28,29,97,2003-07-17,SDN,ARI,GS-5,L(3-4),4,4.1,8,8,5,3,2,1,0,5.72,24,103,64,18,10,9,10,6,1,0,20.0,,,0,0,0,21,1,0,0,1,0,0,0.74,-0.36700000000000005,0.0,0.00%,-4.53,1t start tie,5t 12- 1 out d5,,SDP,2.6829268292682933,L,1,9,,
29,30,102,2003-07-22,SDN,STL,GS-7,W(4-4),4,7.0,7,2,2,1,7,0,0,5.42,29,112,78,15,15,11,10,2,1,0,61.0,,,0,0,0,27,1,0,0,0,1,0,1.21,0.249,0.0,0.00%,1.3,1t start tie,7t 3 out a1,,SDP,1.1428571428571428,W,3,2,,
30,31,107,2003-07-29,SDN,PIT,GS-6,,6,5.0,2,1,1,7,4,0,0,5.2,23,108,59,22,6,5,7,3,2,0,56.0,,,0,0,0,16,0,0,0,1,0,0,1.2,0.217,0.0,0.00%,2.25,1b start tie,6b 1-- 0 out a4,,PIT,1.8,W,8,7,,
31,32,113,2003-08-03,SDN,PHI,GS-7,,4,7.0,5,2,2,3,13,1,0,4.98,29,118,72,17,18,3,10,5,1,0,69.0,,,0,0,0,26,2,0,1,0,0,0,0.93,0.109,0.0,0.00%,1.37,1b start tie,7b 3 out tie,,PHI,1.1428571428571428,W,5,2,,
32,33,118,2003-08-09,SDN,CIN,GS-6,L(4-5),5,6.0,8,4,4,1,11,0,0,5.05,27,103,70,12,20,7,8,5,0,0,50.0,,,0,0,0,25,0,0,0,0,1,0,1.36,-0.21,0.0,0.00%,-1.18,1t start tie,6t 3 out d3,,SDP,1.5,L,5,9,,
33,34,123,2003-08-15,SDN,FLA,GS-5,L(4-6),5,4.0,6,5,5,2,6,2,1,5.31,21,74,53,14,6,2,10,1,1,0,34.0,,,0,0,0,18,2,0,0,0,0,0,0.69,-0.21600000000000003,0.0,0.00%,-3.32,1b start tie,5b 1-3 0 out d4,,FLA,2.0,L,0,10,,
34,35,128,2003-08-21,SDN,NYM,GS-7,L(4-7),5,7.0,4,5,5,3,9,2,0,5.38,27,108,70,19,12,8,7,1,1,0,55.0,,,0,0,0,24,1,0,0,1,0,0,0.55,-0.281,0.0,0.00%,-1.7,1t start tie,7t 3 out d4,,SDP,1.0,L,1,5,,
35,36,133,2003-08-30,PIT,ATL,GS-3,L(4-8),8,2.1,4,6,6,5,1,0,0,5.77,16,64,34,8,4,5,5,2,2,0,21.0,,,0,0,0,11,3,0,1,0,0,0,1.51,-0.373,0.09,-0.01%,-4.12,1t start tie,3t -2- 1 out d4,,PIT,4.285714285714286,L,6,13,,
36,37,138,2003-09-05,PIT,ATL,GS-7,,5,7.0,6,1,1,3,6,0,0,5.5,30,105,67,14,14,11,11,4,0,0,64.0,,,0,0,0,26,0,1,0,0,0,1,1.42,0.37200000000000005,0.0,0.00%,2.67,1b start a 1,7b 3 out a1,1.0,ATL,1.2857142857142858,L,2,3,,
37,38,144,2003-09-10,PIT,CIN,GS-7,,4,7.0,3,2,2,1,10,0,1,5.33,26,105,70,15,20,3,11,4,1,0,72.0,,,0,0,0,24,2,0,0,0,0,0,1.31,-0.009000000000000001,0.0,0.00%,1.45,1b start tie,7b 3 out d1,,CIN,0.5714285714285714,W,3,2,,
38,39,150,2003-09-16,PIT,CIN,GS-5,L(4-9),5,5.0,8,4,4,1,4,2,0,5.4,23,75,46,12,6,8,10,1,1,0,38.0,,,1,0,0,22,1,0,0,0,0,0,0.99,-0.184,0.0,0.00%,-1.36,1t start tie,5t 3 out d3,,PIT,1.8,L,4,12,,
39,40,156,2003-09-21,PIT,CHC,GS-2,L(4-10),4,1.2,5,2,2,2,3,0,0,5.47,11,50,25,5,3,4,2,1,0,0,38.0,,,0,0,0,9,0,0,0,0,0,0,0.97,-0.161,0.0,0.00%,-1.74,1t start tie,2t 123 2 out d2,,PIT,5.833333333333334,L,1,4,,
40,41,6,2004-04-11,PIT,CIN,GS-5,W(1-0),99,5.0,6,3,3,2,6,2,1,5.4,24,88,57,15,11,7,8,2,2,0,47.0,,,0,0,0,21,0,0,0,0,0,0,1.09,-0.044000000000000004,1.02,-0.03%,-0.48,1b start a 1,5b 3 out a1,,CIN,1.6,W,4,3,,
41,42,11,2004-04-17,PIT,NYM,GS-7,,5,6.2,2,1,1,2,6,0,0,3.09,23,91,59,19,5,4,11,1,0,0,70.0,,,0,0,0,21,0,0,0,0,0,0,1.17,0.39399999999999996,1.09,0.22%,3.12,1b start tie,7b 12- 2 out a1,,NYM,0.6451612903225806,W,2,1,,
42,43,17,2004-04-25,PIT,CIN,SHO,W(2-0),7,9.0,6,0,0,1,10,0,0,1.74,33,117,82,28,13,14,8,3,1,0,84.0,,,0,0,0,31,1,0,0,1,0,0,0.67,0.314,0.58,0.16%,4.62,1t start tie,9t 3 out a6,,PIT,0.7777777777777778,W,6,0,,
43,44,22,2004-05-01,PIT,MIL,GS-5,,5,5.0,8,5,5,0,7,0,1,3.16,25,99,68,16,12,9,8,4,1,0,38.0,,,0,0,0,24,1,0,0,0,0,1,1.25,-0.085,1.12,-0.05%,-2.41,1b start a 3,5b 3 out a2,,MIL,1.6,W,8,7,,
44,45,27,2004-05-07,PIT,LAD,GS-8,L(2-1),5,8.0,6,4,4,2,8,2,0,3.48,31,105,67,19,9,9,12,2,3,0,60.0,,,0,0,0,29,0,1,0,1,0,0,0.54,-0.055,0.44,-0.03%,0.11,1t start tie,8t 3 out d4,,PIT,1.0,L,0,4,,
