Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,111,2017-08-04,MIL,TBR,GS-7,W(1-0),99,6.1,7,0,0,2,6,0,0,0.00,27,97,64,11,12,7,12,5,2,0,63,,,0,1,1,25,0,0,0,0,0,1,1.48,0.437,2.33,0.41%,3.28,1b start tie,7b --- 1 out a1,,TBR,1.4754098360655739,W,2,0,,
2,116,2017-08-09,MIL,MIN,GS-6,L(1-1),4,5.2,3,2,2,3,2,1,1,1.50,24,98,57,14,11,9,9,0,2,0,54,,,1,0,0,20,1,0,0,0,0,0,.79,0.021,1.24,0.02%,0.69,1t start tie,6t 12- 2 out d2,,MIL,1.1538461538461537,L,0,4,,
3,124,2017-08-19,MIL,COL,GS-5,,9,4.2,5,1,1,3,4,0,0,1.62,21,81,48,14,4,9,5,3,0,0,51,,,0,0,0,18,0,0,0,1,0,0,1.20,0.178,2.03,0.18%,1.75,1b start tie,5b 1-- 2 out a2,,COL,1.9047619047619047,W,6,3,,
4,136,2017-09-02,MIL,WSN,GS-7,,13,7.0,2,1,1,1,8,0,1,1.52,24,105,73,21,12,9,5,2,0,0,76,,,1,0,0,22,0,0,0,0,0,0,1.05,0.328,1.93,0.36%,2.66,1t start tie,7t 3 out a1,,MIL,0.42857142857142855,L,2,3,,
5,144,2017-09-11,MIL,PIT,GS-6,L(1-2),8,5.0,7,6,6,1,3,2,0,3.14,23,95,65,15,5,13,6,4,0,0,31,,,1,0,0,22,2,0,0,0,0,0,.62,-0.189,1.33,-0.25%,-2.74,1t start tie,6t 1-3 0 out d4,,MIL,1.6,L,0,7,,
6,149,2017-09-17,MIL,MIA,GS-7,W(2-2),5,7.0,8,3,3,0,5,0,0,3.28,28,94,64,17,5,7,16,6,5,0,54,,,0,1,0,28,2,0,0,0,0,0,.52,0.170,.76,0.15%,0.66,1t start tie,7t 3 out a6,,MIL,1.1428571428571428,W,10,3,,
7,154,2017-09-22,MIL,CHC,GS-5,,4,5.0,5,4,4,3,4,0,1,3.76,23,92,68,11,11,9,6,2,1,0,42,,,1,0,0,18,1,0,1,1,0,0,1.31,-0.178,2.86,-0.24%,-1.39,1t start tie,5t 3 out d1,,MIL,1.6,L,4,5,,
8,158,2017-09-27,MIL,CIN,GS-3,L(2-3),4,2.1,6,6,6,1,0,2,0,4.81,14,54,37,6,4,4,9,4,2,0,20,,,0,0,0,13,1,0,0,0,0,0,.79,-0.290,1.02,-0.23%,-4.03,1t start tie,3t 123 1 out d4,,MIL,3.333333333333333,L,0,6,,
9,2,2018-03-30,MIL,SDP,6-7,,99,2.0,3,1,1,0,1,0,0,4.50,9,34,26,5,3,2,6,3,1,0,,0,0,0,0,0,9,1,0,0,0,0,0,.80,-0.035,.79,-0.02%,-0.10,6b --- 0 out d1,7b 3 out d2,,SDP,1.5,W,8,6,2.70,6.00
10,4,2018-04-02,MIL,STL,6-7,,2,1.1,3,1,1,0,2,1,0,5.40,7,21,16,5,2,3,2,1,0,0,,2,2,0,0,0,7,0,0,0,0,0,0,.23,-0.091,.26,-0.06%,-2.01,6t 1-3 2 out d3,7t 3 out d4,,MIL,2.727272727272727,L,4,8,3.20,7.00
