,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,53,2018-05-29,,OAK,7-7,H(1),99,1.0,0,0,0,0,3,0,0,0.0,3,14,10,2,4,0,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.07,0.081,0.75,0.03%,0.5,8.25,12.0,7b --- 0 out a2,7b 3 out a2,,OAK,0.0,W,4,3
1,2,90,2018-07-09,,DET,7-7,,40,0.0,1,3,3,1,0,0,1,27.0,3,15,6,2,2,0,1,1,0,0,,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1.18,-0.207,0.18,-0.02%,-2.49,-7.8,-9.0,7t --- 0 out a4,7t -23 0 out a3,,TBR,inf,W,10,9
2,3,91,2018-07-10,,DET,5-6,,0,2.0,0,0,0,1,3,0,0,9.0,6,33,20,8,6,0,2,1,0,0,,0.0,0.0,0,1,0,5,0,0,0,0,0,0,0.35,0.043,0.06,0.00%,0.99,9.9,15.0,5t --- 0 out a5,6t 3 out a5,,TBR,0.5,W,5,2
3,4,95,2018-07-14,,MIN,7-9,W(1-0),3,2.2,0,0,0,3,3,0,0,4.76,11,53,27,8,5,0,5,0,2,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.29,0.057999999999999996,0.05,0.01%,1.1,14.2,29.0,7b --- 0 out a3,9b 12- 2 out a13,,MIN,1.3636363636363635,W,19,6
4,5,97,2018-07-20,,MIA,8-GF,,5,2.0,0,0,0,0,5,0,0,3.52,6,33,20,8,7,0,1,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.04,0.005,0.01,0.00%,0.99,14.5,21.0,8t --- 0 out d5,9t end d 5,,TBR,0.0,L,5,6
5,6,100,2018-07-23,,NYY,7-7,,2,0.0,0,1,1,1,0,0,0,4.7,1,6,2,1,1,0,0,0,0,0,,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1.48,-0.055,0.2,-0.01%,-0.66,-2.6,-3.0,7t 12- 1 out a4,7t 123 1 out a4,,TBR,inf,W,7,6
6,7,102,2018-07-25,,NYY,2-4,,1,3.0,1,1,1,1,4,0,0,4.22,11,46,29,9,8,1,5,0,1,0,,0.0,0.0,0,0,0,9,0,0,0,0,1,0,1.01,0.037000000000000005,0.12,0.00%,0.49,11.55,18.0,2t --- 0 out tie,4t 3 out d1,,TBR,0.6666666666666666,W,3,2
7,8,105,2018-07-28,,BAL,6-7,,2,1.2,2,0,0,0,1,0,0,3.65,7,34,23,4,6,4,2,0,0,0,,2.0,1.0,0,0,0,6,0,0,0,0,1,0,0.0,0.0,0.0,0.00%,0.91,4.55,8.0,6b -23 1 out d8,7b 3 out d9,,BAL,1.6666666666666667,L,2,11
8,9,110,2018-08-03,,CHW,4-6,,5,2.1,1,2,2,3,2,1,0,4.3,10,49,26,10,4,1,4,3,0,0,,1.0,0.0,0,1,0,7,0,0,0,0,0,0,1.25,-0.153,0.18,-0.01%,-0.78,2.85,7.0,4t 1-- 2 out tie,6t 3 out d2,,TBR,1.9047619047619049,L,2,3
9,10,113,2018-08-07,,BAL,5-6,,3,2.0,3,2,2,1,1,1,1,4.86,10,45,24,7,1,2,5,2,0,0,,0.0,0.0,0,0,0,8,1,0,0,1,0,0,1.2,-0.17300000000000001,0.05,-0.01%,-1.01,-0.5,3.0,5t --- 0 out tie,6t 3 out d2,,TBR,2.0,W,4,3
10,11,116,2018-08-10,,TOR,9-GF,,2,1.0,0,0,0,0,0,0,0,4.58,3,13,8,1,0,1,2,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.02,0.001,0.0,0.00%,0.5,2.25,3.0,9b --- 0 out a7,9b end a 7,,TOR,0.0,W,7,0
11,12,117,2018-08-11,,TOR,5-6,H(2),0,2.0,2,1,1,1,1,1,0,4.58,8,35,21,6,2,4,2,0,1,0,,0.0,0.0,0,0,0,7,0,0,0,1,0,0,1.3,0.035,0.08,0.00%,0.0,2.7,6.0,5b --- 0 out a2,6b 3 out a1,,TOR,1.5,W,3,1
12,13,137,2018-09-03,,TOR,9-GF,,22,1.0,0,0,0,1,0,0,0,4.35,4,10,5,2,0,2,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.04,0.003,0.0,0.00%,0.5,1.65,3.0,9b --- 0 out a6,9b end a 6,,TOR,1.0,W,7,1
