,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,14,2018-04-12,SDN,SFG,6-6,,99,0.2,4,4,0,2,1,0,0,0.0,9,38,24,9,3,5,2,1,1,0,,0,0,0,0,0,7,1,0,0,0,0,1,0.57,-0.11,0.44,-0.05%,-4.28,-0.1,5.0,6t --- 0 out d3,6t 123 2 out d7,,SDP,30.0,L,0,7
1,2,87,2018-07-03,SDN,OAK,8-GF(8),,81,1.0,1,0,0,0,0,0,0,0.0,3,11,6,1,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.07,0.003,0.01,0.00%,0.5,1.65,3.0,8b --- 0 out d4,8b end d 4,,OAK,1.0,L,2,6
2,3,100,2018-07-20,SDN,PHI,8-GF(8),,16,0.1,0,0,0,0,0,0,0,0.0,1,5,2,1,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.02,0.0,0.0,0.00%,0.32,0.75,1.0,8b -2- 2 out d6,8b end d 6,,PHI,0.0,L,5,11
3,4,101,2018-07-22,SDN,PHI,9-GF,,1,1.0,0,0,0,0,2,0,0,0.0,3,12,8,4,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.0,0.00%,0.49,6.25,9.0,9b --- 0 out a8,9b end a 8,1.0,PHI,0.0,W,10,2
4,5,135,2018-08-29,SDN,SEA,8-8,,37,0.2,3,2,2,1,0,0,0,4.91,5,23,11,3,1,1,3,3,0,0,,0,0,0,0,0,4,1,0,0,1,0,0,0.18,-0.005,0.0,0.00%,-1.85,-4.9,-4.0,8t --- 0 out a7,8t -2- 2 out a5,,SDP,20.0,W,8,3
5,6,148,2018-09-14,SDN,TEX,9-GF,,15,1.0,1,0,0,0,1,0,0,3.86,4,14,11,5,2,2,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.06,0.003,0.0,0.00%,0.45,3.65,6.0,9t --- 0 out d4,9t end d 4,,SDP,1.0,L,0,4
6,7,151,2018-09-17,SDN,SFG,8-8,,2,1.0,1,0,0,0,1,0,0,3.18,4,14,9,3,2,2,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,0.24,0.012,0.0,0.00%,0.45,3.65,6.0,8t --- 0 out d3,8t 3 out d3,,SDP,1.0,L,2,4
7,8,155,2018-09-22,SDN,LAD,7-7,,4,1.0,1,0,0,1,2,0,0,2.7,5,19,11,5,2,0,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.02,0.001,0.0,0.00%,0.47,5.05,9.0,7b --- 0 out d6,7b 3 out d6,,LAD,2.0,L,2,7
8,9,156,2018-09-23,SDN,LAD,7-7,,0,0.0,3,4,4,1,0,0,0,8.1,4,16,7,2,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-3.48,-10.4,-12.0,7b --- 0 out d10,7b -23 0 out d12,,LAD,inf,L,0,14
9,10,160,2018-09-28,SDN,ARI,14-GF(15),W(1-0),4,2.0,0,0,0,2,2,0,0,6.23,7,25,17,5,3,1,2,0,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,2.3,0.254,0.0,0.00%,0.9,11.3,24.0,14t --- 0 out tie,15t end tie,,SDP,1.0,W,3,2
10,11,162,2018-09-30,SDN,ARI,7-7,,1,1.0,1,0,0,0,1,0,0,5.59,4,17,10,4,1,1,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.88,0.083,0.0,0.00%,0.45,3.65,6.0,7t --- 0 out tie,7t 3 out tie,,SDP,1.0,W,4,3
11,12,2,2019-03-29,BOS,SEA,6-6,,99,1.0,0,0,0,2,1,0,0,0.0,5,18,8,4,1,2,0,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,0.39,0.018000000000000002,0.38,0.01%,0.51,3.05,6.0,6b --- 0 out d3,6b 3 out d3,,SEA,2.0,W,7,6
12,13,4,2019-03-31,BOS,SEA,7-7,,1,1.0,1,0,0,1,3,0,0,0.0,6,25,15,6,3,0,2,0,1,0,,0,0,1,0,0,5,0,0,0,0,0,0,0.41,0.013000000000000001,0.38,0.01%,0.51,7.05,12.0,7b --- 0 out d3,7b 3 out d3,,SEA,2.0,L,8,10
13,14,7,2019-04-03,BOS,OAK,6-7,,2,1.2,0,0,0,1,2,0,0,0.0,7,24,12,4,2,3,1,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.11,0.124,0.85,0.06%,0.81,7.15,11.0,6b --- 0 out tie,7b 1-- 2 out tie,,OAK,0.8333333333333334,W,6,3
14,15,10,2019-04-06,BOS,ARI,9-GF,L(0-1),2,0.2,3,1,1,0,1,0,0,2.08,4,17,10,3,3,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.82,-0.35600000000000004,2.09,-0.16%,-0.71,-0.3,2.0,9b --- 0 out tie,9b end d 1,,ARI,15.0,L,4,5
15,16,12,2019-04-09,BOS,TOR,9-GF,,2,0.1,0,0,0,0,0,0,0,1.93,1,2,2,0,0,0,1,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.65,0.018000000000000002,0.52,0.01%,0.4,0.75,1.0,9t --3 2 out d2,9t end d 2,,BOS,0.0,L,5,7
16,17,13,2019-04-11,BOS,TOR,7-7,,1,1.0,0,0,0,0,2,0,0,1.59,3,13,10,2,5,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.81,0.064,0.61,0.03%,0.58,6.25,9.0,7t --- 0 out d1,7t 3 out d1,,BOS,0.0,W,7,6
17,18,15,2019-04-13,BOS,BAL,6-6,,1,0.0,3,4,4,2,0,0,0,7.94,5,21,10,3,2,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.39,-0.299,1.18,-0.15%,-4.35,-11.0,-12.0,6t --- 0 out d1,6t 1-3 0 out d4,,BOS,inf,L,5,9
18,19,17,2019-04-15,BOS,BAL,6-6,,1,1.0,2,0,0,0,1,0,0,6.75,5,16,9,4,1,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.76,0.031,0.65,0.02%,0.58,3.05,6.0,6t --- 0 out d3,6t 3 out d3,,BOS,2.0,L,1,8
