Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,15,2016-04-21,BOS,TBR,7-9,L(0-1),99,2.1,3,2,2,2,0,0,0,7.71,11,44,26,7,0,2,7,2,3,0,,0,0,0,0,0,8,2,0,0,0,0,0,1.25,-0.168,1.30,-0.11%,-0.36,7t --- 0 out d1,9t --3 1 out d1,,BOS,2.380952380952381,L,8,12,,
2,74,2016-06-25,BOS,TEX,7-GF(8),,64,1.2,1,0,0,3,2,0,0,4.50,9,38,19,6,5,1,3,2,0,0,,2,1,0,0,0,6,0,0,0,0,0,0,.01,0.000,.01,0.00%,1.00,7b -23 1 out d6,8b end d 7,,TEX,3.3333333333333335,L,3,10,,
3,75,2016-06-26,BOS,TEX,8-GF(8),,0,1.0,1,0,0,1,1,0,0,3.60,4,16,8,2,3,0,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.003,.11,0.00%,0.54,8b --- 0 out d4,8b end d 4,,TEX,2.0,L,2,6,,
4,10,2017-04-14,DET,CLE,9-9,,99,0.1,3,4,4,0,1,0,1,108.00,5,15,10,4,0,0,3,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.33,-0.044,.40,-0.03%,-2.08,9b --- 0 out a6,9b 123 1 out a5,,CLE,30.0,W,7,6,,
5,87,2018-07-03,BOS,WSN,8-GF,,99,2.0,2,1,1,0,0,1,0,4.50,8,31,21,2,6,5,3,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.06,0.008,.06,0.01%,0.03,8b --- 0 out a6,9b end a 7,,WSN,1.0,W,11,4,1.30,3.00
6,119,2018-08-11,BOS,BAL,8-8,H(1),38,1.0,0,0,0,2,1,0,0,3.00,5,19,7,3,1,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.36,0.089,.39,0.01%,0.50,8b --- 0 out a2,8b 3 out a2,2,BAL,2.0,W,6,4,3.05,6.00
7,138,2018-09-02,BOS,CHW,4-6,,21,2.2,3,2,2,2,5,1,1,4.76,14,57,32,5,12,3,3,1,0,0,,0,0,0,0,0,11,1,0,0,0,0,0,.09,-0.018,.01,0.00%,-0.93,4b --- 0 out d5,6b 12- 2 out d7,,CHW,2.2727272727272725,L,0,8,8.40,17.00
8,141,2018-09-05,BOS,ATL,5-6,,2,1.2,1,0,0,2,3,0,1,3.68,9,41,23,8,6,1,2,1,0,0,,1,1,0,0,0,6,0,0,0,0,0,0,.09,-0.002,.01,0.00%,0.42,5b --3 1 out d5,6b 3 out d6,,ATL,2.5,W,9,8,7.35,14.00
9,148,2018-09-14,BOS,NYM,GS-3,L(0-1),8,2.0,3,2,2,1,4,0,0,4.82,10,38,29,4,8,2,3,3,0,0,45,,,0,0,0,9,2,0,0,0,0,0,.82,-0.037,.01,0.00%,-0.33,1t start tie,3t 1-- 0 out d1,,BOS,2.0,L,0,8,6.10,12.00
10,151,2018-09-18,BOS,NYY,8-GF(8),,3,1.0,0,0,0,0,2,0,1,4.35,4,21,12,2,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.26,0.015,.00,0.00%,0.51,8b --- 0 out d2,8b end d 2,,NYY,0.0,L,2,3,5.65,9.00
11,152,2018-09-19,BOS,NYY,8-GF(8),,0,1.0,3,2,2,0,1,0,0,5.56,6,18,12,6,0,3,2,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.00,-0.001,.00,0.00%,-1.49,8b --- 0 out d7,8b end d 9,,NYY,3.0,L,1,10,-1.55,0.00
12,156,2018-09-23,BOS,CLE,6-11,L(0-2),3,5.1,2,1,1,3,4,0,1,4.32,20,93,58,13,11,8,4,2,2,0,,1,0,0,2,0,15,1,0,0,1,0,1,2.35,0.428,.00,0.00%,2.34,6b 1-- 0 out tie,11b 1-3 1 out tie,,CLE,0.9803921568627452,L,3,4,14.40,25.00
13,160,2018-09-28,BOS,NYY,4-4,,4,0.1,6,6,6,1,0,1,0,7.41,8,32,19,7,2,2,5,3,0,0,,0,0,0,0,0,7,2,0,0,0,0,0,.64,-0.255,.00,0.00%,-6.02,4t --- 0 out d2,4t 1-- 1 out d8,,BOS,70.0,L,6,11,-15.45,-17.00
