Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,14,2012-04-21,TOR,KCR,GS-6,W(1-0),99,5.1,8,5,5,3,4,2,1,8.44,26,99,55,19,5,8,10,3,0,0,33,,,0,0,0,22,2,1,0,2,0,0,1.13,-0.506,1.14,-0.31%,-3.16,1b start tie,6b 1-3 1 out a1,,KCR,2.1568627450980395,W,9,5,,
2,19,2012-04-26,TOR,BAL,GS-6,,4,5.0,6,2,2,1,2,0,0,6.10,22,88,52,15,5,8,11,6,1,0,48,,,0,0,0,20,1,0,0,0,1,0,1.16,-0.155,1.35,-0.11%,-0.10,1b start tie,6b -2- 0 out tie,,BAL,1.4,L,2,5,,
3,24,2012-05-01,TOR,TEX,GS-6,,4,6.0,7,6,5,2,5,0,0,6.61,28,100,61,19,9,8,13,9,0,0,39,,,1,0,0,26,1,0,0,0,0,0,.90,-0.305,.84,-0.17%,-2.97,1t start tie,6t 3 out d2,,TOR,1.5,W,8,7,,
4,29,2012-05-06,TOR,LAA,GS-6,L(1-1),4,5.1,8,4,4,0,6,1,0,6.65,24,87,56,14,10,7,11,2,1,0,42,,,1,0,0,24,2,0,0,0,0,0,1.12,-0.249,1.15,-0.15%,-1.86,1b start tie,6b -2- 1 out d2,,LAA,1.5686274509803924,L,3,4,,
5,34,2012-05-12,TOR,MIN,GS-6,W(2-1),5,6.0,3,1,1,4,4,0,0,5.53,24,97,57,20,6,9,7,4,0,0,62,,,0,0,0,20,1,0,0,0,0,0,1.51,0.220,1.53,0.13%,1.91,1b start tie,6b 3 out a1,,MIN,1.1666666666666667,W,2,1,,
6,39,2012-05-17,TOR,NYY,GS-6,W(3-1),4,6.0,5,1,1,4,3,0,0,4.81,26,95,58,20,8,9,10,4,2,0,57,,,0,0,0,22,3,0,0,1,0,0,1.25,0.253,1.29,0.16%,2.03,1t start tie,6t 3 out a1,,TOR,1.5,W,4,1,,
7,44,2012-05-22,TOR,TBR,GS-4,L(3-2),4,4.0,7,6,6,0,3,2,1,5.73,21,86,51,13,5,5,12,3,2,0,27,,,1,0,0,20,3,0,0,0,0,0,.87,-0.255,1.15,-0.20%,-4.12,1b start tie,4b 3 out d6,,TBR,1.75,L,5,8,,
8,49,2012-05-28,TOR,BAL,GS-7,W(4-2),5,7.0,3,0,0,3,9,0,1,4.84,27,114,65,26,9,10,4,1,0,0,77,,,0,1,0,23,0,0,0,0,0,0,.75,0.225,.73,0.13%,3.54,1t start tie,7t 3 out a6,,TOR,0.8571428571428571,W,6,2,,
9,54,2012-06-03,TOR,BOS,GS-7,W(5-2),5,7.0,5,1,1,1,5,1,2,4.35,29,109,69,23,7,8,13,3,3,0,67,,,1,0,0,26,1,0,0,0,0,0,.57,0.198,.61,0.13%,2.54,1t start tie,7t 3 out a4,,TOR,0.8571428571428571,W,5,1,,
10,59,2012-06-09,TOR,ATL,GS-7,L(5-3),5,6.1,7,5,5,1,7,2,0,4.66,27,103,67,17,16,12,7,1,1,0,45,,,1,0,0,25,0,0,0,0,0,0,.77,-0.190,.79,-0.12%,-1.27,1b start tie,7b -2- 1 out d2,,ATL,1.3114754098360657,L,2,5,,
11,64,2012-06-15,TOR,PHI,GS-1,,5,0.2,0,0,0,1,1,0,0,4.60,3,12,6,3,1,1,0,0,0,0,52,,,0,0,0,2,0,0,0,0,0,0,.63,0.026,.46,0.01%,0.27,1t start tie,1t 1-- 2 out tie,,TOR,5.0,W,3,0,,
12,2,2014-04-01,TOR,TBR,GS-6,W(1-0),99,5.1,3,0,0,3,4,0,0,0.00,20,83,50,13,8,5,8,3,2,0,63,,,0,1,0,17,1,0,0,1,0,0,.85,0.163,.88,0.10%,1.84,1b start a 3,6b 12- 1 out a4,,TBR,1.1764705882352942,W,4,2,,
13,7,2014-04-06,TOR,NYY,GS-4,L(1-1),4,3.1,6,6,6,3,6,1,1,6.23,20,78,49,14,13,4,6,2,0,0,27,,,2,0,0,16,2,0,0,0,0,0,.91,-0.367,1.05,-0.25%,-4.64,1t start tie,4t 1-- 1 out d5,,TOR,2.903225806451613,L,4,6,,
14,12,2014-04-12,TOR,BAL,GS-6,,5,6.0,4,0,0,2,5,0,0,3.68,23,96,57,12,11,9,7,2,1,0,67,,,1,0,0,21,0,0,0,1,0,0,1.12,0.349,1.25,0.24%,2.87,1b start tie,6b 3 out tie,,BAL,1.0,L,1,2,,
15,17,2014-04-18,TOR,CLE,GS-6,,5,5.1,8,2,2,0,9,1,0,3.60,24,100,67,17,9,6,9,3,1,0,53,,,1,0,0,24,0,1,0,0,0,0,1.09,-0.123,1.07,-0.07%,-0.05,1b start tie,6b --3 1 out d1,,CLE,1.5686274509803924,W,3,2,,
16,22,2014-04-24,TOR,BAL,GS-6,,5,6.0,6,2,2,1,9,1,0,3.46,25,102,63,14,14,5,10,5,2,0,60,,,1,0,0,24,3,0,0,0,0,0,1.03,0.124,1.24,0.09%,0.79,1t start tie,6t 3 out a1,,TOR,1.1666666666666667,L,4,11,,
17,27,2014-04-30,TOR,KCR,GS-7,L(1-2),5,7.0,5,4,4,1,5,0,0,3.82,27,97,62,11,8,9,12,5,1,0,55,,,2,0,0,24,4,0,0,0,1,0,1.15,-0.223,1.08,-0.13%,-0.62,1b start tie,7b 3 out d2,,KCR,0.8571428571428571,L,2,4,,
18,33,2014-05-06,TOR,PHI,GS-8,,5,8.0,9,5,5,1,6,1,0,4.17,33,109,73,16,14,9,17,7,2,0,49,,,0,0,0,32,4,0,0,0,0,0,1.10,-0.049,1.00,-0.03%,-1.43,1b start tie,8b 3 out tie,,PHI,1.25,W,6,5,,
19,38,2014-05-11,TOR,LAA,GS-5,L(1-3),4,4.1,3,3,3,4,5,0,0,4.37,19,93,54,12,12,6,4,2,1,0,46,,,1,0,0,15,2,0,0,0,0,0,1.12,-0.120,1.09,-0.07%,-0.59,1t start tie,5t --3 1 out d1,,TOR,1.707317073170732,L,3,9,,
20,43,2014-05-16,TOR,TEX,SHO,W(2-3),4,9.0,3,0,0,1,6,0,0,3.64,30,105,70,22,6,8,15,4,4,0,86,,,0,1,0,28,0,0,0,0,0,0,1.20,0.609,1.27,0.39%,4.35,1b start tie,9b 3 out a2,,TEX,0.4444444444444444,W,2,0,,
21,47,2014-05-21,TOR,BOS,GS-6,W(3-3),4,5.2,6,1,1,2,4,1,0,3.45,26,102,69,22,6,4,16,6,2,0,55,,,1,0,0,24,2,0,0,0,0,1,.81,0.156,1.07,0.12%,1.47,1b start tie,6b 12- 2 out a4,,BOS,1.5384615384615383,W,6,4,,
22,52,2014-05-26,TOR,TBR,GS-5,W(4-3),4,5.0,7,5,5,4,0,3,0,3.88,25,85,50,14,2,7,14,5,0,0,29,,,1,0,0,20,1,0,1,0,1,0,1.12,-0.306,1.67,-0.27%,-2.68,1t start tie,5t 3 out tie,,TOR,2.2,W,10,5,,
23,59,2014-06-03,TOR,DET,GS-7,,7,7.0,3,0,0,0,7,0,0,3.50,24,105,74,16,16,5,12,6,0,0,78,,,0,0,0,24,0,0,0,0,0,0,1.03,0.431,1.38,0.35%,3.28,1b start tie,7b 3 out tie,,DET,0.42857142857142855,W,5,3,,
24,64,2014-06-08,TOR,STL,GS-3,L(4-4),4,3.0,6,5,5,1,1,2,0,3.96,17,70,44,9,4,4,11,6,0,0,27,,,1,0,0,15,1,0,0,0,1,1,.69,-0.322,.86,-0.24%,-3.61,1t start tie,3t 3 out d5,,TOR,2.3333333333333335,L,0,5,,
25,69,2014-06-13,TOR,BAL,GS-7,W(5-4),4,7.0,6,0,0,0,3,0,1,3.62,27,96,70,14,6,11,12,3,1,0,68,,,0,0,0,26,2,0,0,1,0,0,1.30,0.429,2.34,0.46%,3.35,1b start tie,7b 3 out a2,,BAL,0.8571428571428571,W,4,0,,
26,74,2014-06-19,TOR,NYY,GS-5,L(5-5),5,4.1,6,4,4,4,3,0,0,3.86,22,99,65,11,4,6,9,6,1,0,34,,,2,1,0,15,1,0,0,0,3,0,1.19,-0.196,2.20,-0.22%,-1.55,1b start tie,5b 12- 1 out d1,,NYY,2.439024390243903,L,4,6,,
27,80,2014-06-25,TOR,NYY,GS-6,L(5-6),5,6.0,7,4,4,2,6,1,0,4.00,27,95,60,14,10,8,11,8,1,0,46,,,0,0,0,24,3,0,0,0,0,0,.87,-0.203,1.65,-0.23%,-1.22,1t start tie,6t 3 out d1,,TOR,1.5,L,3,5,,
28,85,2014-07-01,TOR,MIL,GS-7,W(6-6),5,7.0,3,1,1,2,10,0,1,3.81,27,105,66,9,19,4,10,3,0,0,75,,,2,0,0,24,1,0,0,0,0,0,1.54,0.329,2.41,0.31%,2.25,1t start tie,7t 3 out a1,,TOR,0.7142857142857143,W,4,1,,
29,90,2014-07-06,TOR,OAK,GS-6,L(6-7),4,5.2,8,3,3,2,4,0,0,3.86,27,103,60,14,7,8,13,8,1,0,43,,,1,0,0,25,2,0,0,0,0,0,.92,-0.122,1.34,-0.11%,-0.68,1b start tie,6b 12- 2 out d2,,OAK,1.923076923076923,L,2,4,,
30,95,2014-07-12,TOR,TBR,GS-6,L(6-8),5,5.1,6,6,6,5,7,0,0,4.16,27,113,69,15,14,4,11,5,2,0,34,,,1,0,0,21,1,0,0,0,1,0,1.62,-0.252,2.21,-0.21%,-1.81,1b start tie,6b 123 1 out d1,,TBR,2.1568627450980395,L,3,10,,
31,100,2014-07-21,TOR,BOS,GS-3,L(6-9),8,2.2,9,6,6,0,2,1,0,4.54,17,68,47,13,4,2,13,7,2,0,18,,,1,0,0,17,2,0,0,0,0,0,1.00,-0.349,1.42,-0.30%,-4.92,1t start tie,3t -2- 2 out d6,,TOR,4.090909090909091,L,1,14,,
32,105,2014-07-26,TOR,NYY,GS-7,W(7-9),4,6.2,5,2,2,3,7,1,2,4.44,30,89,59,15,9,10,8,3,3,0,60,,,0,0,0,25,0,0,0,0,0,0,1.10,0.160,1.75,0.15%,1.15,1b start tie,7b --- 2 out a1,,NYY,1.2903225806451613,W,6,4,,
33,110,2014-07-31,TOR,HOU,GS-3,,4,3.0,6,4,4,0,2,1,0,4.62,15,62,38,7,7,3,10,6,0,0,33,,,0,0,0,15,1,0,0,0,0,0,1.06,-0.323,1.78,-0.33%,-2.61,1b start a 1,3b 3 out d2,,HOU,2.0,W,6,5,,
