,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,57,2018-06-05,MIN,CHW,GS-4,L(0-1),99,3.0,6,6,6,4,1,1,0,18.0,19,86,47,8,6,5,9,5,1,0,20.0,,,0,0,0,15,3,0,0,1,0,1,0.67,-0.326,0.67,-0.19%,-3.45,-9.25,-6.0,1t start tie,4t 12- 0 out d2,2.0,MIN,3.333333333333333,L,3,6
1,2,81,2018-07-02,MIN,MIL,10-GF(10),L(0-2),26,0.1,1,1,1,2,0,0,1,18.9,5,26,12,1,1,1,1,1,0,0,,0.0,0.0,0,0,0,2,0,0,0,0,0,0,3.39,-0.364,1.6,-0.10%,-2.07,-3.65,-2.0,10b --- 0 out tie,10b end d 1,,MIL,30.0,L,5,6
2,3,136,2018-09-02,MIN,TEX,2-6,,61,4.0,6,3,2,1,4,1,2,11.05,20,83,56,16,7,4,9,6,2,0,,0.0,0.0,0,0,1,17,4,0,0,1,0,1,0.69,0.001,0.0,0.00%,-0.75,7.6,18.0,2b --- 0 out d2,6b --- 0 out d5,,TEX,1.75,L,4,18
3,4,142,2018-09-09,MIN,KCR,5-8,,6,3.1,2,1,1,0,1,1,0,8.44,12,49,35,13,3,6,5,2,0,0,,0.0,0.0,0,0,0,12,0,0,0,0,0,0,1.17,0.124,0.0,0.00%,0.79,6.3,10.0,5t --- 0 out a1,8t --- 1 out tie,,MIN,0.6451612903225806,W,3,1
4,5,148,2018-09-15,MIN,KCR,5-7,,5,2.2,4,4,2,1,3,0,0,8.1,14,58,37,9,5,5,5,2,0,0,,0.0,0.0,0,0,0,13,2,0,0,0,0,1,0.14,-0.024,0.0,0.00%,-2.7,5.0,11.0,5b --- 0 out d4,7b 1-- 2 out d8,,KCR,2.2727272727272725,L,3,10
5,6,154,2018-09-22,MIN,OAK,6-8,,6,2.0,2,0,0,0,1,0,0,7.04,8,31,18,3,3,3,4,3,1,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,1.23,-0.021,0.0,0.00%,0.0,5.3,9.0,6b --- 0 out d1,8b 12- 0 out tie,,OAK,1.0,L,2,3
6,7,158,2018-09-27,MIN,DET,8-8,,4,1.0,1,0,0,1,0,0,0,6.61,5,24,15,4,1,3,1,0,1,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.25,0.006,0.0,0.00%,0.52,1.05,3.0,8t --- 0 out a6,8t 3 out a6,,MIN,2.0,W,9,3
7,8,162,2018-09-30,MIN,CHW,GS-4,,2,4.0,3,2,2,2,4,0,1,6.2,18,70,49,15,6,5,6,3,1,0,50.0,,,0,0,0,13,1,0,0,0,1,0,0.84,-0.027999999999999997,0.0,0.00%,0.07,9.4,18.0,1t start tie,4t 3 out d2,,MIN,1.25,W,5,4
8,9,50,2019-05-24,MIN,CHW,8-GF,,99,2.0,0,0,0,0,2,0,0,0.0,6,25,18,3,3,1,3,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.03,0.005,0.03,0.00%,1.11,8.5,12.0,8t --- 0 out a7,9t end a 7,,MIN,0.0,W,11,4
9,10,55,2019-05-30,MIN,TBR,3-7,,5,4.1,10,8,8,1,3,1,0,11.37,23,77,50,13,5,4,15,12,1,0,,1.0,0.0,0,0,0,22,4,0,0,0,0,0,0.04,-0.027000000000000003,0.03,-0.01%,-5.61,-6.85,-2.0,3b 1-- 2 out d6,7b 3 out d12,,TBR,2.6829268292682933,L,3,14
