Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,2,2019-03-21,SEA,OAK,8-8,,99,1.0,1,0,0,1,0,0,0,0.00,4,11,5,1,0,1,2,2,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,2.69,0.110,2.92,0.07%,0.53,1.05,3.00,8b --- 0 out tie,8b 3 out tie,,OAK,2.0,W,5,4
2,3,2019-03-28,SEA,BOS,8-GF,,6,2.0,1,0,0,0,2,0,0,0.00,7,24,17,5,4,4,1,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,1,.02,0.002,.02,0.00%,1.03,7.90,12.00,8t --- 0 out a8,9t end a 8,,SEA,0.5,W,12,4
3,5,2019-03-30,SEA,BOS,7-8,,1,2.0,1,0,0,0,2,0,0,0.00,6,18,15,3,3,4,0,0,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.55,0.054,.58,0.03%,1.03,7.90,12.00,7t --- 0 out a4,8t 3 out a4,,SEA,0.5,W,6,5
4,7,2019-04-01,SEA,LAA,8-8,H(1),1,1.0,1,0,0,0,1,0,0,0.00,4,12,8,4,1,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.62,0.044,.75,0.03%,0.51,3.65,6.00,8t --- 0 out a3,8t 3 out a3,,SEA,1.0,W,6,3
5,10,2019-04-06,SEA,CHW,7-7,,4,0.2,0,0,0,0,2,0,0,0.00,2,10,7,1,2,0,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.53,0.026,.61,0.02%,0.95,5.50,8.00,7b 12- 1 out a6,7b 3 out a6,,CHW,0.0,W,9,2
6,13,2019-04-09,SEA,KCR,7-8,H(2),2,2.0,1,0,0,1,0,0,0,0.00,8,29,17,5,2,3,4,4,0,0,,2,1,0,0,0,6,0,0,0,0,1,0,1.70,0.177,2.06,0.13%,1.47,3.30,6.00,7b 1-3 0 out a4,8b 3 out a3,,KCR,1.0,W,6,3
7,15,2019-04-11,SEA,KCR,9-9,W(1-0),1,1.0,0,0,0,0,3,0,0,0.00,4,18,12,2,6,1,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,2.02,0.149,2.39,0.11%,0.56,12.25,24.00,9b --- 0 out tie,9b 3 out tie,,KCR,0.0,W,7,6
8,17,2019-04-13,SEA,HOU,7-7,,1,1.0,0,0,0,0,1,0,0,0.00,3,11,8,2,3,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.46,0.036,.65,0.03%,0.51,4.25,6.00,7t --- 0 out d2,7t 3 out d2,,SEA,0.0,L,1,3
9,18,2019-04-14,SEA,HOU,6-7,L(1-1),0,1.2,1,1,1,0,2,1,0,0.73,6,18,14,2,4,1,3,2,0,0,,2,0,1,0,0,6,0,0,0,0,0,0,1.75,0.040,2.49,0.03%,0.71,5.15,8.00,6t 1-3 1 out tie,7t 3 out d1,,SEA,0.8333333333333334,L,2,3
10,21,2019-04-17,SEA,CLE,8-8,,2,1.0,0,0,0,1,1,0,0,0.68,4,16,8,2,2,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.75,0.053,.88,0.04%,0.51,3.65,6.00,8t --- 0 out d1,8t 3 out d1,,SEA,1.0,L,0,1
11,22,2019-04-18,SEA,LAA,7-7,H(3),0,0.2,1,1,1,1,1,0,0,1.29,4,20,11,2,4,1,1,1,0,0,,1,1,0,0,0,3,0,0,0,0,0,0,2.37,-0.110,2.86,-0.08%,-1.29,0.30,2.00,7b -2- 1 out a3,7b 3 out a1,,LAA,10.0,W,11,10
12,27,2019-04-24,SEA,SDP,8-GF(8),,5,1.0,1,0,0,0,1,0,0,1.20,4,15,8,1,2,3,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,.59,0.031,.68,0.02%,0.50,3.65,6.00,8b --- 0 out d1,8b end d 1,,SDP,1.0,L,0,1
13,29,2019-04-26,SEA,TEX,8-8,H(4),1,1.0,1,1,0,2,0,0,0,1.13,5,18,9,3,2,2,1,1,0,0,,0,0,0,0,0,3,1,0,1,1,0,0,2.80,0.004,3.93,0.00%,-0.49,0.45,3.00,8t --- 0 out a2,8t 3 out a1,,SEA,3.0,W,5,4
14,31,2019-04-28,SEA,TEX,5-5,,1,1.0,1,0,0,0,3,0,0,1.06,4,14,11,3,4,0,1,1,0,0,,1,1,0,0,0,4,0,0,0,0,0,0,.15,0.001,.22,0.00%,0.44,7.65,12.00,5t --3 0 out d7,5t 3 out d8,,SEA,1.0,L,1,14
15,32,2019-04-30,SEA,CHC,7-8,L(1-2),1,1.1,2,2,2,0,2,1,0,1.96,6,16,12,3,4,2,2,1,0,0,,1,0,0,0,0,6,1,0,0,0,0,0,1.60,-0.394,1.85,-0.27%,-1.25,1.80,4.00,7t 1-- 2 out tie,8t 3 out d1,,SEA,1.8181818181818181,L,5,6
