Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,76,2016-06-26,PIT,LAD,GS-5,W(1-0),99,5.0,4,3,3,4,5,1,0,5.40,22,82,44,15,4,4,9,2,0,0,48,,,0,0,0,18,2,0,0,0,0,0,.98,0.012,.61,0.01%,-0.55,1t start tie,5t 3 out a1,,PIT,1.6,W,4,3,,
2,81,2016-07-02,PIT,OAK,GS-6,,5,6.0,7,2,2,0,2,0,0,4.09,25,91,62,16,8,8,15,8,1,0,52,,,0,0,0,24,2,0,0,0,1,0,1.03,0.115,.59,0.04%,0.93,1b start tie,6b 3 out tie,,OAK,1.1666666666666667,W,4,2,,
3,88,2016-07-09,PIT,CHC,GS-3,,6,2.1,7,4,4,1,1,1,0,6.08,15,55,38,6,6,5,8,4,0,0,27,,,0,0,0,13,1,1,0,0,0,0,.98,-0.276,1.37,-0.23%,-2.43,1t start tie,3t 12- 1 out tie,,PIT,3.8095238095238093,W,12,6,,
4,92,2016-07-17,PIT,WSN,GS-6,,7,6.0,1,0,0,0,5,0,1,4.19,19,86,55,17,10,4,9,2,2,0,75,,,0,1,0,18,0,0,0,0,0,0,.95,0.371,.77,0.18%,3.06,1b start tie,6b 3 out a1,,WSN,0.16666666666666666,W,2,1,,
5,110,2016-08-09,PIT,SDP,GS-6,W(2-0),22,6.0,5,2,2,4,4,0,0,3.91,24,93,57,23,1,9,7,4,3,0,54,,,0,0,0,20,1,0,0,3,0,0,.97,0.077,.57,0.03%,0.95,1t start tie,6t 3 out a4,,PIT,1.5,W,6,4,,
6,115,2016-08-14,PIT,LAD,GS-6,W(3-0),4,6.0,6,2,2,0,5,1,0,3.73,24,102,67,17,12,10,9,5,4,0,57,,,0,0,0,24,2,0,0,0,0,0,.54,0.092,.47,0.05%,0.89,1b start a 5,6b 3 out a5,,LAD,1.0,W,11,3,,
7,120,2016-08-20,PIT,MIA,GS-6,L(3-1),5,6.0,5,3,2,0,0,1,0,3.62,23,75,49,14,3,10,13,9,1,0,52,,,0,0,0,23,1,0,0,1,0,1,.84,-0.086,.96,-0.06%,-0.05,1t start tie,6t 3 out d3,,PIT,0.8333333333333334,L,1,3,,
8,125,2016-08-25,PIT,MIL,GS-7,,4,6.1,5,2,2,2,5,1,0,3.50,25,82,52,12,9,12,6,5,0,0,58,,,2,0,0,23,3,0,0,1,0,0,1.18,-0.041,.83,-0.02%,0.86,1b start a 1,7b -2- 1 out tie,,MIL,1.1475409836065575,W,3,2,,
9,130,2016-08-30,PIT,CHC,GS-5,L(3-2),4,5.0,4,3,3,2,5,1,1,3.70,21,91,58,13,14,5,8,3,1,0,50,,,1,0,0,18,1,0,0,0,0,0,.56,-0.133,.61,-0.09%,-0.50,1b start tie,5b 3 out d3,,CHC,1.2,L,0,3,,
10,135,2016-09-05,PIT,STL,GS-2,L(3-3),5,2.0,4,3,3,3,2,0,1,4.09,14,58,30,9,5,5,3,1,0,0,35,,,0,0,0,10,3,0,0,0,0,0,1.47,-0.208,1.21,-0.10%,-2.02,1t start tie,2t 3 out d3,,PIT,3.5,L,6,12,,
11,145,2016-09-15,PIT,PHI,GS-6,W(4-3),9,6.0,4,2,2,0,5,0,0,3.97,22,68,48,14,3,13,4,2,1,0,61,,,0,0,0,21,2,0,0,0,0,0,1.13,0.159,.08,0.01%,0.95,1b start a 1,6b 3 out a1,,PHI,0.6666666666666666,W,15,2,,
12,151,2016-09-21,PIT,MIL,GS-6,W(5-3),5,6.0,5,1,1,1,6,0,0,3.73,23,95,58,20,9,6,10,5,1,0,63,,,1,1,0,22,1,0,0,0,0,0,.87,0.220,.18,0.03%,2.03,1b start a 3,6b 3 out a3,,MIL,1.0,W,4,1,,
13,156,2016-09-26,PIT,CHC,GS-4,L(5-4),4,3.0,8,5,5,2,3,1,1,4.25,20,84,51,14,7,7,7,4,1,0,24,,,0,0,0,16,1,0,0,0,1,0,1.06,-0.300,.04,-0.01%,-5.36,1t start tie,4t 123 0 out d5,,PIT,3.3333333333333335,L,2,12,,
14,161,2016-10-01,PIT,STL,GS-6,,4,5.0,8,2,2,1,5,0,0,4.20,24,80,50,10,10,5,13,5,5,0,47,,,0,0,0,23,2,0,0,0,0,0,1.10,0.059,.00,0.00%,0.95,1b start a 3,6b -23 0 out a3,,STL,1.8,L,3,4,,
15,4,2017-04-08,PIT,ATL,GS-5,W(1-0),99,5.0,5,3,2,6,5,0,1,3.60,25,85,46,9,14,6,7,4,0,0,46,,,1,0,0,18,1,1,2,2,0,1,1.45,-0.049,1.31,-0.03%,-0.50,1t start tie,5t 3 out a1,,PIT,2.2,W,6,4,,
16,9,2017-04-13,PIT,BOS,GS-7,,4,6.1,5,1,1,0,6,0,0,2.38,24,92,67,20,7,5,13,3,3,0,65,,,0,0,0,24,2,0,0,0,0,0,1.03,0.290,.83,0.14%,2.31,1b start a 2,7b 1-- 1 out a2,,BOS,0.819672131147541,L,3,4,,
17,14,2017-04-18,PIT,STL,GS-6,L(1-1),4,6.0,3,2,2,1,3,0,1,2.60,23,72,48,9,11,6,12,5,3,0,60,,,0,0,0,20,1,1,0,0,0,0,.76,0.056,.77,0.03%,1.04,1b start tie,6b 3 out d1,,STL,0.6666666666666666,L,1,2,,
18,19,2017-04-24,PIT,CHC,GS-2,L(1-2),5,1.2,8,9,9,4,1,1,0,6.63,17,57,34,9,7,7,5,2,0,0,0,,,1,0,0,13,3,0,2,0,0,0,.73,-0.497,.71,-0.29%,-8.44,1t start tie,2t 12- 2 out d8,,PIT,10.0,L,3,14,,
