,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,42,2007-05-20,NYA,NYM,GS-6,W(1-0),99,6.0,3,1,1,3,6,1,0,1.5,23,95,54,17,9,7,6,1,0,1,65.0,,,0,0,0,20,1,0,1,1,0,0,0.84,0.166,0.55,0.07%,2.09,1b start tie,6b 3 out a4,,NYM,1.0,W,6,2,,
1,2,46,2007-05-25,NYA,LAA,GS-4,L(1-1),4,4.0,6,3,3,0,1,1,0,3.6,18,76,48,11,3,6,11,1,1,0,39.0,,,0,0,0,18,4,0,0,0,0,0,0.92,-0.10400000000000001,0.72,-0.05%,-0.78,1t start tie,4t 3 out d2,,NYY,1.5,L,6,10,,
2,3,51,2007-05-30,NYA,TOR,GS-5,W(2-1),4,5.0,4,3,3,5,3,2,0,4.2,24,98,51,23,2,3,13,1,6,0,45.0,,,0,0,0,19,0,0,0,0,0,0,0.87,0.032,0.36,0.01%,-0.25,1b start a 5,5b 3 out a2,,TOR,1.8,W,10,5,,
3,4,56,2007-06-05,NYA,CHW,GS-5,W(3-1),5,5.0,5,1,1,3,4,0,0,3.6,22,89,53,17,7,8,7,2,2,0,54.0,,,0,0,0,19,0,0,0,1,0,0,1.09,0.168,0.52,0.05%,1.86,1b start tie,5b 3 out tie,,CHW,1.6,W,7,3,,
4,5,61,2007-06-10,NYA,PIT,GS-4,,4,3.2,6,6,6,3,2,0,0,5.32,19,90,55,17,7,7,7,2,1,0,24.0,,,2,0,0,16,2,0,0,0,0,0,1.16,-0.384,0.83,-0.17%,-3.89,1t start tie,4t --- 2 out d1,,NYY,2.8125,W,13,6,,
5,6,66,2007-06-16,NYA,NYM,GS-4,,5,3.1,5,5,5,3,2,2,0,6.33,18,77,44,11,8,3,10,1,2,0,29.0,,,3,0,0,15,0,0,0,0,0,0,1.01,-0.42100000000000004,0.98,-0.25%,-3.75,1t start tie,4t 12- 1 out d1,,NYY,2.5806451612903225,W,11,8,,
6,7,65,2008-06-09,WAS,SFG,GS-5,L(0-1),99,4.1,5,3,3,4,6,0,0,6.23,22,98,54,19,10,1,11,4,3,0,43.0,,,0,0,0,18,3,0,0,0,0,0,1.06,-0.18100000000000002,0.1,-0.01%,-1.18,1t start tie,5t -2- 1 out d2,,WSN,2.1951219512195124,L,2,3,,
7,8,70,2008-06-14,WAS,SEA,GS-7,W(1-1),4,6.0,7,2,2,3,2,2,0,4.35,26,91,53,16,1,5,16,4,4,0,49.0,,,0,0,0,23,2,0,1,1,0,0,1.2,-0.054000000000000006,0.09,0.00%,0.08,1b start a 1,7b 12- 0 out a2,,SEA,1.6666666666666667,W,5,2,,
8,9,71,2009-06-25,WAS,BOS,8-GF,,99,2.0,3,2,2,0,2,1,0,9.0,9,32,19,6,3,2,5,2,0,0,,0.0,0.0,0,0,0,9,1,0,0,0,0,0,0.02,0.002,0.0,0.00%,-1.01,8t --- 0 out a8,9t end a 6,,WSN,1.5,W,9,3,,
9,10,76,2009-06-30,WAS,FLA,6-7,H(1),4,1.0,1,1,0,1,1,0,0,6.0,5,22,11,3,2,2,1,1,0,0,,0.0,0.0,0,0,0,3,1,0,0,0,0,0,2.21,0.006999999999999999,0.02,0.00%,0.09,6b --- 1 out a1,7b -2- 1 out a1,,FLA,2.0,L,5,7,,
