Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,130,2012-08-29,PHI,NYM,GS-6,L(0-1),99,6.0,7,3,3,2,5,1,1,4.50,28,102,71,18,8,5,15,6,5,0,49,,,0,0,0,24,1,0,0,0,0,0,1.16,-0.041,.01,0.00%,-0.09,1t start tie,6t 3 out d1,,PHI,1.5,L,2,3,,
2,135,2012-09-03,PHI,CIN,GS-7,W(1-1),4,7.0,4,1,1,0,9,1,0,2.77,25,107,71,15,14,3,13,4,4,0,74,,,0,0,0,25,1,0,0,0,0,0,.91,0.249,.01,0.00%,2.46,1b start tie,7b 3 out a3,,CIN,0.5714285714285714,W,4,2,,
3,140,2012-09-09,PHI,COL,GS-4,,5,4.0,8,4,4,1,2,1,0,4.24,20,76,44,11,5,6,11,3,1,0,31,,,0,0,0,19,1,0,0,1,0,0,.99,-0.266,.05,-0.01%,-2.06,1t start tie,4t 3 out d3,2,PHI,2.25,W,7,4,,
4,144,2012-09-13,PHI,HOU,GS-4,,3,3.0,5,3,3,0,4,1,1,4.95,15,65,43,14,7,4,7,3,2,0,41,,,0,0,0,14,0,0,0,0,0,0,1.04,-0.150,.36,-0.03%,-1.57,1b start tie,4b --- 0 out a1,,HOU,1.6666666666666667,L,4,6,,
5,150,2012-09-20,PHI,NYM,GS-8,W(2-1),6,8.0,3,1,1,2,6,1,0,3.86,27,88,64,27,6,10,9,2,0,0,76,,,0,0,0,25,0,0,0,2,0,0,.13,0.045,.03,0.01%,2.61,1b start a 8,8b 3 out a8,,NYM,0.625,W,16,1,,
6,156,2012-09-27,PHI,WSN,GS-6,L(2-2),6,5.0,6,6,6,2,4,3,0,4.91,23,90,56,18,4,8,9,3,0,0,33,,,0,0,0,20,2,0,0,0,0,0,1.11,-0.412,.00,0.00%,-3.57,1t start tie,6t --- 0 out d3,,PHI,1.6,L,3,7,,
7,37,2013-05-10,PHI,ARI,GS-7,,99,6.1,2,2,2,3,4,0,0,2.84,23,92,58,23,5,7,9,3,0,0,62,,,0,0,0,20,1,0,0,2,0,1,1.26,0.270,1.01,0.13%,1.68,1b start a 2,7b 1-- 1 out a1,,ARI,0.819672131147541,L,2,3,,
8,46,2013-05-21,PHI,MIA,GS-7,W(1-0),10,7.0,8,2,2,2,5,0,0,2.70,29,105,62,20,4,12,10,4,1,0,56,,,2,0,0,26,1,1,0,2,1,0,1.09,0.195,.90,0.10%,1.16,1b start tie,7b 3 out a4,,MIA,1.4285714285714286,W,7,3,,
9,51,2013-05-27,PHI,BOS,GS-3,L(1-1),5,2.1,9,6,6,1,2,2,0,5.74,17,68,41,11,6,2,12,6,0,0,16,,,0,0,0,16,3,0,0,0,0,0,.69,-0.350,.58,-0.18%,-4.41,1b start tie,3b 12- 1 out d4,,BOS,4.761904761904762,L,3,9,,
10,56,2013-06-01,PHI,MIL,GS-7,L(1-2),4,7.0,8,3,2,1,3,0,0,4.76,29,110,72,18,7,11,14,3,2,0,53,,,0,0,0,27,4,1,0,0,0,0,.88,-0.070,.69,-0.03%,0.10,1t start tie,7t 3 out d1,,PHI,1.2857142857142858,L,3,4,,
11,61,2013-06-06,PHI,MIL,GS-7,W(2-2),4,6.2,4,0,0,5,2,0,0,3.68,28,108,66,14,3,8,13,2,5,0,63,,,0,0,0,23,0,0,0,1,0,0,.69,0.215,.59,0.11%,2.98,1b start a 2,7b 1-- 2 out a5,,MIL,1.4516129032258065,W,5,1,,
12,66,2013-06-12,PHI,MIN,GS-5,,5,5.0,6,1,1,3,2,0,0,3.41,23,99,56,12,5,8,10,4,1,0,50,,,0,0,0,20,2,0,0,1,0,0,1.46,0.168,1.04,0.07%,1.44,1b start a 2,5b 3 out a2,,MIN,1.8,L,3,4,,
13,125,2013-08-20,PHI,COL,GS-6,L(2-3),68,6.0,8,5,5,1,6,2,0,4.02,27,99,66,23,6,10,10,6,0,0,41,,,0,0,0,26,3,0,0,0,0,0,.61,-0.234,.00,0.00%,-2.34,1t start tie,6t 3 out d2,,PHI,1.5,L,3,5,,
14,129,2013-08-24,PHI,ARI,12-16,,3,5.0,2,0,0,5,4,0,0,3.57,22,91,50,15,5,8,5,1,1,0,,0,0,0,0,0,16,1,0,2,0,0,0,2.75,0.629,.00,0.00%,2.22,12t --- 0 out tie,16t 3 out tie,,PHI,1.4,L,7,12,,
15,144,2013-09-10,PHI,SDP,GS-5,L(2-4),16,4.0,9,7,7,0,4,0,0,4.56,21,73,51,14,7,8,9,6,0,0,20,,,0,0,0,21,3,0,0,0,0,0,.86,-0.282,.00,0.00%,-4.69,1t start tie,5t -23 0 out d5,,PHI,2.25,L,2,8,,
16,149,2013-09-15,PHI,WSN,GS-5,L(2-5),4,4.0,10,5,5,0,1,0,0,5.06,21,64,43,13,5,7,13,5,0,0,23,,,0,0,0,21,3,0,0,0,0,0,1.08,-0.403,.00,0.00%,-3.55,1b start tie,5b 1-- 0 out d3,,WSN,2.5,L,2,11,,
17,154,2013-09-21,PHI,NYM,GS-6,L(2-6),5,5.0,6,5,5,2,5,2,1,5.40,23,83,54,15,8,9,7,5,0,0,38,,,1,0,0,20,0,1,0,1,0,0,1.14,-0.293,.00,0.00%,-2.70,1t start tie,6t --3 0 out d3,,PHI,1.6,L,4,5,,
18,159,2013-09-26,PHI,ATL,GS-2,L(2-7),4,1.0,8,7,7,2,2,1,0,6.37,13,57,35,7,5,1,8,6,0,0,9,,,1,0,0,11,4,0,0,0,0,0,.65,-0.447,.00,0.00%,-8.02,1b start tie,2b -23 0 out d6,,ATL,10.0,L,1,7,,
19,162,2013-09-29,PHI,ATL,8-GF(8),,2,1.0,3,2,2,0,1,0,0,6.56,6,17,12,3,4,3,2,1,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,.01,-0.003,.00,0.00%,-1.55,8b --- 0 out d5,8b end d 7,,ATL,3.0,L,5,12,,
20,62,2017-06-09,SEA,TOR,7-7,W(1-0),99,1.0,2,0,0,0,1,0,0,0.00,4,14,9,2,0,1,2,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.78,0.056,.56,0.02%,0.50,7t --- 0 out d1,7t 3 out d1,,SEA,2.0,W,4,2,,
21,12,2018-04-11,MIA,NYM,9-GF,,99,1.0,0,0,0,0,1,0,0,0.00,3,8,7,2,2,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.06,0.00%,0.45,9t --- 0 out d3,9t end d 3,,MIA,0.0,L,1,4,4.25,6.00
22,16,2018-04-16,MIA,NYY,3-6,,4,3.1,8,6,6,2,4,1,1,12.46,20,87,54,16,3,3,10,7,2,0,,2,0,0,0,0,17,3,0,0,1,0,0,.07,-0.022,.03,-0.01%,-3.99,3b 12- 1 out d5,6b 12- 2 out d11,,NYY,3.225806451612903,L,1,12,-3.10,4.00
23,34,2018-05-07,MIA,CHC,5-8,,20,3.0,8,7,7,3,2,1,0,15.95,20,86,53,13,6,4,11,5,3,0,,0,0,0,0,0,17,3,0,0,0,0,0,.04,-0.016,.02,-0.01%,-5.84,5b --- 0 out d6,8b 1-3 0 out d11,,CHC,3.6666666666666665,L,2,14,-9.85,-6.00
24,39,2018-05-12,MIA,ATL,9-GF,,4,1.0,4,3,3,0,1,1,0,17.28,6,21,12,4,2,0,5,3,0,0,,0,0,0,0,0,6,0,1,0,0,0,0,.21,-0.060,.07,-0.01%,-2.55,9t --- 0 out d2,9t end d 5,,MIA,4.0,L,5,10,-4.15,-3.00
25,43,2018-05-17,MIA,LAD,5-GF,,4,5.0,4,0,0,2,1,0,0,10.80,21,83,54,10,4,8,10,4,1,0,,0,0,0,0,0,19,1,0,0,0,0,0,.02,0.007,.01,0.00%,2.27,5t --- 0 out d7,9t end d 7,,MIA,1.2,L,0,7,9.65,18.00
26,58,2018-06-02,MIA,ARI,5-6,,15,2.0,1,1,1,3,1,0,0,9.98,10,31,18,6,3,4,2,0,0,0,,0,0,0,0,0,7,1,0,2,0,0,0,.22,-0.007,.02,0.00%,0.02,5b --- 0 out d5,6b 3 out d5,,ARI,2.0,L,2,6,2.10,6.00
27,61,2018-06-06,MIA,STL,7-GF,,3,2.1,0,0,0,0,3,0,0,8.66,7,20,15,5,2,1,3,0,0,0,,1,0,0,0,0,7,0,0,0,0,0,0,.03,0.005,.00,0.00%,1.15,7b 1-- 2 out a7,9b end a 8,,STL,0.0,W,11,3,11.25,16.00
