,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,61,2019-06-06,COL,CHC,GS-7,W(1-0),99,7.0,4,1,1,1,9,0,0,1.29,26,95,63,19,11,10,6,4,0,0,73,,,0,0,0,25,1,0,0,0,0,0,1.12,0.33399999999999996,1.04,0.19%,2.78,32.75,57.0,1b start tie,7b 3 out a2,,CHC,0.7142857142857143,W,3,1
1,2,66,2019-06-11,COL,CHC,GS-5,W(2-0),4,5.0,3,1,1,2,3,1,2,1.5,21,83,51,9,8,5,9,4,1,0,58,,,0,0,0,17,0,0,0,1,0,0,0.97,0.228,0.96,0.14%,2.12,15.05,33.0,1t start tie,5t 3 out a1,,COL,1.0,W,10,3
2,3,71,2019-06-16,COL,SDP,GS-3,,4,3.0,9,8,8,0,3,1,0,6.0,18,69,45,16,4,8,7,4,0,0,12,,,1,0,0,17,2,1,0,0,1,0,0.89,-0.479,0.88,-0.29%,-6.13,-8.65,-6.0,1t start tie,3t 3 out a1,,COL,3.0,L,13,14
3,4,76,2019-06-22,COL,LAD,GS-5,,5,5.0,7,3,3,1,1,1,0,5.85,23,98,56,17,5,8,13,8,0,0,41,,,0,0,1,20,3,0,0,0,0,1,1.34,-0.077,1.52,-0.05%,-0.46,2.45,9.0,1b start a 1,5b 3 out tie,,LAD,1.6,L,4,5
4,5,81,2019-06-27,COL,LAD,GS-5,,4,4.2,9,5,5,0,2,4,0,6.57,23,93,56,20,3,7,14,6,1,0,28,,,0,0,0,23,2,0,0,0,0,0,0.84,-0.281,0.92,-0.18%,-2.25,-0.9,5.0,1t start tie,5t -2- 2 out d1,,COL,2.142857142857143,L,8,12
5,6,86,2019-07-03,COL,HOU,GS-5,L(2-1),5,5.0,5,4,4,3,2,2,0,6.67,22,81,50,17,4,9,8,5,1,0,40,,,1,0,0,19,1,0,0,0,0,0,0.76,-0.134,0.65,-0.07%,-0.88,2.45,9.0,1t start tie,5t 3 out d3,,COL,1.6,L,2,4
6,7,95,2019-07-16,COL,SFG,GS-6,,12,6.0,6,2,2,0,3,0,0,6.06,23,90,56,12,7,10,10,5,1,0,55,,,0,0,0,23,2,0,0,1,0,0,0.89,0.113,0.53,0.04%,1.75,11.9,21.0,1t start tie,6t 3 out d2,,COL,1.0,L,4,8
7,8,100,2019-07-23,COL,WSN,GS-6,L(2-2),6,5.1,9,3,3,1,8,1,0,5.93,26,99,63,20,10,10,7,6,1,0,45,,,1,0,0,25,2,1,0,0,0,0,0.75,-0.054000000000000006,0.28,-0.01%,-0.21,16.0,31.0,1b start tie,6b 1-- 1 out d3,,WSN,1.9607843137254903,L,1,11
8,9,106,2019-07-28,COL,CIN,GS-5,,4,5.0,6,2,2,1,4,0,0,5.67,22,90,60,16,6,11,6,3,0,0,50,,,0,0,0,20,1,0,0,0,0,0,0.95,0.04,0.2,0.01%,0.72,11.05,21.0,1b start tie,5b 3 out tie,,CIN,1.4,L,2,3
9,10,110,2019-08-02,COL,SFG,GS-6,,4,6.0,6,4,4,3,5,1,0,5.71,27,88,56,10,4,7,12,7,3,0,46,,,0,0,0,24,1,1,1,0,0,0,1.11,-0.11,0.14,-0.01%,-0.25,10.1,21.0,1t start tie,6t 3 out d2,,COL,1.5,W,5,4
