Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
12,85,2019-07-04,MIA,WSN,7-GF(8),,3,2.0,0,0,0,0,3,0,0,5.68,6,22,16,7,2,0,3,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.15,0.023,.00,0.00%,1.12,10.50,15.00,7b --- 0 out d3,8b end d 3,,WSN,0.0,L,2,5
13,106,2019-07-31,MIA,MIN,9-GF,,26,1.0,0,0,0,0,0,0,0,5.27,3,8,5,2,0,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.50,2.25,3.00,9t --- 0 out d7,9t end d 7,,MIA,0.0,L,4,7
14,107,2019-08-01,MIA,MIN,11-GF(12),W(1-0),0,2.0,0,0,0,0,2,0,0,4.60,6,35,23,4,4,2,2,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.81,0.273,.00,0.00%,0.99,12.50,24.00,11t --- 0 out tie,12t end tie,,MIA,0.0,W,5,4
15,111,2019-08-05,MIA,NYM,6-7,BL(1-1),3,1.2,5,3,3,0,1,3,0,5.71,10,45,27,7,4,4,5,2,1,0,,0,0,0,0,0,10,0,0,0,0,0,0,1.93,-0.479,.00,0.00%,-2.13,-3.25,-1.00,6b --- 0 out a2,7b --- 2 out d1,2,NYM,4.166666666666667,L,4,5
16,114,2019-08-08,MIA,ATL,7-7,,2,1.0,1,0,0,0,0,0,0,5.40,4,14,11,4,0,1,3,1,2,0,,0,0,0,0,0,4,1,0,0,0,0,0,.04,0.001,.00,0.00%,0.50,1.65,3.00,7t --- 0 out a9,7t 3 out a9,,MIA,1.0,W,9,2
17,115,2019-08-09,MIA,ATL,5-5,,0,0.1,0,0,0,0,0,0,0,5.30,1,2,2,0,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.26,0.008,.00,0.00%,0.60,0.75,1.00,5t -23 2 out d6,5t 3 out d6,,MIA,0.0,L,4,8
18,116,2019-08-10,MIA,ATL,10-GF(10),W(2-1),0,1.0,0,0,0,0,1,0,0,5.03,3,14,11,2,3,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.81,0.137,.00,0.00%,0.50,8.25,18.00,10t --- 0 out tie,10t end tie,,MIA,0.0,W,7,6
19,118,2019-08-13,MIA,LAD,9-9,,2,0.2,4,4,4,2,2,0,0,6.64,8,39,22,7,3,1,3,3,0,0,,0,0,0,0,0,6,1,1,0,0,0,0,.00,0.000,.00,0.00%,-3.94,-6.10,-4.00,9t --- 0 out d10,9t 12- 2 out d14,,MIA,30.0,L,1,15
20,123,2019-08-18,MIA,COL,10-GF(10),L(2-2),4,0.1,3,1,1,0,1,0,0,6.97,5,15,10,1,4,3,1,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,3.18,-0.338,.00,0.00%,-2.08,-1.05,1.00,10b --- 0 out tie,10b end d 1,,COL,30.0,L,6,7
21,125,2019-08-21,MIA,ATL,7-GF(8),,2,2.0,0,0,0,1,3,0,0,6.35,6,29,15,4,2,2,0,0,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,.07,0.006,.00,0.00%,1.11,9.90,15.00,7b --- 0 out d5,8b end d 5,,ATL,0.5,L,0,5
22,127,2019-08-23,MIA,PHI,6-7,H(1),1,2.0,1,0,0,0,2,0,0,5.84,6,28,19,7,2,1,3,1,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.55,0.056,.00,0.00%,0.99,7.90,12.00,6t --- 0 out a3,7t 3 out a6,,MIA,0.5,W,19,11
23,129,2019-08-25,MIA,PHI,7-7,H(2),1,1.0,1,0,0,0,0,0,0,5.61,3,15,7,0,0,2,1,1,0,0,,0,0,0,1,0,3,0,0,0,0,0,0,1.35,0.095,.00,0.00%,0.50,1.65,3.00,7t --- 0 out a1,7t 3 out a1,,MIA,1.0,W,3,2
24,132,2019-08-28,MIA,CIN,8-8,,2,1.0,1,1,1,0,1,1,0,5.74,4,16,12,5,3,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.10,-0.014,.00,0.00%,-0.50,1.65,3.00,8t --- 0 out d4,8t 3 out d5,,MIA,1.0,L,0,5
25,133,2019-08-29,MIA,CIN,10-10,,0,1.0,1,0,0,1,0,0,0,5.53,4,15,6,2,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,3.47,0.137,.00,0.00%,0.50,1.05,3.00,10t --- 0 out tie,10t 3 out tie,,MIA,2.0,W,4,3
26,139,2019-09-05,MIA,PIT,5-5,H(3),6,1.0,0,0,0,0,1,0,0,5.34,3,13,9,1,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.99,0.075,.00,0.00%,0.51,4.25,6.00,5b --- 0 out a1,5b 3 out a1,,PIT,0.0,W,10,7
27,140,2019-09-06,MIA,KCR,8-8,,0,1.0,1,1,1,1,2,1,0,5.46,5,19,10,2,3,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.30,-0.050,.00,0.00%,-0.50,3.05,6.00,8t --- 0 out d2,8t 3 out d3,,MIA,2.0,L,0,3
28,146,2019-09-12,MIA,MIL,7-GF,,5,3.0,0,0,0,0,2,0,0,4.96,9,37,23,10,1,3,4,1,2,0,,0,0,0,0,0,9,0,0,0,0,0,0,.64,0.144,.00,0.00%,1.49,10.75,15.00,7t --- 0 out d1,9t end d 1,,MIA,0.0,L,2,3
29,151,2019-09-17,MIA,ARI,6-6,H(4),4,1.0,0,0,0,0,0,0,0,4.81,3,16,9,1,2,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.16,0.090,.00,0.00%,0.54,2.25,3.00,6b --- 0 out a1,6b 3 out a1,,ARI,0.0,W,12,6
30,152,2019-09-18,MIA,ARI,7-7,,0,0.1,0,0,0,0,0,0,0,4.76,1,4,2,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.42,0.012,.00,0.00%,0.24,0.75,1.00,7b 1-- 2 out d2,7b 3 out d2,,ARI,0.0,L,4,5
31,153,2019-09-20,MIA,WSN,6-6,,1,1.0,3,1,1,0,0,0,0,4.89,5,18,12,4,1,2,3,3,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.67,-0.059,.00,0.00%,-0.50,-1.55,0.00,6t --- 0 out d2,6t 3 out d3,,MIA,3.0,L,4,6
32,154,2019-09-21,MIA,WSN,7-7,,0,1.0,1,0,0,0,0,0,0,4.75,4,19,17,4,1,0,4,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.61,0.034,.00,0.00%,0.50,1.65,3.00,7t --- 0 out d2,7t 3 out d2,,MIA,1.0,L,4,10
33,155,2019-09-22,MIA,WSN,9-GF,S(1),0,1.0,0,0,0,0,0,0,0,4.62,3,21,16,3,0,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.96,0.073,.00,0.00%,0.50,2.25,3.00,9t --- 0 out a2,9t end a 2,,MIA,0.0,W,5,3
34,157,2019-09-24,MIA,NYM,11-GF(11),,1,0.1,0,0,0,2,0,0,1,4.58,4,15,7,2,1,1,0,0,0,0,,1,1,0,0,0,1,0,0,1,0,0,0,3.38,-0.291,.00,0.00%,-1.69,-1.05,1.00,11b 1-- 0 out tie,11b end d 1,,NYM,20.0,L,4,5
35,159,2019-09-26,MIA,NYM,7-7,W(3-2),1,0.1,0,0,0,0,1,0,0,4.54,1,3,3,0,2,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.76,0.019,.00,0.00%,0.43,6.75,16.00,7b 12- 2 out d2,7b 3 out d2,,NYM,0.0,W,4,2
36,162,2019-09-29,MIA,PHI,7-7,H(5),2,0.2,2,0,0,0,1,0,0,4.46,4,14,10,3,3,1,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,3.10,0.062,.00,0.00%,0.29,2.30,5.00,7b --- 1 out a1,7b 3 out a1,,PHI,10.0,W,4,3
