,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,106,2019-07-29,BAL,SDP,7-GF(8),,99,2.0,2,3,3,1,3,1,1,13.5,10,41,25,8,5,2,3,0,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,0.04,-0.025,0.0,0.00%,-2.0,2.1,6.0,7b --- 0 out d4,8b end d 7,,SDP,1.5,L,1,8
1,2,108,2019-08-01,BAL,TOR,6-9,,2,3.0,2,3,3,0,2,2,1,10.8,12,36,27,8,2,4,5,1,0,0,,2,0,0,0,0,11,0,0,0,0,0,0,0.02,0.003,0.0,0.00%,-1.01,2.95,6.0,6t 12- 2 out d7,9t --- 2 out d9,,BAL,0.6666666666666666,L,2,11
2,3,111,2019-08-04,BAL,TOR,7-7,H(1),2,1.0,2,1,1,1,2,0,0,10.5,6,26,16,6,3,1,2,2,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,2.17,-0.023,0.0,0.00%,-0.45,2.45,6.0,7t --- 0 out a2,7t 3 out a1,,BAL,3.0,W,6,5
3,4,129,2019-08-23,BAL,TBR,5-7,,18,3.0,2,0,0,1,2,0,0,7.0,10,41,25,8,2,7,0,0,0,0,,0,0,0,0,0,9,0,0,0,2,0,0,0.09,0.011000000000000001,0.0,0.00%,1.64,8.95,15.0,5t --- 0 out d7,7t 3 out d7,,BAL,1.0,L,1,7
4,5,133,2019-08-28,BAL,WSN,5-6,,4,1.2,0,0,0,1,1,0,0,5.91,6,22,15,7,1,2,2,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,0.15,0.02,0.0,0.00%,1.29,5.15,8.0,5b -2- 1 out d6,6b 3 out d4,,WSN,0.8333333333333334,L,4,8
5,6,137,2019-09-02,BAL,TBR,10-GF(10),L(0-1),4,0.2,1,1,1,1,0,0,0,6.35,4,18,8,3,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.74,-0.35600000000000004,0.0,0.00%,-0.71,-1.7,-1.0,10b --- 0 out tie,10b end d 1,,TBR,10.0,L,4,5
6,7,141,2019-09-06,BAL,TEX,9-GF,,3,1.0,1,0,0,0,2,0,0,5.84,4,15,12,5,4,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.6,0.043,0.0,0.00%,0.55,5.65,9.0,9t --- 0 out d1,9t end d 1,,BAL,1.0,L,6,7
7,8,143,2019-09-08,BAL,TEX,6-6,,1,0.2,1,3,3,2,1,0,1,7.62,6,23,11,6,0,0,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,1,0,0.41,-0.057999999999999996,0.0,0.00%,-1.98,-4.9,-4.0,6t --- 0 out d4,6t 1-3 2 out d6,,BAL,15.0,L,4,10
8,9,144,2019-09-10,BAL,LAD,8-8,,1,1.0,1,0,0,0,1,0,1,7.07,5,17,12,4,2,2,1,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.03,0.001,0.0,0.00%,0.55,3.05,6.0,8t --- 0 out d7,8t 3 out d7,,BAL,1.0,L,3,7
9,10,148,2019-09-14,BAL,DET,5-6,,3,1.1,1,0,0,0,1,0,0,6.46,5,15,10,3,1,2,2,1,1,0,,2,0,0,0,0,5,0,0,0,0,0,0,0.7,0.07,0.0,0.00%,1.1,4.4,7.0,5b 1-3 2 out d2,6b 3 out d2,,DET,0.9090909090909092,L,4,8
10,11,149,2019-09-15,BAL,DET,8-8,,0,1.0,1,0,0,0,1,0,0,6.06,4,16,11,4,3,3,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.13,0.01,0.0,0.00%,0.56,3.65,6.0,8b --- 0 out a6,8b 3 out a6,,DET,1.0,W,8,2
11,12,153,2019-09-19,BAL,TOR,7-7,,3,0.2,3,3,3,1,1,0,0,7.41,6,26,15,5,3,1,3,3,0,0,,3,3,0,0,0,5,1,0,0,0,0,0,1.83,-0.325,0.0,0.00%,-4.37,-4.9,-4.0,7t 123 1 out tie,7t 3 out d6,,BAL,20.0,L,4,8
