,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,2,2019-03-29,DET,TOR,8-GF(8),,99,1.0,0,0,0,0,1,0,0,0.0,3,16,8,3,1,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.54,4.25,6.0,8b --- 0 out d6,8b end d 6,,TOR,0.0,L,0,6
1,2,5,2019-04-01,DET,NYY,7-GF(8),,2,1.1,1,0,0,0,2,0,0,0.0,5,20,14,3,5,1,2,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.3,0.023,0.3,0.01%,0.66,6.4,10.0,7b --- 2 out d2,8b end d 2,,NYY,0.9090909090909092,L,1,3
2,3,11,2019-04-09,DET,CLE,7-7,,7,1.0,2,2,1,1,0,0,0,2.7,5,18,10,3,0,1,3,1,0,0,,0,0,0,0,0,4,1,0,0,1,0,0,0.2,-0.042,0.26,-0.03%,-1.44,-1.55,0.0,7t --- 0 out d4,7t 3 out d6,,DET,3.0,L,2,8
3,4,13,2019-04-11,DET,CLE,8-8,,1,1.0,1,0,0,2,2,0,0,2.08,6,30,17,5,4,0,2,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.29,0.01,0.39,0.01%,0.56,4.45,9.0,8t --- 0 out d4,8t 3 out d4,,DET,3.0,L,0,4
4,5,15,2019-04-14,DET,MIN,7-7,,2,1.0,0,0,0,1,0,0,0,1.69,3,13,6,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,0.21,0.008,0.27,0.01%,0.55,1.65,3.0,7b --- 0 out d4,7b 3 out d4,,MIN,1.0,L,4,6
5,6,19,2019-04-19,DET,CHW,7-8,,4,1.2,2,0,0,1,2,0,0,1.29,7,28,15,2,4,3,1,1,0,0,,1,0,0,0,0,6,0,0,0,1,0,0,0.13,0.01,0.14,0.01%,1.14,5.95,11.0,7t 1-- 1 out d6,8t 3 out d5,,DET,2.5,L,3,7
6,7,23,2019-04-24,DET,BOS,6-7,,4,1.2,2,0,0,2,0,0,0,1.04,8,25,14,2,0,2,4,0,0,0,,0,0,0,1,0,6,0,0,0,0,0,0,0.34,0.025,0.38,0.02%,0.68,1.35,5.0,6b --- 0 out d3,7b 12- 2 out d3,,BOS,3.333333333333333,L,4,11
7,8,25,2019-04-26,DET,CHW,7-7,BS(1),1,0.2,3,2,2,1,0,0,0,2.89,5,19,12,0,2,1,2,1,1,1,,0,0,0,0,0,4,0,0,0,0,0,0,2.03,-0.389,2.24,-0.26%,-1.71,-4.9,-4.0,7b --- 0 out a1,7b 1-- 2 out d1,,CHW,20.0,L,11,12
8,9,30,2019-05-04,DET,KCR,2-3,,7,1.0,2,2,2,3,1,0,0,4.35,7,30,13,6,1,1,2,2,0,0,,2,0,0,0,0,4,2,0,0,1,0,0,0.4,-0.03,0.38,-0.02%,-1.83,-2.75,0.0,2t 1-3 1 out d5,3t 123 1 out d7,,DET,5.0,L,3,15
9,10,33,2019-05-08,DET,LAA,9-GF,,3,1.0,3,1,1,1,1,0,0,4.76,7,27,15,4,3,4,1,1,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,0.03,0.001,0.02,0.00%,-0.44,-0.15,3.0,9t --- 0 out a8,9t end a 7,,DET,4.0,W,10,3
10,11,34,2019-05-09,DET,LAA,9-GF,,0,1.0,1,1,1,0,0,1,0,5.11,4,23,14,2,0,2,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-0.44,-0.35,0.0,9t --- 0 out d12,9t end d13,,DET,1.0,L,0,13
11,12,39,2019-05-13,DET,HOU,8-GF,,3,2.0,3,3,3,0,0,1,1,6.28,9,33,19,5,1,4,4,0,0,0,,0,0,1,0,0,8,0,0,0,1,0,0,0.1,-0.006,0.09,0.00%,-1.87,-3.9,-3.0,8t --- 0 out d4,9t end d 7,,DET,1.5,L,1,8
12,13,42,2019-05-16,DET,OAK,7-7,,2,1.0,4,4,4,1,1,1,0,8.22,8,37,23,5,2,2,4,3,0,0,,0,0,0,0,0,7,2,0,0,0,0,0,0.01,-0.002,0.01,0.00%,-3.44,-6.75,-6.0,7t --- 0 out d9,7t 3 out d13,,DET,5.0,L,3,17
