Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,75,2018-06-21,COL,NYM,8-8,H(1),99,1.0,0,0,0,0,0,0,0,0.00,2,12,9,1,2,1,1,0,0,0,,2,1,0,0,0,1,0,0,0,1,1,0,2.39,0.158,2.15,0.09%,0.92,2.25,3.00,8t 1-3 0 out a3,8t 3 out a2,,COL,0.0,W,6,4
2,76,2018-06-22,COL,MIA,8-8,,0,1.0,1,2,0,1,1,0,0,0.00,6,19,9,1,2,2,2,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,.04,0.000,.04,0.00%,-1.43,3.05,6.00,8t --- 0 out a9,8t 3 out a7,,COL,2.0,W,11,3
3,92,2018-07-11,COL,ARI,7-8,,18,2.0,1,0,0,0,0,0,0,0.00,6,16,9,2,0,4,2,2,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.00,0.001,.00,0.00%,1.13,3.90,6.00,7t --- 0 out a17,8t 3 out a17,,COL,0.5,W,19,2
4,99,2018-07-22,COL,ARI,6-7,,10,1.2,2,0,0,1,1,0,0,0.00,7,28,17,1,3,2,3,2,0,0,,3,3,0,0,0,6,1,0,0,1,0,0,.40,-0.067,.81,-0.08%,-0.91,3.95,8.00,6b 123 1 out d2,7b 3 out d5,,ARI,2.5,L,1,6
5,100,2018-07-24,COL,HOU,10-GF(10),,1,0.2,3,1,1,0,0,0,0,1.42,4,17,11,4,0,3,1,1,0,0,,0,0,0,0,0,4,1,0,0,1,0,0,.04,-0.005,.06,0.00%,-0.70,-2.30,-1.00,10t --- 1 out d5,10t end d 6,,COL,15.0,L,2,8
6,107,2018-08-01,COL,STL,8-GF(8),,7,0.2,1,0,0,0,1,0,0,1.29,3,17,11,0,2,1,1,0,0,0,,1,1,0,0,0,3,0,0,0,0,0,0,.18,-0.009,.32,-0.01%,-0.35,2.90,5.00,8b -2- 1 out d3,8b end d 4,,STL,5.0,L,3,6
7,113,2018-08-07,COL,PIT,8-GF,,5,2.0,0,0,0,0,4,0,0,1.00,6,35,25,0,9,2,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.00,0.001,.01,0.00%,1.13,12.50,18.00,8t --- 0 out d8,9t end d 8,,COL,0.0,L,2,10
8,137,2018-09-03,COL,SFG,6-6,,26,0.2,0,0,0,0,1,0,0,0.93,2,9,7,0,2,1,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,.79,0.039,1.84,0.05%,0.58,3.50,5.00,6t 1-- 1 out a4,6t 3 out a4,,COL,0.0,W,9,8
9,139,2018-09-05,COL,SFG,7-7,H(2),1,0.2,0,0,0,0,1,0,0,0.87,2,8,5,1,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.05,0.055,2.56,0.08%,0.30,3.50,5.00,7t --- 1 out a1,7t 3 out a1,,COL,0.0,W,5,3
10,140,2018-09-07,COL,LAD,5-6,,1,1.1,2,0,0,0,1,0,0,0.77,6,20,15,4,3,2,3,2,0,0,,2,2,0,1,0,6,1,0,0,0,0,1,1.34,-0.153,4.43,-0.30%,-0.89,3.80,7.00,5t 1-3 2 out tie,6t 3 out d2,,COL,1.8181818181818181,L,2,4
