Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,92,2018-07-10,MIL,MIA,8-GF,S(1),99,2.0,0,0,0,0,1,0,0,0.00,6,25,18,3,3,3,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.65,0.096,.86,0.08%,0.91,6.50,9.00,8b --- 0 out a2,9b end a 4,,MIA,0.0,W,8,4
2,96,2018-07-14,MIL,PIT,7-GF(8),,3,2.0,1,0,0,1,4,0,0,0.00,8,28,19,7,8,1,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.61,0.068,.92,0.06%,0.93,11.30,18.00,7b --- 0 out d1,8b end d 1,1,PIT,1.0,L,1,2
3,100,2018-07-21,MIL,LAD,5-6,W(1-0),6,2.0,1,0,0,1,3,0,0,0.00,7,26,18,0,6,2,1,0,0,0,,3,0,0,0,0,6,0,0,1,0,0,0,1.55,0.268,2.57,0.27%,2.82,13.30,27.00,5t 123 0 out d1,6t 3 out d1,,MIL,1.0,W,4,2
4,103,2018-07-24,MIL,WSN,8-8,,2,1.0,0,0,0,0,1,0,0,0.00,3,15,12,3,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.40,0.106,2.29,0.10%,0.49,4.25,6.00,8t --- 0 out tie,8t 3 out tie,,MIL,0.0,W,5,4
5,105,2018-07-26,MIL,SFG,6-6,,1,0.2,1,0,0,0,1,0,0,0.00,3,8,7,2,1,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.34,0.038,2.26,0.04%,0.24,2.90,5.00,6b --- 0 out tie,6b 1-- 2 out tie,,SFG,5.0,W,7,5
6,108,2018-07-29,MIL,SFG,8-GF(8),,2,1.0,2,0,0,0,3,0,0,0.00,5,21,14,5,3,0,2,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.12,0.005,.19,0.01%,0.45,7.05,12.00,8b --- 0 out d3,8b end d 3,,SFG,2.0,L,5,8
7,111,2018-08-01,MIL,LAD,7-7,,2,0.1,2,2,2,1,0,0,0,2.00,4,19,9,3,0,1,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.26,-0.268,3.82,-0.27%,-1.69,-5.05,-5.00,7b --- 0 out tie,7b 1-3 1 out d1,,LAD,30.0,L,4,6
8,113,2018-08-03,MIL,COL,9-GF,W(2-0),1,1.0,0,0,0,0,1,0,0,1.80,3,7,7,0,3,1,1,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.82,0.061,1.49,0.07%,0.88,8.25,18.00,9t 1-- 0 out d1,9t end d 1,,MIL,0.0,W,5,3
9,115,2018-08-05,MIL,COL,9-9,,1,1.0,1,1,1,1,0,0,0,2.45,5,17,11,1,2,1,3,2,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,.31,-0.033,.53,-0.03%,-0.51,-0.95,0.00,9t --- 0 out d2,9t 3 out d3,,MIL,2.0,L,4,5
10,116,2018-08-07,MIL,SDP,5-6,,1,1.0,2,1,1,0,0,0,0,3.00,5,15,11,2,2,2,3,1,0,0,,2,0,0,0,0,3,0,0,0,0,1,0,2.38,-0.088,4.05,-0.09%,-0.43,-0.95,0.00,5t 12- 2 out a1,6t --3 2 out tie,,MIL,2.0,L,5,11
11,120,2018-08-11,MIL,ATL,7-7,W(3-0),3,1.0,1,0,0,0,0,0,0,2.77,4,13,9,2,2,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.70,0.042,1.30,0.05%,0.49,5.65,15.00,7b --- 0 out d1,7b 3 out d1,,ATL,1.0,W,4,2
12,121,2018-08-12,MIL,ATL,6-6,BS(1),0,1.0,1,2,2,0,1,1,1,3.86,5,19,12,4,4,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.16,-0.250,2.21,-0.29%,-1.51,-0.95,0.00,6b --- 0 out a2,6b 3 out tie,,ATL,1.0,L,7,8
13,123,2018-08-15,MIL,CHC,6-7,,2,1.1,1,1,1,1,2,1,0,4.11,6,28,17,2,6,2,1,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.15,-0.018,.38,-0.03%,-0.18,3.80,7.00,6b -2- 2 out d5,7b 3 out d4,,CHC,1.8181818181818181,L,4,8
14,125,2018-08-18,MIL,STL,8-GF(8),,2,1.0,1,1,1,1,1,0,1,4.41,6,23,15,5,3,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.04,-0.005,.09,-0.01%,-0.53,0.45,3.00,8b --- 0 out d4,8b end d 5,,STL,2.0,L,2,7
15,128,2018-08-21,MIL,CIN,6-8,,2,2.2,1,0,0,1,2,0,0,3.79,9,31,18,8,1,3,3,2,0,0,,1,0,0,0,0,8,1,0,0,1,0,0,.61,0.114,1.17,0.13%,1.66,8.80,14.00,6t -2- 1 out d2,8t 3 out d2,,MIL,0.9090909090909091,L,7,9
16,130,2018-08-24,MIL,PIT,11-13,,2,3.0,1,0,0,0,3,0,0,3.27,10,40,28,11,8,6,1,0,0,0,,0,0,1,0,0,10,0,0,0,1,0,1,2.41,0.408,4.58,0.46%,1.48,12.15,18.00,11t --- 0 out tie,13t 3 out tie,,MIL,0.3333333333333333,W,7,6
17,134,2018-08-29,MIL,CIN,7-7,,4,1.0,1,0,0,2,1,0,0,3.13,5,19,10,1,3,0,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.38,0.087,3.93,0.09%,0.49,2.45,6.00,7b --- 0 out tie,7b 3 out tie,,CIN,3.0,W,13,12
18,135,2018-08-30,MIL,CIN,9-9,,0,1.0,0,0,0,0,0,0,0,3.00,3,5,3,0,0,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.80,0.136,3.20,0.15%,0.49,2.25,3.00,9b --- 0 out tie,9b 3 out tie,,CIN,0.0,W,2,1
19,137,2018-09-01,MIL,WSN,7-7,H(1),1,1.0,1,0,0,0,0,0,0,2.88,4,24,16,4,1,1,3,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,1.70,0.083,3.01,0.09%,0.51,1.65,3.00,7b --- 0 out a2,7b 3 out a2,,WSN,1.0,L,4,5
20,141,2018-09-05,MIL,CHC,6-7,,3,2.0,2,1,1,0,2,1,0,3.00,7,23,16,1,5,2,3,0,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,.18,-0.013,.43,-0.02%,-0.01,5.30,9.00,6t --- 0 out d4,7t 3 out d4,,MIL,1.0,L,4,6
21,144,2018-09-09,MIL,SFG,6-6,W(4-0),3,1.0,0,0,0,0,2,0,0,2.89,4,15,9,3,4,1,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,1,1.08,0.054,1.70,0.05%,0.49,10.25,21.00,6t --- 0 out d1,6t 3 out d1,,MIL,0.0,W,6,3
22,145,2018-09-10,MIL,CHC,6-6,H(2),0,1.0,1,0,0,0,0,0,0,2.79,4,18,11,2,2,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.24,0.088,3.09,0.13%,0.50,1.65,3.00,6b --- 0 out a1,6b 3 out a1,,CHC,1.0,W,3,2
23,148,2018-09-14,MIL,PIT,5-6,W(5-0),3,1.1,1,0,0,0,0,0,0,2.67,5,22,15,5,2,2,3,1,0,0,,1,0,1,0,0,5,1,0,0,0,0,0,1.57,0.111,2.53,0.11%,0.72,6.40,16.00,5t 1-- 2 out tie,6t 3 out a1,,MIL,0.9090909090909091,W,7,4
24,150,2018-09-16,MIL,PIT,9-GF,,1,1.0,2,1,1,1,1,0,0,2.87,6,18,14,3,5,2,2,2,0,0,,0,0,0,0,0,5,1,0,1,0,0,0,.32,-0.033,.42,-0.03%,-0.51,0.45,3.00,9t --- 0 out d2,9t end d 3,,MIL,3.0,L,2,3
25,152,2018-09-18,MIL,CIN,6-6,,1,0.2,0,0,0,0,1,0,0,2.81,2,10,6,1,4,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.41,0.020,.55,0.02%,0.26,3.50,5.00,6t --- 1 out d2,6t 3 out d2,,MIL,0.0,L,1,3
26,154,2018-09-21,MIL,PIT,5-5,W(6-0),2,1.0,1,0,0,0,0,0,0,2.73,3,17,10,2,1,2,1,0,0,0,,0,0,0,1,0,3,0,0,0,0,0,0,.48,0.030,.57,0.02%,0.46,5.65,15.00,5b --- 0 out d2,5b 3 out d2,,PIT,1.0,W,8,3
27,156,2018-09-23,MIL,PIT,6-6,,1,1.0,0,0,0,0,1,0,0,2.65,3,15,9,4,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.05,0.004,.07,0.00%,0.46,4.25,6.00,6b --- 0 out a8,6b 3 out a8,,PIT,0.0,W,13,6
28,157,2018-09-24,MIL,STL,7-7,W(7-0),0,0.2,1,0,0,0,1,0,0,2.60,3,9,7,3,2,0,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.54,0.047,2.29,0.04%,0.25,6.90,17.00,7b --- 1 out tie,7b 3 out tie,,STL,5.0,W,6,4
29,159,2018-09-26,MIL,STL,6-7,H(3),1,1.1,0,0,0,0,1,0,1,2.50,5,10,8,2,2,1,2,2,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,2.04,0.128,4.43,0.17%,0.62,4.40,7.00,6b --- 1 out a1,7b --- 2 out a1,,STL,0.0,W,2,1
30,161,2018-09-29,MIL,DET,4-5,,2,2.0,1,1,1,1,2,1,0,2.61,9,31,22,10,1,4,2,0,1,0,,0,0,0,0,0,8,0,0,0,0,0,1,.95,0.004,2.14,0.01%,-0.01,5.30,9.00,4t --- 0 out d1,5t 3 out a1,,MIL,1.0,W,6,5
31,4,2019-03-31,MIL,STL,GS-5,,99,5.0,6,4,4,1,12,3,0,7.20,22,87,59,19,16,3,6,3,0,0,50,,,1,0,0,21,1,0,0,0,0,0,.89,-0.194,.98,-0.13%,-1.33,23.05,39.00,1t start tie,5t 3 out d3,,MIL,1.4,W,5,4
32,9,2019-04-06,MIL,CHC,GS-6,L(0-1),5,5.0,6,7,7,3,6,3,0,9.90,24,93,57,11,14,10,5,2,0,0,30,,,1,0,0,21,0,0,0,0,0,0,.82,-0.343,1.06,-0.27%,-3.72,3.85,12.00,1t start tie,6t 1-- 0 out d4,,MIL,1.8,L,8,14
33,14,2019-04-12,MIL,LAD,GS-5,,5,4.1,9,5,5,2,3,3,0,10.05,24,94,62,13,9,9,10,4,0,0,26,,,1,0,0,20,2,0,0,0,0,0,1.16,-0.492,1.32,-0.34%,-3.66,-0.85,7.00,1b start a 2,5b 1-3 1 out a1,,LAD,2.682926829268293,W,8,5
34,19,2019-04-17,MIL,STL,GS-4,L(0-2),4,3.1,9,5,5,2,3,2,0,10.70,20,74,44,8,10,6,9,4,3,0,23,,,0,0,0,17,1,0,0,1,0,0,.86,-0.272,1.19,-0.23%,-3.42,-3.10,4.00,1t start tie,4t 1-- 1 out d5,,MIL,3.5483870967741935,L,3,6
35,32,2019-05-01,MIL,COL,5-6,L(0-3),13,2.0,3,3,3,2,3,0,0,10.98,11,40,25,4,7,3,3,1,0,0,,0,0,0,0,0,9,1,0,0,0,0,0,1.66,-0.333,1.80,-0.22%,-1.93,1.50,6.00,5t --- 0 out d1,6t 3 out d2,,MIL,2.5,L,4,11
36,35,2019-05-04,MIL,NYM,11-13,,2,2.1,1,0,0,0,1,0,0,9.82,8,31,17,3,4,4,3,2,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,1.99,0.350,2.00,0.21%,1.32,6.65,10.00,11t --- 0 out tie,13t --- 1 out tie,,MIL,0.47619047619047616,W,4,3
37,37,2019-05-06,MIL,WSN,6-6,,1,1.0,1,0,0,0,2,0,0,9.39,5,18,11,2,3,2,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,2.10,0.077,2.28,0.05%,0.54,5.65,9.00,6t --- 0 out tie,6t 3 out tie,,MIL,1.0,W,5,3
38,40,2019-05-10,MIL,CHC,6-6,H(1),3,0.1,0,0,0,0,1,0,0,9.26,1,3,3,0,2,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,2.40,0.067,3.56,0.06%,0.38,2.75,4.00,6b --3 2 out a1,6b 3 out a1,,CHC,0.0,W,7,0
39,41,2019-05-11,MIL,CHC,8-9,,0,1.1,0,0,0,1,3,0,0,8.76,5,23,13,2,5,0,1,1,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,2.59,0.236,3.99,0.22%,1.00,8.40,13.00,8b 12- 2 out tie,9b 3 out tie,,CHC,0.9090909090909091,L,1,2
40,44,2019-05-14,MIL,PHI,7-8,,2,2.0,2,1,0,0,4,0,0,8.10,8,31,23,6,7,1,3,2,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.30,0.028,.36,0.02%,0.08,11.30,18.00,7b --- 0 out a5,8b 3 out a5,,PHI,1.0,W,6,1
