Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,16,2018-04-17,NYM,WSN,9-GF,,99,1.0,1,0,0,1,1,0,0,0.00,5,19,9,2,1,3,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.17,0.006,.23,0.01%,0.44,3.05,6.00,9t --- 0 out d3,9t end d 3,,NYM,2.0,L,2,5
2,18,2018-04-19,NYM,ATL,7-GF(8),,1,1.1,2,2,2,3,1,0,0,7.71,9,37,16,4,1,1,4,1,1,0,,1,1,0,0,0,5,2,0,0,0,1,0,.00,-0.002,.00,0.00%,-2.20,-2.00,1.00,7b -2- 2 out d8,8b end d 8,,ATL,4.545454545454545,L,4,12
3,52,2018-05-29,NYM,ATL,9-GF,L(0-1),39,0.1,1,1,1,0,0,1,0,10.13,2,6,4,1,1,0,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,2.02,-0.365,2.15,-0.23%,-0.77,-1.85,-2.00,9b --- 0 out tie,9b end d 1,,ATL,10.0,L,6,7
4,54,2018-05-31,NYM,CHC,9-GF,,1,1.0,2,1,1,1,1,0,0,9.82,6,18,11,0,4,1,3,2,0,0,,0,0,0,0,0,4,0,0,0,0,1,0,.12,-0.014,.11,-0.01%,-0.56,0.45,3.00,9t --- 0 out d3,9t end d 4,,NYM,3.0,L,1,5
5,56,2018-06-02,NYM,CHC,14-GF(14),,1,0.2,2,2,2,0,0,1,0,12.46,3,10,7,2,1,1,2,0,0,0,,3,2,0,0,0,3,1,0,0,0,0,0,.26,-0.037,.20,-0.02%,-2.50,-3.70,-4.00,14t 123 1 out d2,14t end d 6,,NYM,10.0,L,1,7
6,66,2019-06-06,SEA,HOU,8-8,,99,1.0,1,1,1,2,0,0,0,9.00,6,26,15,4,1,1,3,3,0,0,,0,0,0,0,0,3,0,0,0,0,1,0,1.31,-0.089,.18,-0.01%,-0.49,-1.55,0.00,8t --- 0 out d1,8t 3 out d2,,SEA,3.0,L,7,8
7,69,2019-06-09,SEA,LAA,8-8,,2,1.0,1,1,1,1,0,0,0,9.00,5,17,10,5,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.25,0.005,.02,0.00%,-0.46,-0.95,0.00,8b --- 0 out a6,8b 3 out a5,,LAA,2.0,W,9,3
8,71,2019-06-12,SEA,MIN,GS-2,,2,1.1,2,0,0,1,1,0,0,5.40,7,33,22,4,4,1,4,2,0,0,50,,,0,0,0,6,0,0,0,0,0,0,.90,0.012,.07,0.00%,0.14,3.20,7.00,1b start tie,2b 12- 1 out tie,,MIN,2.727272727272727,W,9,6
9,74,2019-06-15,SEA,OAK,GS-1,L(0-1),2,0.2,2,3,3,3,1,0,0,11.25,7,28,13,3,4,0,3,3,0,0,34,,,0,0,0,4,0,0,0,0,0,0,1.64,-0.255,.17,-0.02%,-2.99,-5.50,-4.00,1b start tie,1b 1-3 2 out d3,,OAK,25.0,L,2,11
10,76,2019-06-17,SEA,KCR,9-GF,,1,1.0,1,1,1,0,0,1,0,10.80,4,6,4,0,0,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.40,-0.071,.03,0.00%,-0.49,-0.35,0.00,9t --- 0 out d1,9t end d 2,,SEA,1.0,L,4,6
11,77,2019-06-18,SEA,KCR,9-GF,,0,1.0,0,0,0,1,2,0,0,9.00,4,16,8,3,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.51,5.65,9.00,9t --- 0 out d9,9t end d 9,,SEA,1.0,L,0,9
12,81,2019-06-22,SEA,BAL,6-6,,3,1.0,1,2,2,1,1,1,0,10.29,5,22,13,4,3,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.68,-0.123,.06,-0.01%,-1.49,-0.95,0.00,6t --- 0 out d2,6t 3 out d4,,SEA,2.0,L,4,8
13,113,2019-08-03,SEA,HOU,7-GF(8),,41,2.0,5,3,3,0,2,0,0,11.00,11,49,32,5,4,2,7,2,1,0,,0,0,0,0,0,11,2,1,0,0,0,0,.02,-0.004,.00,0.00%,-1.86,-0.50,3.00,7b --- 0 out d6,8b end d 9,,HOU,2.5,L,0,9
