Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,45,2019-05-19,DET,OAK,8-GF,,99,2.0,2,2,2,0,4,1,0,9.00,8,34,24,8,6,2,2,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.30,-0.027,.12,-0.01%,-0.87,7.30,12.00,8t --- 0 out d2,9t end d 4,,DET,1.0,L,3,7
2,50,2019-05-20,SEA,TEX,8-GF(8),,0,1.0,1,0,0,0,0,0,0,6.00,4,18,11,4,1,1,3,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.07,0.004,.05,0.00%,0.61,1.65,3.00,8b --- 0 out d4,8b end d 4,,TEX,1.0,L,9,10
3,53,2019-05-24,SEA,OAK,8-GF(8),,3,0.2,0,0,0,0,0,0,0,4.91,2,8,6,1,0,0,2,1,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.10,0.005,.06,0.00%,0.94,1.50,2.00,8b 12- 1 out d4,8b end d 4,,OAK,0.0,L,2,6
4,55,2019-05-26,SEA,OAK,8-GF(8),,1,0.1,1,0,0,0,0,0,0,4.50,2,6,6,1,2,1,1,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,.01,0.000,.01,0.00%,0.24,0.15,1.00,8b 1-- 2 out d6,8b end d 6,,OAK,10.0,L,1,7
5,57,2019-05-28,SEA,TEX,8-GF,,1,2.0,0,0,0,1,3,0,0,3.00,7,29,18,6,3,1,2,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.01,0.001,.00,0.00%,1.03,9.90,15.00,8t --- 0 out d8,9t end d 7,,SEA,0.5,L,4,11
6,59,2019-05-30,SEA,LAA,4-5,,1,1.0,2,2,1,2,1,0,0,3.86,7,34,19,5,2,2,2,2,0,0,,1,0,0,0,0,5,1,0,0,1,0,1,.20,-0.017,.05,0.00%,-2.22,-0.15,3.00,4t -2- 1 out d6,5t -23 1 out d8,,SEA,4.0,L,3,9
7,95,2019-07-12,SEA,LAA,8-GF(8),,42,1.0,0,0,0,3,1,0,0,3.38,6,33,17,3,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.54,2.45,6.00,8b --- 0 out d13,8b end d13,,LAA,3.0,L,0,13
8,96,2019-07-13,SEA,LAA,7-7,,0,1.0,1,3,3,2,0,1,0,6.00,6,27,14,5,1,0,4,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,.11,-0.027,.00,0.00%,-2.46,-5.55,-6.00,7b --- 0 out d4,7b 3 out d7,,LAA,3.0,L,2,9
9,119,2019-08-15,DET,SEA,8-8,,32,1.0,2,1,1,0,2,0,0,6.30,4,13,8,3,1,0,2,2,0,0,,0,0,1,1,0,4,1,0,0,0,0,0,.35,-0.028,.00,0.00%,-0.44,3.05,6.00,8t --- 0 out d3,8t 3 out d4,,DET,2.0,L,2,7
10,121,2019-08-17,DET,TBR,11-12,,1,2.0,1,0,0,2,2,0,0,5.25,8,31,16,2,3,2,2,1,1,0,,0,0,0,0,0,6,0,0,1,1,0,0,2.97,0.289,.00,0.00%,1.07,6.70,12.00,11b --- 0 out tie,12b 3 out tie,,TBR,1.5,L,0,1
