Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,10,2018-04-10,CIN,PHI,8-GF(8),,99,1.0,2,4,4,2,2,1,0,36.00,7,25,14,6,3,1,2,1,0,0,,0,0,0,0,0,5,1,0,1,0,0,0,.75,-0.124,.52,-0.05%,-3.51,-4.15,-3.00,8b --- 0 out d1,8b end d 5,,PHI,4.0,L,1,6
2,12,2018-04-12,CIN,STL,7-7,,1,1.0,1,3,3,3,0,0,0,31.50,7,37,18,4,5,1,3,1,0,0,,2,2,0,0,0,3,1,0,0,0,1,0,.27,-0.064,.17,-0.03%,-3.52,-6.15,-6.00,7t 12- 0 out d3,7t 3 out d8,,CIN,4.0,L,4,13
3,50,2018-05-23,CIN,PIT,6-7,,40,2.0,0,0,0,2,3,0,0,15.75,8,33,17,2,4,1,2,0,0,0,,2,0,0,0,0,6,0,0,0,0,0,0,.51,0.059,.06,0.00%,1.98,9.30,15.00,6t 12- 0 out d4,7t 3 out d3,,CIN,1.0,L,4,5
4,52,2018-05-25,CIN,COL,7-7,,1,0.2,0,0,0,0,0,0,0,13.50,1,6,3,1,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,1.06,0.050,.11,0.00%,0.58,1.50,2.00,7b 1-- 1 out d1,7b 3 out d1,,COL,0.0,L,4,5
5,54,2018-05-27,CIN,COL,6-6,,1,0.1,1,1,1,0,0,1,0,14.40,2,3,3,0,1,1,1,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,0,.21,-0.070,.02,0.00%,-1.75,-1.85,-2.00,6b 1-- 2 out d3,6b 3 out d5,,COL,10.0,L,2,8
6,55,2018-05-28,CIN,ARI,8-GF(8),,0,1.0,2,1,1,2,2,0,0,13.50,7,37,21,5,7,0,3,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.01,-0.001,.00,0.00%,-0.49,1.85,6.00,8b --- 0 out d6,8b end d 7,,ARI,4.0,L,5,12
7,91,2018-07-09,CIN,CLE,9-9,,41,0.1,2,2,2,0,0,0,0,15.63,3,4,3,0,0,1,2,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,.66,-0.030,.04,0.00%,-0.69,-4.45,-5.00,9b --- 0 out a4,9b 1-3 1 out a4,,CLE,20.0,W,7,5
8,93,2018-07-11,CIN,CLE,3-4,,1,0.2,5,8,8,3,0,2,0,24.43,10,44,20,4,3,2,5,2,0,0,,2,2,0,0,0,7,1,0,0,0,0,0,.15,-0.049,.02,0.00%,-8.42,-19.30,-22.00,3b 1-3 1 out d5,4b -2- 0 out d14,,CLE,40.0,L,4,19
9,47,2019-05-20,WSN,NYM,6-6,,99,1.0,1,0,0,0,1,0,0,0.00,4,13,11,2,3,1,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.46,0.028,.27,0.01%,0.49,3.65,6.00,6b --- 0 out d2,6b 3 out d2,,NYM,1.0,L,3,5
10,48,2019-05-21,WSN,NYM,8-9,BL(0-1),0,1.0,1,2,2,2,3,1,0,9.00,6,33,19,3,8,0,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.86,-0.335,.95,-0.10%,-1.15,2.45,6.00,8b --- 1 out a1,9b 12- 1 out tie,,NYM,3.0,L,5,6
11,51,2019-05-24,WSN,MIA,7-7,,2,1.0,1,0,0,0,2,0,1,6.00,5,19,13,2,4,2,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.09,0.040,.29,0.01%,0.56,5.05,9.00,7t --- 0 out d2,7t 3 out d2,,WSN,1.0,W,12,10
12,53,2019-05-26,WSN,MIA,6-6,,1,1.0,0,0,0,0,2,0,0,4.50,3,16,12,2,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.30,0.024,.10,0.01%,0.56,6.25,9.00,6t --- 0 out a5,6t 3 out a5,,WSN,0.0,W,9,6
13,54,2019-05-27,WSN,MIA,7-7,BS(2),0,1.0,0,1,0,1,0,0,0,3.60,5,15,9,2,1,2,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,1,2.51,-0.089,.90,-0.02%,-0.44,1.65,3.00,7t --- 0 out a1,7t 3 out tie,,WSN,1.0,L,2,3
