,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,45,2016-05-26,,MIA,7-8,,99,2.0,6,3,3,0,0,0,0,13.5,11,46,29,5,2,7,4,3,0,0,,0,0,0,0,0,11,1,0,0,1,0,0,0.12,-0.018000000000000002,0.09,-0.01%,-2.04,7t --- 0 out d4,8t 3 out d7,,TBR,3.0,L,1,9,,
1,2,49,2016-05-30,,KCR,8-GF(8),,3,0.2,1,0,0,0,0,0,0,10.13,3,14,10,1,2,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,1,0.09,0.002,0.06,0.00%,0.28,8b --- 1 out d4,8b end d 4,,KCR,5.0,L,2,6,,
2,3,50,2016-05-31,,KCR,8-GF(8),,0,1.0,1,0,0,0,1,0,0,7.36,4,12,8,3,2,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.52,8b --- 0 out d6,8b end d 6,,KCR,1.0,L,5,10,,
3,4,57,2016-06-07,,ARI,8-GF(8),,6,0.2,1,0,0,0,2,0,0,6.23,3,9,7,3,3,0,1,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,0.04,0.001,0.02,0.00%,0.55,8b 1-- 1 out d5,8b end d 5,,ARI,5.0,L,0,5,,
4,5,62,2016-06-14,,SEA,7-7,W(1-0),6,0.2,0,0,0,1,0,0,0,5.4,3,9,4,1,1,2,0,0,0,0,,2,1,1,0,0,2,0,0,0,0,0,0,1.15,-0.012,0.83,-0.01%,0.17,7t 1-3 1 out d2,7t 3 out d3,,TBR,5.0,W,8,7,,
5,6,64,2016-06-16,,SEA,4-6,,1,2.2,2,0,0,2,5,0,0,3.52,12,53,31,7,9,3,2,1,1,0,,3,2,0,0,0,10,1,0,1,1,0,1,1.31,0.002,1.06,0.00%,0.52,4t 123 1 out d1,6t 3 out d2,,TBR,1.818181818181818,L,4,6,,
6,7,70,2016-06-22,,CLE,8-GF(8),,5,0.1,0,0,0,0,0,0,0,3.38,1,11,8,2,0,0,1,1,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.03,0.001,0.01,0.00%,0.25,8b 1-- 2 out d5,8b end d 5,,CLE,0.0,L,1,6,,
7,8,74,2016-06-26,,BAL,6-7,,3,2.0,2,0,0,2,2,0,0,2.7,9,34,21,7,1,3,2,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,0.42,0.031,0.08,0.00%,1.04,6b --- 0 out d3,7b 3 out d3,,BAL,2.0,L,5,12,,
8,9,75,2016-06-27,,BOS,6-6,,0,0.2,0,0,0,0,0,0,0,2.53,2,10,6,2,0,0,2,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,0.51,0.024,0.08,0.00%,0.89,6t 12- 1 out a6,6t 3 out a6,,TBR,0.0,W,13,7,,
9,10,78,2016-06-30,,DET,9-9,,2,0.0,4,4,4,0,0,0,0,5.91,4,13,10,3,2,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.72,-0.14,0.1,-0.01%,-2.83,9t --- 0 out a5,9t 123 0 out a4,,TBR,inf,L,7,10,,
