Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,42,2018-05-13,TEX,HOU,7-GF(8),,99,1.2,1,0,0,0,0,0,0,0.00,6,21,15,3,4,0,6,2,1,0,,3,1,0,0,0,5,0,0,0,0,1,0,.02,0.001,.01,0.00%,1.09,3.15,5.00,7b 123 1 out d5,8b end d 5,,HOU,0.8333333333333334,L,1,6
2,43,2018-05-15,TEX,SEA,4-5,,1,1.2,1,0,0,0,0,0,1,0.00,7,35,19,5,3,0,6,3,1,0,,1,0,0,0,0,6,1,0,0,0,0,0,.48,0.042,.14,0.01%,0.99,2.55,5.00,4b 1-- 1 out d3,5b 3 out d3,,SEA,0.8333333333333334,L,8,9
3,47,2018-05-19,TEX,CHW,5-7,,3,1.2,0,0,0,2,1,0,0,0.00,7,22,11,3,1,2,2,0,1,0,,2,0,1,0,0,5,0,0,0,0,0,0,1.15,0.114,.32,0.02%,1.24,4.55,8.00,5b 1-3 2 out d1,7b --- 1 out d1,,CHW,1.6666666666666667,L,3,5
4,71,2018-06-15,TEX,COL,9-GF,,26,1.0,2,1,1,0,0,1,0,1.50,4,21,16,2,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,.11,-0.016,.00,0.00%,-0.44,-0.95,0.00,9t --- 0 out d3,9t end d 4,,TEX,2.0,L,5,9
5,102,2018-07-24,TEX,OAK,7-7,,38,0.1,1,3,3,2,0,0,0,5.68,4,19,9,2,0,1,1,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,.16,-0.016,.00,0.00%,-2.17,-7.05,-8.00,7t --- 0 out a8,7t -2- 1 out a6,,TEX,30.0,L,10,13
6,105,2018-07-27,TEX,HOU,9-GF,,2,1.0,2,1,1,0,1,0,0,6.14,5,18,11,5,2,0,4,2,1,0,,0,0,0,0,0,4,1,0,0,0,1,0,.00,0.000,.00,0.00%,-0.49,1.05,3.00,9b --- 0 out a10,9b end a 9,,HOU,2.0,W,11,2
7,161,2018-09-29,TEX,SEA,8-GF(8),,63,1.0,0,0,0,0,1,0,1,5.40,3,9,6,3,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.17,0.006,.00,0.00%,0.48,3.65,6.00,8b --- 0 out d3,8b end d 3,,SEA,0.0,L,1,4
