,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,17,2019-04-16,SLN,MIL,5-7,,99,2.1,1,1,1,0,4,1,0,3.86,8,28,24,3,9,0,4,1,0,0,,2,2,0,0,0,8,0,0,0,0,0,0,0.06,-0.028999999999999998,0.08,-0.02%,-1.48,10.65,16.0,5b 12- 2 out d5,7b 3 out d6,,MIL,0.4761904761904762,L,4,8
1,2,19,2019-04-19,SLN,NYM,5-6,,2,2.0,1,1,1,0,1,1,0,4.15,7,23,16,2,1,2,4,2,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.31,-0.011000000000000001,0.34,-0.01%,0.04,3.9,6.0,5t --- 0 out d3,6t 3 out d4,,STL,0.5,L,4,5
2,3,25,2019-04-26,SLN,CIN,6-7,,6,2.0,1,0,0,0,2,0,0,2.84,7,30,18,2,3,2,3,2,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.21,0.028999999999999998,0.28,0.02%,1.04,7.9,12.0,6t --- 0 out d4,7t 3 out d4,,STL,0.5,L,1,12
3,4,48,2019-05-22,SLN,KCR,5-7,,25,1.2,1,1,1,2,3,0,0,3.38,8,35,22,3,7,0,3,3,0,0,,2,0,0,0,0,6,0,1,0,0,0,0,0.07,0.001,0.06,0.00%,-0.47,5.95,11.0,5t 12- 2 out d7,7t --3 1 out d8,1.0,STL,2.5,L,2,8
4,5,61,2019-06-07,SLN,CHC,7-7,,15,1.0,0,0,0,3,1,0,0,3.0,6,26,15,3,4,2,0,0,0,0,,0,0,1,0,0,2,0,0,1,0,0,0,0.42,0.013999999999999999,0.53,0.01%,0.54,2.45,6.0,7b --- 0 out d3,7b 3 out d3,,CHC,3.0,L,1,3
5,6,62,2019-06-08,SLN,CHC,8-GF(8),,0,1.0,0,0,0,0,0,0,0,2.7,3,12,8,2,2,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0.002,0.02,0.00%,0.54,2.25,3.0,8b --- 0 out d5,8b end d 5,,CHC,0.0,L,4,9
6,7,66,2019-06-12,SLN,MIA,6-6,,3,0.1,1,1,1,0,1,0,0,3.48,2,10,6,3,1,0,1,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0.16,-0.006,0.16,0.00%,-0.44,0.15,1.0,6b --- 0 out d5,6b --3 1 out d5,,MIA,10.0,L,0,9
7,8,97,2019-07-20,SLN,CIN,7-GF(8),,37,2.0,1,0,0,1,1,0,0,2.92,8,28,15,2,1,1,5,3,0,0,,1,0,1,0,0,7,1,0,1,0,0,0,0.86,0.077,1.28,0.07%,1.48,5.3,9.0,7b 1-- 0 out d2,8b end d 1,,CIN,1.0,L,2,3
8,9,111,2019-08-05,SLN,LAD,6-GF(8),,15,3.0,1,0,0,4,2,0,0,2.35,14,60,33,8,5,4,4,1,0,0,,0,0,0,0,0,10,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,1.52,7.75,15.0,6b --- 0 out d8,8b end d 8,,LAD,1.6666666666666667,L,0,8
9,10,119,2019-08-15,SLN,CIN,7-GF(8),,9,2.0,1,0,0,0,3,0,0,2.08,7,23,20,5,2,3,1,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,0.32,0.043,0.61,0.05%,1.09,9.9,15.0,7b --- 0 out d2,8b end d 2,,CIN,0.5,L,1,2
