Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,66,2019-06-12,MIA,STL,GS-7,W(1-0),99,7.0,3,0,0,2,5,0,0,0.00,24,95,61,18,8,6,11,3,3,0,74,,,0,0,0,22,1,0,0,2,0,0,.52,0.202,.02,0.01%,3.48,26.75,48.00,1t start tie,7t 3 out a6,,MIA,0.7142857142857143,W,9,0
2,71,2019-06-18,MIA,STL,GS-7,W(2-0),5,7.0,2,0,0,2,7,0,0,0.00,24,99,60,19,10,5,10,3,4,0,78,,,0,1,0,22,1,0,0,0,0,0,.88,0.438,.03,0.01%,3.63,31.35,54.00,1b start tie,7b 3 out a3,,STL,0.5714285714285714,W,6,0
3,76,2019-06-23,MIA,PHI,GS-5,W(3-0),4,5.0,2,2,2,4,7,0,0,0.95,21,99,56,17,10,3,7,1,1,0,58,,,0,0,0,17,0,0,0,0,0,0,1.17,0.072,.09,0.00%,0.70,21.65,42.00,1b start a 1,5b 3 out a4,,PHI,1.2,W,6,4
4,81,2019-06-29,MIA,PHI,GS-4,,5,4.0,2,4,2,4,4,0,1,1.57,20,75,49,18,6,4,7,3,2,0,46,,,0,0,0,14,1,0,0,0,1,1,1.22,-0.224,.05,-0.01%,-2.01,8.80,18.00,1t start tie,4t 3 out d3,,MIA,1.5,W,9,6
5,86,2019-07-05,MIA,ATL,GS-6,,5,6.0,2,0,0,3,7,0,0,1.24,22,94,57,18,12,5,7,5,0,0,72,,,0,0,0,19,0,0,1,1,0,0,1.16,0.371,.02,0.00%,3.34,24.50,39.00,1b start tie,6b 3 out tie,,ATL,0.8333333333333334,L,0,1
6,92,2019-07-16,MIA,SDP,GS-5,W(4-0),10,5.0,4,3,2,2,4,0,1,1.59,21,99,63,18,6,7,7,3,0,0,51,,,0,0,0,18,0,0,0,1,0,0,1.07,-0.082,.01,0.00%,-0.52,15.05,33.00,1t start tie,5t 3 out a4,,MIA,1.2,W,12,7
7,97,2019-07-21,MIA,LAD,GS-4,L(4-1),4,4.0,4,5,5,2,4,2,0,2.61,18,91,51,20,7,6,6,1,1,0,36,,,1,0,0,16,1,0,0,0,0,0,.56,-0.253,.00,0.00%,-2.97,3.40,9.00,1b start tie,4b 3 out d5,,LAD,1.5,L,0,9
8,102,2019-07-27,MIA,ARI,GS-4,L(4-2),5,4.0,2,6,6,3,3,1,1,3.64,18,73,40,15,3,6,5,2,0,0,34,,,0,0,0,14,0,0,0,0,0,0,1.09,-0.381,.00,0.00%,-4.01,-0.60,3.00,1t start tie,4t 3 out d5,,MIA,1.25,L,2,9
9,107,2019-08-01,MIA,MIN,GS-6,,4,6.0,7,4,4,0,8,1,1,3.94,26,101,68,18,11,4,13,8,0,0,50,,,1,0,0,24,2,0,0,0,1,0,.91,-0.185,.00,0.00%,-1.02,16.70,30.00,1t start tie,6t 3 out d3,,MIA,1.1666666666666667,W,5,4
10,113,2019-08-07,MIA,NYM,GS-6,L(4-3),5,6.0,5,4,4,1,6,2,1,4.17,25,87,61,8,11,4,13,7,0,0,51,,,0,0,0,23,0,0,0,0,0,0,.55,-0.194,.00,0.00%,-1.08,13.30,24.00,1b start tie,6b 3 out d2,,NYM,1.0,L,2,7
11,118,2019-08-13,MIA,LAD,GS-5,L(4-4),5,5.0,4,4,4,2,2,2,0,4.42,22,99,64,16,5,6,12,3,4,0,43,,,0,0,0,20,2,0,0,0,0,1,.66,-0.174,.00,0.00%,-1.52,3.65,9.00,1t start tie,5t 3 out d3,,MIA,1.2,L,1,15
12,123,2019-08-18,MIA,COL,GS-6,,4,5.2,4,2,2,1,9,2,0,4.31,21,103,68,15,16,4,7,2,3,0,61,,,2,1,0,20,0,0,0,0,0,0,1.07,0.175,.00,0.00%,1.61,23.75,38.00,1b start a 1,6b --- 2 out a1,,COL,0.9615384615384615,L,6,7
13,128,2019-08-24,MIA,PHI,GS-4,L(4-5),5,3.2,6,6,6,4,3,1,0,4.87,20,90,55,11,5,6,7,2,2,0,24,,,0,0,0,16,2,0,0,1,0,0,1.21,-0.220,.00,0.00%,-1.78,-3.75,2.00,1t start tie,4t 123 2 out d2,,MIA,3.125,L,3,9
14,154,2019-09-21,MIA,WSN,GS-5,,27,4.1,6,2,2,3,3,0,0,4.83,21,79,47,13,4,5,10,6,1,0,43,,,1,0,0,18,2,0,0,0,0,0,1.16,0.047,.00,0.00%,0.58,6.35,16.00,1t start tie,5t 12- 1 out d1,,MIA,2.1951219512195124,L,4,10
15,159,2019-09-26,MIA,NYM,GS-6,,4,6.0,1,0,0,3,10,0,0,4.46,22,93,59,16,15,4,5,1,1,0,77,,,1,0,0,19,1,0,0,0,0,0,1.06,0.351,.00,0.00%,2.92,31.10,48.00,1b start tie,6b 3 out tie,,NYM,0.6666666666666666,W,4,2
