Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,85,2009-07-07,TOR,TBR,GS-6,,99,6.0,2,1,1,4,7,0,0,1.50,24,105,62,24,8,8,5,0,0,0,67,,,0,0,0,20,1,0,0,0,0,0,1.16,0.184,1.08,0.10%,2.19,1b start tie,6b 3 out d1,,TBR,1.0,L,1,3,,
2,90,2009-07-12,TOR,BAL,GS-6,L(0-1),4,6.0,5,3,3,3,5,1,0,3.00,25,94,59,21,6,12,5,2,0,0,52,,,2,0,0,22,1,0,0,1,0,0,.85,-0.036,.39,-0.01%,0.29,1b start tie,6b 3 out d3,,BAL,1.3333333333333333,L,2,4,,
3,92,2009-07-18,TOR,BOS,GS-6,W(1-1),5,6.0,4,1,1,4,4,0,0,2.50,25,109,59,20,7,8,9,4,1,0,60,,,0,0,0,21,2,0,0,1,0,0,1.14,0.189,.45,0.05%,2.26,1t start tie,6t 3 out a5,,TOR,1.3333333333333333,W,6,2,,
4,96,2009-07-23,TOR,CLE,GS-5,L(1-2),4,4.1,3,4,2,4,6,0,1,2.82,21,92,53,20,8,4,6,3,0,0,47,,,1,0,0,16,0,1,0,1,0,1,1.49,-0.191,.52,-0.04%,-1.26,1t start tie,5t --3 1 out d2,,TOR,1.707317073170732,L,4,5,,
5,101,2009-07-28,TOR,SEA,GS-6,,4,5.1,5,3,3,2,8,0,0,3.25,23,95,56,21,7,5,8,4,0,0,52,,,0,0,0,20,1,0,0,0,0,0,.99,-0.065,.21,-0.01%,-1.14,1b start tie,6b 1-3 1 out d3,,SEA,1.3725490196078431,L,3,4,,
6,107,2009-08-05,TOR,NYY,GS-7,L(1-3),7,6.0,5,4,4,1,7,1,0,3.74,24,93,56,20,8,7,9,2,1,0,52,,,0,0,0,23,1,0,0,0,0,0,1.08,-0.127,.10,-0.01%,-0.38,1t start tie,7t -2- 0 out tie,,TOR,1.0,L,4,8,,
7,111,2009-08-10,TOR,NYY,GS-4,,4,3.1,7,4,4,1,0,3,0,4.38,18,76,41,16,0,7,10,5,0,0,29,,,1,0,0,16,0,0,0,1,1,1,.97,-0.294,.09,-0.02%,-2.31,1b start tie,4b 1-- 1 out tie,,NYY,2.5806451612903225,W,5,4,,
8,116,2009-08-16,TOR,TBR,GS-6,,5,6.0,6,1,1,3,1,0,0,3.98,26,101,58,20,3,12,10,4,0,0,54,,,0,0,0,22,1,0,0,2,0,1,1.25,0.231,.07,0.01%,2.19,1b start tie,6b 3 out tie,,TBR,1.5,L,2,5,,
9,120,2009-08-21,TOR,LAA,GS-7,W(2-3),4,6.1,3,1,1,1,6,0,0,3.65,23,102,62,20,10,9,7,5,0,0,68,,,2,0,0,22,1,0,0,0,0,0,.61,0.196,.01,0.00%,3.08,1t start tie,7t -2- 1 out a5,,TOR,0.6557377049180328,W,5,4,,
10,125,2009-08-26,TOR,TBR,GS-6,,4,6.0,3,2,2,5,7,1,0,3.58,25,116,64,24,12,6,7,1,2,0,60,,,1,1,0,20,0,0,0,0,0,0,.95,0.059,.00,0.00%,1.26,1t start tie,6t 3 out d2,,TOR,1.3333333333333333,W,3,2,,
11,130,2009-09-01,TOR,TEX,GS-6,L(2-4),5,6.0,8,3,3,2,9,1,0,3.67,27,103,62,13,10,11,5,2,0,0,51,,,0,2,2,25,1,0,0,1,0,1,1.03,-0.038,.00,0.00%,0.39,1b start tie,6b 3 out d1,1,TEX,1.6666666666666667,L,2,5,,
12,85,2010-07-07,TOR,MIN,GS-6,,99,5.2,8,4,4,1,7,2,0,6.35,24,99,63,17,6,8,8,3,0,0,43,,,0,1,0,22,0,0,0,1,1,0,1.20,-0.277,.36,-0.05%,-1.40,1t start tie,6t 12- 2 out tie,,TOR,1.7307692307692306,W,6,5,,
13,88,2010-07-10,TOR,BOS,8-8,H(1),2,0.2,0,0,0,0,2,0,1,5.68,3,14,8,3,3,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.24,0.025,.43,0.01%,0.27,8t --- 0 out a3,8t 1-- 2 out a3,,TOR,0.0,W,9,5,,
