,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,141,2012-09-09,CIN,HOU,5-7,,99,3.0,1,1,1,0,5,1,0,3.0,10,50,34,8,8,3,2,0,0,0,,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0.26,-0.002,0.03,0.00%,0.48,5t --- 0 out d3,7t 3 out d4,,CIN,0.3333333333333333,L,1,5,,
1,2,146,2012-09-15,CIN,MIA,5-6,,5,1.1,1,0,0,1,3,0,0,2.08,7,32,21,8,3,2,1,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,1,0.19,0.012,0.02,0.00%,0.52,5b --- 1 out d4,6b 1-- 2 out d4,,MIA,1.818181818181818,L,4,6,,
2,3,162,2012-10-03,CIN,STL,8-GF(8),,17,0.2,2,0,0,1,1,0,0,1.8,5,19,14,5,2,2,1,0,0,0,,1.0,1.0,0,0,0,4,0,0,0,0,0,0,1.95,-0.242,0.39,-0.03%,-0.51,8b 1-- 1 out tie,8b end d 1,,STL,15.0,L,0,1,,
3,4,16,2013-04-18,CIN,MIA,GS-5,W(1-0),99,5.0,5,1,1,3,8,1,0,1.8,23,102,65,15,9,7,5,2,2,0,58.0,,,0,0,0,19,1,0,0,0,0,0,1.22,0.099,1.16,0.06%,1.24,1t start tie,5t 3 out a4,,CIN,1.6,W,11,1,,
4,5,21,2013-04-23,CIN,CHC,GS-7,,4,7.0,5,2,2,0,9,1,0,2.25,25,99,66,19,12,7,9,3,1,0,68.0,,,2,1,1,24,2,0,0,0,1,0,0.93,0.096,1.05,0.07%,1.13,1t start tie,7t 3 out d1,,CIN,0.7142857142857143,L,2,4,,
5,6,26,2013-04-28,CIN,WSN,GS-6,W(2-0),4,6.0,2,0,0,1,11,0,0,1.5,22,110,68,26,12,1,9,5,3,0,78.0,,,0,0,0,21,1,0,0,0,0,1,0.96,0.239,0.93,0.14%,2.74,1b start a 2,6b 3 out a4,,WSN,0.5,W,5,2,,
6,7,31,2013-05-04,CIN,CHC,GS-6,,5,6.0,3,4,4,1,5,2,2,2.63,23,97,59,19,7,4,11,1,1,0,54.0,,,0,0,0,20,1,0,0,1,0,0,0.66,-0.245,0.72,-0.16%,-1.29,1b start a 1,6b 3 out d2,,CHC,0.6666666666666666,W,6,4,,
7,8,36,2013-05-10,CIN,MIL,GS-4,,5,4.0,5,2,2,2,4,2,0,2.89,17,85,52,11,12,7,4,1,0,0,46.0,,,0,1,1,15,0,0,0,1,0,0,1.13,-0.043,1.34,-0.03%,-0.21,1t start tie,4t 3 out tie,,CIN,1.75,W,4,3,,
8,9,42,2013-05-17,CIN,PHI,GS-5,,6,5.0,5,3,3,2,4,1,0,3.27,22,100,62,17,7,5,11,5,0,0,47.0,,,0,0,0,19,1,1,0,0,0,0,0.69,-0.127,0.83,-0.09%,-0.79,1b start tie,5b 3 out d3,,PHI,1.4,L,3,5,,
9,10,65,2013-06-11,CIN,CHC,GS-7,W(3-0),24,7.0,4,2,2,1,5,1,0,3.15,25,92,59,16,6,8,11,1,2,0,65.0,,,0,0,0,22,0,0,0,1,1,0,0.76,0.174,0.93,0.13%,1.16,1b start tie,7b 3 out a7,,CHC,0.7142857142857143,W,12,2,,
10,11,71,2013-06-17,CIN,PIT,8-8,H(1),5,0.2,0,0,0,1,2,0,0,3.1,3,17,10,2,3,0,0,0,0,0,,1.0,0.0,0,0,0,2,0,0,0,0,0,0,3.02,0.122,4.56,0.11%,0.48,8t 1-- 1 out a1,8t 3 out a1,,CIN,5.0,W,4,1,,
11,12,73,2013-06-19,CIN,PIT,8-8,,1,1.0,0,0,0,0,3,0,0,3.02,3,15,10,7,0,0,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.61,0.045,0.92,0.04%,0.45,8t --- 0 out d1,8t 3 out d1,,CIN,0.0,W,2,1,,
12,13,74,2013-06-20,CIN,PIT,7-7,,0,0.2,1,0,0,0,1,0,0,2.98,3,17,13,0,4,1,1,1,0,0,,3.0,3.0,0,0,0,3,1,0,0,0,0,0,3.24,-0.23,4.7,-0.20%,-1.49,7t 123 1 out tie,7t 3 out d3,,CIN,5.0,L,3,5,,
13,14,79,2013-06-26,CIN,OAK,7-7,,5,1.0,2,1,1,0,2,0,0,3.12,5,24,15,6,3,1,2,2,0,0,,0.0,0.0,0,0,0,5,2,0,0,0,0,0,0.12,-0.011000000000000001,0.14,-0.01%,-0.53,7b --- 0 out d4,7b 3 out d5,,OAK,2.0,L,0,5,,
14,15,80,2013-06-28,CIN,TEX,2-5,,1,4.0,4,3,3,6,3,0,0,3.42,21,83,47,15,3,5,7,3,0,0,,0.0,0.0,1,0,0,15,0,0,0,1,0,0,0.88,-0.127,1.03,-0.09%,-1.0,2b --- 0 out d1,5b 3 out d4,,TEX,2.5,L,0,4,,
15,16,85,2013-07-03,CIN,SFG,GS-6,,4,5.2,4,2,2,4,5,1,0,3.4,24,97,53,15,9,6,9,5,2,0,54.0,,,0,0,0,20,2,0,0,0,0,0,1.07,-0.032,1.29,-0.02%,0.38,1t start tie,6t -2- 2 out d1,,CIN,1.5384615384615383,W,3,2,,
16,17,90,2013-07-09,CIN,MIL,GS-7,L(3-1),5,7.0,3,2,2,2,10,1,0,3.3,26,109,70,15,16,4,10,2,5,0,71.0,,,0,0,0,24,0,0,0,0,0,0,0.83,0.02,0.98,0.02%,1.19,1b start tie,7b 3 out d2,,MIL,0.7142857142857143,L,0,2,,
17,18,95,2013-07-14,CIN,ATL,GS-4,,4,4.0,4,2,1,3,5,0,0,3.23,19,96,55,18,5,3,8,2,1,0,50.0,,,0,0,0,16,1,0,0,0,0,0,1.06,-0.011000000000000001,1.3,-0.01%,-0.21,1b start tie,4b 3 out a2,,ATL,1.75,W,8,4,,
18,19,100,2013-07-23,CIN,SFG,GS-7,W(4-1),8,6.2,5,2,2,3,2,0,0,3.18,28,118,75,20,8,8,15,5,2,0,55.0,,,1,0,0,23,0,0,0,0,2,0,0.62,-0.002,0.68,0.00%,0.6,1b start tie,7b -2- 2 out a7,1.0,SFG,1.2903225806451613,W,9,3,,
19,20,106,2013-07-28,CIN,LAD,GS-7,,4,7.0,1,0,0,1,11,0,0,2.9,22,99,66,11,17,5,5,1,1,0,85.0,,,0,1,1,21,0,0,0,0,0,0,0.89,0.413,1.0,0.28%,2.98,1b start tie,7b 3 out tie,,LAD,0.2857142857142857,L,0,1,,
20,21,111,2013-08-03,CIN,STL,GS-6,W(5-1),5,5.0,4,3,3,5,7,0,0,3.05,24,103,56,20,11,4,9,5,1,0,49.0,,,0,0,0,18,3,0,1,0,0,0,1.2,-0.013000000000000001,1.51,-0.01%,-0.58,1t start tie,6t 123 0 out a4,,CIN,1.8,W,8,3,,
21,22,116,2013-08-10,CIN,SDP,GS-5,L(5-2),6,5.0,2,2,0,2,5,0,0,2.87,20,92,58,14,8,5,9,5,2,0,62.0,,,0,0,0,18,0,0,0,1,0,2,0.93,0.016,0.91,0.01%,0.24,1t start tie,5t 3 out d1,,CIN,0.8,L,1,3,,
