Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
11,138,2018-09-02,BOS,CHW,2-3,,87,1.2,1,1,1,1,1,0,0,2.19,7,33,17,2,3,2,3,1,1,0,,1,0,2,0,0,6,0,0,0,0,0,0,.35,-0.001,.05,0.00%,0.18,2.55,5.00,2b -2- 1 out d4,3b 3 out d5,,CHW,1.6666666666666667,L,0,8
12,141,2018-09-05,BOS,ATL,7-7,,2,1.0,0,0,0,0,2,0,0,2.03,3,9,8,3,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.001,.00,0.00%,0.49,6.25,9.00,7b --- 0 out d6,7b 3 out d6,,ATL,0.0,W,9,8
13,143,2018-09-08,BOS,HOU,6-7,,2,2.0,1,0,0,0,3,0,1,1.76,8,28,20,4,10,2,2,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.58,0.049,.04,0.00%,1.06,9.30,15.00,6t --- 0 out d3,7t 3 out d3,,BOS,0.5,L,3,5
14,145,2018-09-11,BOS,TOR,8-8,H(3),2,0.1,1,0,0,0,0,0,0,1.72,2,18,12,1,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.77,0.003,.06,0.00%,0.04,0.15,1.00,8t --- 1 out a2,8t 1-- 2 out a2,,BOS,10.0,W,7,2
15,147,2018-09-13,BOS,TOR,8-8,H(4),1,0.2,1,1,1,0,0,1,0,2.20,3,7,5,1,1,0,3,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.36,-0.022,.01,0.00%,-0.58,-1.10,-1.00,8t --- 0 out a2,8t --- 2 out a1,,BOS,5.0,W,4,3
16,149,2018-09-15,BOS,NYM,6-6,H(5),1,1.0,0,0,0,0,1,0,0,2.08,3,12,7,2,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.87,0.068,.01,0.00%,0.53,4.25,6.00,6t --- 0 out a2,6t 3 out a2,,BOS,0.0,W,5,3
17,154,2018-09-21,BOS,CLE,5-5,,5,1.0,2,1,1,0,1,0,0,2.45,5,17,13,3,1,1,3,1,0,0,,0,0,0,0,0,4,1,0,0,0,1,0,.63,-0.050,.00,0.00%,-0.47,1.05,3.00,5b --- 0 out d2,5b 3 out d3,,CLE,2.0,W,7,5
18,156,2018-09-23,BOS,CLE,5-6,,1,1.0,0,0,0,1,2,0,0,2.33,4,21,14,3,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.99,0.018,.00,0.00%,0.14,5.65,9.00,5b --- 0 out tie,6b 1-- 0 out tie,,CLE,1.0,L,3,4
19,160,2018-09-28,BOS,NYY,8-GF,,4,2.0,2,1,1,0,2,1,0,2.53,8,30,23,4,4,0,6,2,1,0,,0,0,0,0,0,8,1,0,0,0,0,0,.01,-0.003,.00,0.00%,0.06,5.30,9.00,8t --- 0 out d6,9t end d 6,,BOS,1.0,L,6,11
20,162,2018-09-30,BOS,NYY,4-4,,1,1.0,2,2,2,0,2,1,1,3.22,6,19,13,1,4,1,2,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.35,-0.024,.00,0.00%,-1.47,0.45,3.00,4t --- 0 out a7,4t 3 out a5,,BOS,2.0,W,10,2
21,21,2019-04-20,BOS,TBR,7-7,,99,0.0,1,1,1,1,0,0,0,inf,2,11,6,2,2,0,1,1,0,0,,1,1,0,0,0,1,0,1,0,0,0,0,2.02,-0.306,1.74,-0.16%,-2.00,-3.20,-3.00,7b --3 1 out a3,7b --3 1 out a1,,TBR,inf,W,6,5
22,23,2019-04-23,BOS,DET,9-GF,,2,1.0,2,1,1,1,0,0,0,18.00,5,21,13,4,0,0,4,2,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.26,-0.017,.21,-0.01%,-0.42,-1.55,0.00,9t --- 0 out d3,9t end d 4,1,BOS,3.0,L,4,7
23,68,2019-06-11,BOS,TEX,5-7,,48,3.0,6,5,5,2,2,1,0,15.75,16,59,37,8,6,5,7,2,0,0,,0,0,0,0,0,14,2,0,0,0,0,0,.60,-0.267,.52,-0.14%,-3.26,-4.05,0.00,5t --- 0 out d1,7t 3 out d6,,BOS,2.6666666666666665,L,5,9
24,141,2019-09-06,BOS,NYY,9-GF,,86,1.0,0,0,0,0,2,0,0,12.60,3,19,15,4,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.10,0.008,.01,0.00%,0.58,6.25,9.00,9t --- 0 out a5,9t end a 5,,BOS,0.0,W,6,1
25,142,2019-09-07,BOS,NYY,3-3,,0,1.0,0,0,0,0,0,0,0,10.50,3,15,9,3,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.73,0.058,.10,0.01%,0.58,2.25,3.00,3t --- 0 out tie,3t 3 out tie,,BOS,0.0,L,1,5
26,146,2019-09-11,BOS,TOR,GS-2,,3,2.0,0,0,0,0,2,0,0,7.88,6,35,25,5,3,0,4,1,2,0,58,,,0,0,0,6,0,0,0,0,0,0,.66,0.102,.00,0.00%,1.07,8.50,12.00,1b start tie,2b 3 out tie,,TOR,0.0,L,0,8
27,150,2019-09-17,BOS,SFG,6-6,,5,1.0,0,0,0,0,0,0,0,7.00,3,20,13,3,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.38,0.031,.00,0.00%,0.58,2.25,3.00,6t --- 0 out d3,6t 3 out d3,,BOS,0.0,L,6,7
28,151,2019-09-18,BOS,SFG,3-3,,0,0.1,0,0,0,0,1,0,0,6.75,1,4,3,1,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.94,0.029,.00,0.00%,0.66,2.75,4.00,3t -23 2 out d4,3t 3 out d4,,BOS,0.0,L,3,11
29,153,2019-09-20,BOS,TBR,10-10,,1,1.0,0,0,0,0,2,0,0,6.10,3,13,8,1,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.86,0.144,.00,0.00%,0.54,6.25,9.00,10b --- 0 out tie,10b 3 out tie,,TBR,0.0,L,4,5
30,154,2019-09-21,BOS,TBR,2-2,,0,0.1,0,0,0,0,1,0,0,5.91,1,4,3,1,1,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.83,0.052,.00,0.00%,0.52,2.75,4.00,2b 1-3 2 out tie,2b 3 out tie,,TBR,0.0,L,4,5
31,156,2019-09-23,BOS,TBR,4-4,L(0-1),1,0.1,1,2,2,0,1,1,1,7.36,3,11,7,2,4,0,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.62,-0.232,.00,0.00%,-1.89,-2.45,-2.00,4b --- 2 out tie,4b 3 out d2,,TBR,10.0,L,4,7
32,159,2019-09-26,BOS,TEX,7-7,,2,0.1,0,0,0,0,0,0,0,7.15,1,6,3,0,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.28,0.008,.00,0.00%,0.13,0.75,1.00,7b --- 2 out d2,7b 3 out d2,,TEX,0.0,L,5,7
33,161,2019-09-28,BOS,BAL,3-3,,1,0.1,0,0,0,1,0,0,0,6.94,2,7,3,2,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.63,0.012,.00,0.00%,0.12,0.15,1.00,3t --- 2 out d1,3t 3 out d1,,BOS,10.0,L,4,9
