Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,148,2008-09-15,TBR,BOS,4-6,,99,3.0,5,4,4,3,2,2,1,12.00,16,62,35,15,5,4,6,5,0,0,,2,2,0,0,0,12,2,0,0,2,0,0,.03,-0.022,.00,0.00%,-2.89,4t -23 0 out d6,6t 3 out d12,,TBR,2.6666666666666665,L,5,13
2,157,2008-09-23,TBR,BAL,GS-5,,7,4.1,6,3,3,3,2,0,0,8.59,21,76,44,9,5,6,10,3,3,0,38,,,2,0,0,18,2,0,0,0,0,0,1.12,-0.076,.00,0.00%,-0.53,1b start a 1,5b 1-3 1 out d1,2,BAL,2.1951219512195124,W,7,5
3,162,2008-09-28,TBR,DET,2-4,,4,2.1,5,5,5,5,1,1,0,11.17,17,71,36,6,4,4,7,2,0,0,,0,0,0,0,0,12,1,0,0,0,0,0,.83,-0.302,.00,0.00%,-4.99,2b --- 0 out tie,4b 123 1 out d5,,DET,4.761904761904762,W,8,7
4,5,2010-04-10,CLE,DET,GS-5,L(0-1),99,5.0,6,4,4,5,1,1,0,7.20,24,104,55,16,1,8,10,7,1,0,35,,,0,1,0,18,0,0,0,1,1,0,.70,-0.184,.77,-0.12%,-1.47,1b start tie,5b 3 out d3,,DET,2.2,L,2,4
5,10,2010-04-16,CLE,CHW,CG,W(1-1),5,9.0,6,2,1,0,2,1,0,3.21,30,97,68,20,4,19,9,1,5,0,71,,,0,1,0,29,0,0,0,2,0,0,.84,0.147,.77,0.08%,2.20,1t start tie,9t 3 out a4,,CLE,0.6666666666666666,W,6,2
6,15,2010-04-22,CLE,MIN,GS-6,W(2-1),5,6.0,2,1,0,3,3,0,0,2.25,20,99,57,21,3,9,5,1,2,0,66,,,0,0,0,17,1,0,0,3,0,0,.98,0.216,1.07,0.14%,1.92,1b start a 1,6b 3 out a5,,MIN,0.8333333333333334,W,8,1
7,20,2010-04-27,CLE,LAA,GS-7,W(3-1),4,6.1,6,1,1,3,1,0,0,2.05,27,100,58,25,1,13,10,5,1,0,55,,,0,0,0,24,0,0,0,0,0,0,1.30,0.219,1.15,0.12%,1.83,1b start tie,7b 1-- 1 out a3,,LAA,1.4754098360655739,W,9,2
8,25,2010-05-03,CLE,TOR,GS-9,L(3-2),5,8.0,8,5,5,4,5,3,0,2.88,35,110,67,17,5,11,15,6,0,0,47,,,0,0,0,31,2,0,0,1,0,0,.45,-0.193,.36,-0.09%,-1.27,1t start tie,9t --- 0 out d4,,CLE,1.5,L,1,5
9,29,2010-05-09,CLE,DET,GS-5,W(4-2),5,5.0,6,4,4,4,4,0,0,3.43,24,98,58,14,12,7,9,3,3,0,39,,,1,1,0,19,2,0,1,0,1,0,1.25,-0.197,.73,-0.07%,-1.67,1t start tie,5t 3 out tie,,CLE,2.0,W,7,4
10,34,2010-05-15,CLE,BAL,GS-8,W(5-2),5,8.0,5,2,2,2,3,2,0,3.23,29,103,66,22,5,8,16,0,4,0,65,,,0,2,0,27,1,0,0,0,0,0,.67,0.106,.40,0.04%,1.94,1b start tie,8b 3 out d2,,BAL,0.875,W,8,2
11,39,2010-05-20,CLE,KCR,GS-6,L(5-3),4,6.0,8,6,6,3,1,1,0,3.88,27,104,58,17,2,12,11,4,0,0,30,,,0,1,0,24,2,0,0,1,0,0,.82,-0.386,.44,-0.12%,-3.20,1t start tie,6t 3 out d5,,CLE,1.8333333333333333,L,3,9
12,44,2010-05-25,CLE,CHW,GS-7,W(6-3),4,7.0,6,2,2,0,4,0,0,3.73,25,77,57,18,4,9,12,2,3,0,61,,,0,0,0,25,5,0,0,1,0,0,.64,0.269,.22,0.06%,1.27,1t start tie,7t 3 out a4,,CLE,0.8571428571428571,W,7,3
13,49,2010-05-31,CLE,NYY,GS-7,L(6-4),5,6.1,9,3,3,0,3,0,2,3.78,28,99,55,17,4,8,15,9,2,0,46,,,0,2,0,26,2,0,0,0,0,1,1.03,0.079,.30,0.01%,1.14,1b start tie,7b 1-- 1 out d1,,NYY,1.4754098360655739,L,2,11
14,54,2010-06-05,CLE,CHW,GS-7,W(7-4),4,7.0,6,1,1,3,5,0,0,3.54,30,111,67,18,4,13,10,2,1,0,63,,,1,0,0,27,0,0,0,0,0,0,1.38,0.376,.41,0.07%,2.58,1b start tie,7b 3 out a1,,CHW,1.2857142857142858,W,3,1
15,59,2010-06-10,CLE,BOS,GS-4,,4,4.0,6,5,2,4,2,0,0,3.59,23,99,54,21,3,7,10,2,2,0,34,,,0,0,0,18,2,0,0,0,1,2,.90,-0.305,.19,-0.04%,-3.13,1t start tie,4t 3 out d2,,CLE,2.5,W,8,7
16,64,2010-06-16,CLE,NYM,GS-6,L(7-5),5,5.2,13,8,8,0,3,0,0,4.21,29,95,63,16,8,17,9,2,0,0,14,,,0,0,1,28,6,0,0,0,0,0,.74,-0.435,.13,-0.05%,-5.42,1t start tie,6t 1-- 2 out d5,,CLE,2.5,L,4,8
17,69,2010-06-22,CLE,PHI,GS-7,L(7-6),5,7.0,4,2,2,3,3,0,0,4.08,26,103,57,15,6,9,11,3,1,0,61,,,0,0,0,22,0,0,0,1,1,0,.82,0.119,.06,0.01%,1.49,1b start tie,7b 3 out d1,,PHI,1.0,L,1,2
18,74,2010-06-27,CLE,CIN,GS-7,W(8-6),4,7.0,3,1,1,3,5,0,0,3.88,26,100,60,12,15,10,8,4,2,0,69,,,0,0,0,23,0,0,0,0,0,0,.89,0.272,.01,0.00%,2.49,1b start a 1,7b 3 out a3,,CIN,0.8571428571428571,W,5,3
