,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,112,2010-08-09,ATL,HOU,GS-6,,99,6.0,5,4,3,1,5,0,1,4.5,26,94,64,17,9,8,11,3,1,0,52.0,,,2,0,0,24,3,0,0,0,0,1,1.25,-0.266,2.18,-0.28%,-1.16,1b start tie,6b 3 out tie,,HOU,1.0,L,4,10,,
1,2,119,2010-08-17,ATL,WSN,GS-6,W(1-0),7,6.0,5,2,2,2,5,0,0,3.75,25,105,68,19,12,8,10,3,3,0,57.0,,,0,0,0,23,2,0,0,0,0,0,1.11,0.021,1.75,0.02%,0.87,1t start tie,6t 3 out d2,,ATL,1.1666666666666667,W,10,2,,
2,3,124,2010-08-22,ATL,CHC,GS-6,W(2-0),4,6.0,7,3,3,1,12,1,0,4.0,26,104,71,13,20,6,7,2,1,0,57.0,,,0,0,0,25,2,0,0,0,0,0,1.04,0.013000000000000001,1.57,0.01%,0.05,1b start a 1,6b 3 out a2,,CHC,1.3333333333333333,W,16,5,,
3,4,132,2010-08-31,ATL,NYM,GS-5,W(3-0),8,5.0,7,2,2,3,4,0,0,3.91,25,104,61,17,10,6,12,2,1,0,46.0,,,0,0,0,20,1,0,0,0,2,0,1.42,-0.03,1.9,-0.02%,0.39,1t start tie,5t 3 out d1,,ATL,2.0,W,9,2,,
4,5,137,2010-09-05,ATL,FLA,GS-4,,4,4.0,9,6,6,0,5,1,0,5.33,19,84,54,11,8,6,8,5,1,0,25.0,,,0,2,1,17,5,1,0,0,1,0,0.55,-0.302,0.72,-0.24%,-3.99,1b start tie,4b 3 out d6,,FLA,2.25,L,6,7,,
5,6,142,2010-09-10,ATL,STL,GS-6,,4,5.0,7,4,4,1,4,2,0,5.63,23,99,61,12,9,4,14,2,1,0,40.0,,,0,0,0,22,0,0,0,0,0,0,0.8,-0.247,2.21,-0.41%,-1.99,1t start tie,6t 1-- 0 out d2,,ATL,1.6,W,8,6,,
6,7,147,2010-09-15,ATL,WSN,GS-5,L(3-1),4,5.0,4,4,4,1,6,1,0,5.84,19,77,49,10,13,6,6,1,1,0,48.0,,,0,0,0,18,1,0,0,1,0,0,0.68,-0.222,1.95,-0.38%,-1.61,1t start tie,5t 3 out d3,,ATL,1.0,L,2,4,,
7,8,152,2010-09-21,ATL,PHI,GS-3,L(3-2),5,2.1,7,3,3,1,0,1,0,6.18,15,73,42,8,3,4,10,6,2,0,30.0,,,1,0,0,14,1,0,0,0,0,0,1.12,-0.2,2.7,-0.29%,-2.19,1b start tie,3b -2- 1 out d3,,PHI,3.809523809523809,L,3,5,,
8,9,160,2010-10-01,ATL,PHI,8-GF,,9,1.1,2,0,0,1,2,0,0,5.98,7,29,19,3,4,1,3,1,1,0,,3.0,3.0,0,0,0,6,1,0,0,0,0,0,0.03,-0.006,0.04,-0.01%,-1.77,8t 123 2 out d6,9t end d 9,,ATL,2.727272727272727,L,5,11,,
9,10,6,2011-04-06,ATL,MIL,GS-5,L(0-1),99,4.1,7,5,5,4,2,0,0,10.38,22,77,41,15,1,9,7,5,0,0,27.0,,,0,0,0,18,1,0,1,2,0,0,1.13,-0.255,1.18,-0.16%,-2.8,1b start a 1,5b 1-3 1 out d3,,MIL,2.6829268292682933,L,4,5,,
10,11,51,2011-05-25,ATL,PIT,GS-6,,48,5.2,7,1,1,2,5,0,0,5.4,25,90,65,21,10,11,7,2,0,0,54.0,,,1,0,0,23,1,0,1,1,0,0,1.24,0.14400000000000002,1.65,0.12%,1.21,1b start a 1,6b 12- 2 out a1,,PIT,1.7307692307692306,W,4,2,,
11,12,56,2011-05-31,ATL,SDP,GS-7,L(0-2),5,6.0,8,3,3,3,4,0,0,5.06,27,99,65,20,9,11,9,4,2,0,45.0,,,0,0,0,24,2,0,0,2,0,0,1.18,-0.003,1.45,0.00%,0.4,1t start tie,7t 1-- 0 out tie,,ATL,1.8333333333333333,L,4,5,,
12,13,65,2011-06-11,ATL,HOU,GS-6,,10,6.0,4,2,2,2,4,0,0,4.5,24,93,59,22,3,6,12,6,1,0,58.0,,,0,0,0,22,2,1,0,0,0,0,0.89,0.098,1.34,0.09%,0.69,1b start tie,6b 3 out tie,,HOU,1.0,W,6,3,,
13,14,70,2011-06-16,ATL,NYM,GS-5,,4,4.1,7,5,5,3,3,0,0,5.47,23,95,60,19,5,5,12,2,0,0,29.0,,,1,0,0,18,1,1,0,0,1,0,1.36,-0.146,2.22,-0.14%,-1.56,1t start tie,5t 12- 1 out a3,,ATL,2.4390243902439033,W,9,8,,
14,15,75,2011-06-21,ATL,TOR,GS-7,W(1-2),4,7.0,5,1,1,1,8,0,0,4.59,27,95,64,19,15,9,9,2,0,0,70.0,,,0,0,0,26,3,0,1,0,0,0,0.92,0.16899999999999998,1.42,0.16%,2.23,1t start tie,7t 3 out a4,,ATL,0.8571428571428571,W,5,1,,
15,16,115,2011-08-07,ATL,NYM,GS-6,,46,5.2,7,4,4,2,5,0,0,4.85,26,94,61,20,8,3,16,6,2,0,42.0,,,0,0,0,24,0,0,0,0,0,0,1.02,-0.022000000000000002,1.76,-0.02%,0.08,1b start tie,6b -23 2 out a3,,NYM,1.7307692307692306,W,6,5,,
