,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,18,2019-04-19,TEX,HOU,9-GF,,99,1.0,0,0,0,0,0,0,0,0.0,3,9,7,2,1,3,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.001,0.01,0.00%,0.61,2.25,3.0,9t --- 0 out d6,9t end d 6,,TEX,0.0,L,2,7
1,2,20,2019-04-21,TEX,HOU,7-8,,1,1.1,2,2,2,0,0,2,0,7.71,6,24,16,2,2,2,4,2,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.36,-0.013000000000000001,0.44,-0.01%,-1.11,-2.2,-2.0,7t --- 0 out a5,8t --- 1 out a3,,TEX,1.818181818181818,W,11,10
2,3,24,2019-04-25,TEX,SEA,1-4,,3,3.0,2,2,2,1,3,0,0,6.75,12,45,30,6,5,5,3,3,0,0,,3.0,1.0,0,0,0,10,1,0,0,0,1,0,0.3,-0.003,0.34,0.00%,-0.56,6.95,12.0,1b 123 1 out d4,4b -2- 1 out d7,,SEA,1.0,L,2,14
3,4,27,2019-04-28,TEX,SEA,8-8,,2,1.0,1,0,0,0,0,0,0,5.68,4,15,10,2,2,2,2,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.51,1.65,3.0,8b --- 0 out a12,8b 3 out a12,,SEA,1.0,W,14,1
4,5,28,2019-04-30,TEX,PIT,6-6,H(1),1,0.1,1,0,0,0,1,0,0,5.4,2,10,6,0,2,0,1,1,0,0,,1.0,0.0,0,0,0,2,0,0,0,0,0,0,1.65,0.033,1.63,0.02%,0.27,2.15,4.0,6t 1-- 2 out a2,6t 3 out a2,,TEX,10.0,L,4,6
5,6,29,2019-05-01,TEX,PIT,8-GF,,0,1.2,0,0,0,0,2,0,0,4.32,5,18,13,4,4,2,1,0,1,0,,2.0,0.0,0,0,0,5,0,0,0,0,0,0,0.64,0.11900000000000001,0.61,0.07%,2.14,7.75,11.0,8t -23 1 out d2,9t end d 2,,TEX,0.0,L,5,7
6,7,30,2019-05-03,TEX,TOR,11-11,,1,1.0,0,0,0,0,0,0,0,3.86,3,12,5,0,1,2,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.97,0.16,1.85,0.09%,0.61,2.25,3.0,11t --- 0 out tie,11t 3 out tie,,TEX,0.0,L,0,1
7,8,32,2019-05-05,TEX,TOR,7-7,,1,1.0,2,1,1,0,0,0,0,4.35,4,12,9,2,1,3,1,1,0,0,,0.0,0.0,0,0,0,4,1,0,0,1,0,0,0.09,0.001,0.09,0.00%,-0.39,-0.95,0.0,7t --- 0 out a9,7t 3 out a8,,TEX,2.0,W,10,2
8,9,34,2019-05-08,TEX,PIT,5-5,,2,1.0,3,2,2,0,0,0,0,5.56,6,21,15,3,3,0,6,3,0,0,,0.0,0.0,1,0,0,6,0,0,0,0,0,0,1.4,-0.214,1.29,-0.12%,-1.49,-3.55,-3.0,5b --- 0 out tie,5b 3 out d2,,PIT,3.0,W,9,6
9,10,38,2019-05-12,TEX,HOU,6-6,,3,0.2,4,5,5,1,1,1,0,9.0,7,21,13,2,2,2,3,1,0,0,,0.0,0.0,0,0,0,6,3,0,0,0,0,0,0.02,-0.008,0.02,-0.01%,-4.55,-9.5,-10.0,6b --- 0 out d7,6b --- 2 out d12,,HOU,25.0,L,5,15
10,11,39,2019-05-14,TEX,KCR,8-GF(8),,1,0.1,0,0,0,0,0,0,0,8.76,1,2,1,0,0,1,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0.02,0.0,0.01,0.00%,0.35,0.75,1.0,8b -2- 2 out d6,8b end d 6,,KCR,0.0,L,5,11
11,12,41,2019-05-16,TEX,KCR,8-8,,1,1.0,1,0,0,1,0,0,0,8.1,5,9,5,1,0,3,1,0,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.56,1.05,3.0,8b --- 0 out a11,8b 3 out a11,,KCR,2.0,W,16,1
12,13,43,2019-05-18,TEX,STL,5-6,,1,1.0,0,0,0,1,0,0,0,7.53,4,16,7,2,1,1,2,0,1,0,,1.0,0.0,0,0,0,3,0,0,0,0,0,0,0.29,0.024,0.21,0.01%,0.85,1.65,3.0,5t -2- 2 out d6,6t --- 2 out d4,,TEX,1.0,L,2,8
13,14,45,2019-05-20,TEX,SEA,8-8,,1,0.2,1,0,0,0,2,0,0,7.2,3,10,8,1,2,1,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.3,0.013999999999999999,0.24,0.01%,0.33,4.9,8.0,8t --- 1 out a4,8t 3 out a4,,TEX,5.0,W,10,9
14,15,58,2019-06-04,TEX,BAL,7-GF,,14,3.0,2,1,1,0,3,1,0,6.5,11,40,30,6,7,5,3,1,0,0,,0.0,0.0,0,0,0,11,0,0,0,0,0,0,0.02,0.002,0.02,0.00%,0.84,9.55,15.0,7t --- 0 out d8,9t end d 7,,TEX,0.6666666666666666,L,11,12
15,16,64,2019-06-09,TEX,OAK,7-8,,4,2.0,0,0,0,0,1,0,0,5.85,6,23,16,2,4,4,1,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.11,0.017,0.12,0.01%,1.23,6.5,9.0,7t --- 0 out d5,8t 3 out d5,,TEX,0.0,L,8,9
16,17,67,2019-06-12,TEX,BOS,7-8,,2,1.2,2,0,0,1,3,0,0,5.4,8,26,17,5,6,2,2,1,1,0,,0.0,0.0,0,0,0,7,1,0,1,0,0,0,1.39,0.07400000000000001,1.45,0.05%,0.68,7.95,14.0,7b --- 0 out d1,8b 12- 2 out tie,,BOS,2.5,L,3,4
17,18,69,2019-06-14,TEX,CIN,4-5,W(1-0),1,2.0,1,0,0,0,2,0,0,4.94,6,21,16,7,4,2,2,2,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,0,0.68,0.084,0.62,0.05%,1.09,11.9,24.0,4b --- 0 out a2,5b 3 out a6,,CIN,0.5,W,7,1
18,19,72,2019-06-17,TEX,CLE,9-GF,,2,1.0,1,0,0,0,0,0,0,4.74,3,7,4,0,1,2,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,1,0,0,0.21,0.009000000000000001,0.22,0.01%,0.61,1.65,3.0,9t --- 0 out a5,9t end a 5,,TEX,1.0,W,7,2
19,20,73,2019-06-18,TEX,CLE,9-GF,,0,1.0,2,0,0,0,0,0,0,4.56,5,16,11,3,0,5,0,0,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.61,1.05,3.0,9t --- 0 out d9,9t end d 9,,TEX,2.0,L,3,10
20,21,76,2019-06-21,TEX,CHW,7-7,,2,0.2,2,0,0,0,1,0,0,4.44,4,18,11,6,1,2,1,0,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,1.09,-0.005,1.15,0.00%,-0.06,2.3,5.0,7t --- 0 out d1,7t -23 2 out d1,,TEX,10.0,L,4,5
21,22,78,2019-06-23,TEX,CHW,8-8,H(2),1,0.1,0,0,0,0,1,0,0,4.39,2,11,6,3,2,0,1,1,0,0,,3.0,2.0,0,0,0,1,0,0,0,0,1,1,3.57,-0.079,3.87,-0.05%,-0.98,2.75,4.0,8t 123 1 out a3,8t -23 2 out a1,,TEX,0.0,W,7,4
22,23,84,2019-06-30,TEX,TBR,7-7,,6,1.0,2,0,0,0,3,0,0,4.23,5,23,16,4,3,0,2,2,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.63,0.026000000000000002,0.86,0.02%,0.54,7.05,12.0,7b --- 0 out d2,7b 3 out d2,,TBR,2.0,L,2,6
23,24,85,2019-07-02,TEX,LAA,5-6,,1,1.0,2,0,0,1,0,0,0,4.08,6,30,18,3,2,1,4,3,1,0,,2.0,2.0,0,0,0,5,0,0,0,0,0,0,2.79,-0.073,3.47,-0.05%,-0.7,0.45,3.0,5t 12- 1 out a2,6t --- 1 out tie,,TEX,3.0,L,4,9
24,25,88,2019-07-05,TEX,MIN,7-7,,2,1.0,4,3,3,0,0,1,0,4.85,7,17,12,0,3,2,5,2,0,0,,0.0,0.0,0,0,0,7,2,0,0,0,0,0,0.08,-0.027999999999999997,0.08,-0.02%,-2.45,-6.15,-6.0,7b --- 0 out d4,7b 3 out d7,,MIN,4.0,L,6,15
25,26,92,2019-07-12,TEX,HOU,7-7,,6,0.2,1,1,1,0,1,1,0,5.04,3,12,7,4,1,1,1,1,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.26,-0.047,0.31,-0.03%,-0.67,0.9,2.0,7t --- 1 out d3,7t 3 out d4,,TEX,5.0,W,9,8
26,27,93,2019-07-13,TEX,HOU,10-11,L(1-1),0,1.2,2,2,2,2,0,0,0,5.34,9,24,17,3,0,4,3,3,0,0,,0.0,0.0,0,0,0,7,1,0,1,0,0,0,1.92,-0.245,2.48,-0.19%,-1.27,-2.65,-1.0,10t --- 0 out tie,11t 12- 2 out d2,,TEX,3.333333333333333,L,6,7
27,28,95,2019-07-16,TEX,ARI,7-8,,2,2.0,0,0,0,0,4,0,0,5.03,6,24,20,4,4,1,1,0,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.19,0.03,0.14,0.01%,1.23,12.5,18.0,7t --- 0 out d4,8t 3 out d4,,TEX,0.0,L,2,9
28,29,98,2019-07-20,TEX,HOU,7-7,,3,1.0,0,0,0,0,0,0,0,4.89,3,9,6,1,0,3,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.06,0.004,0.03,0.00%,0.57,2.25,3.0,7b --- 0 out d5,7b 3 out d5,,HOU,0.0,L,1,6
29,30,100,2019-07-22,TEX,SEA,6-7,,1,1.2,1,0,0,0,4,0,0,4.66,6,20,17,6,7,2,0,0,0,0,,2.0,1.0,0,0,0,6,0,0,0,0,0,0,0.31,-0.011000000000000001,0.1,0.00%,0.44,11.15,17.0,6b 12- 1 out d3,7b 3 out d4,,SEA,0.8333333333333334,L,3,7
30,31,101,2019-07-23,TEX,SEA,GS-1,,0,1.0,2,1,1,0,1,0,0,4.78,5,19,11,1,3,4,0,0,0,0,46.0,,,0,0,0,5,0,0,0,0,0,0,1.19,-0.053,0.31,-0.01%,-0.49,1.05,3.0,1b start a 1,1b 3 out tie,,SEA,2.0,W,7,2
31,32,106,2019-07-28,TEX,OAK,8-8,H(3),4,0.1,0,0,0,0,1,0,0,4.74,1,8,6,1,2,0,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,0,0,0,2.45,0.07,0.8,0.01%,0.24,2.75,4.0,8b 1-- 2 out a1,8b 3 out a1,,OAK,0.0,L,5,6
32,33,107,2019-07-30,TEX,SEA,5-7,L(1-2),1,2.0,3,2,2,1,2,0,0,4.95,10,41,27,9,3,1,6,4,1,0,,0.0,0.0,0,0,0,9,1,0,0,0,0,0,0.66,-0.073,0.14,-0.01%,-0.18,2.1,6.0,5t --- 0 out d3,7t 1-- 0 out tie,,TEX,2.0,L,5,8
33,34,110,2019-08-03,TEX,DET,7-8,,3,2.0,0,0,0,1,2,0,0,4.71,7,25,15,6,3,3,1,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,1,0,1,1.66,0.165,0.32,0.02%,1.23,7.9,12.0,7t --- 0 out d2,8t 3 out tie,,TEX,0.5,W,5,4
34,35,111,2019-08-04,TEX,DET,7-7,BS(1),0,0.2,2,1,0,0,1,0,0,4.64,5,14,12,2,4,3,1,1,0,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,2.08,-0.165,0.45,-0.02%,-0.95,2.3,5.0,7t --- 0 out a1,7t 1-3 2 out tie,,TEX,10.0,W,9,4
