,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,79,2008-06-26,SFN,CLE,8-GF(8),,99,1.0,0,0,0,0,2,0,0,0.0,3,16,10,4,2,0,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.09,0.006999999999999999,0.06,0.00%,0.52,8b --- 0 out d3,8b end d 3,,CLE,0.0,L,1,4,,
1,2,82,2008-06-29,SFN,OAK,8-8,,2,1.0,0,0,0,1,2,0,0,0.0,4,17,10,1,3,1,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.01,0.0,0.01,0.00%,0.5,8b --- 0 out a10,8b 3 out a10,,OAK,1.0,W,11,1,,
2,3,85,2008-07-02,SFN,CHC,7-7,,2,0.2,1,1,1,1,2,0,1,3.38,5,25,14,5,1,0,1,1,0,0,,1.0,1.0,2,0,0,3,0,0,0,0,0,0,1.33,-0.17800000000000002,1.04,-0.08%,-1.46,7t 1-- 1 out d1,7t 3 out d3,,SFG,10.0,L,5,6,,
3,4,86,2008-07-03,SFN,CHC,8-8,,0,1.0,0,0,0,0,0,0,0,2.45,3,16,8,3,0,2,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.31,0.025,0.23,0.01%,0.52,8t --- 0 out a4,8t 3 out a4,,SFG,0.0,W,8,3,,
4,5,89,2008-07-06,SFN,LAD,8-GF,,2,1.1,0,0,0,0,1,0,0,1.8,4,9,7,1,2,1,2,0,0,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,0.22,0.022000000000000002,0.24,0.01%,0.97,8t 12- 2 out d3,9t end d 3,,SFG,0.0,L,3,5,,
5,6,91,2008-07-09,SFN,NYM,8-GF(8),,2,0.1,0,0,0,0,0,0,0,1.69,1,5,3,2,0,0,1,0,0,0,,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0.04,0.001,0.02,0.00%,0.44,8b 12- 2 out d5,8b end d 5,,NYM,0.0,L,0,5,,
6,7,92,2008-07-10,SFN,NYM,6-7,L(0-1),0,1.2,3,3,2,0,0,1,0,3.86,8,27,15,5,0,2,6,2,1,0,,1.0,0.0,0,0,0,7,1,0,0,0,0,0,1.48,-0.16399999999999998,0.69,-0.05%,-0.85,6b 1-- 0 out tie,7b 1-- 2 out d2,,NYM,2.5,L,3,7,,
7,8,94,2008-07-12,SFN,CHC,8-8,,1,1.0,0,0,0,0,1,0,0,3.38,3,16,10,4,0,0,2,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.02,0.002,0.01,0.00%,0.55,8b --- 0 out d5,8b 3 out d5,,CHC,0.0,L,7,8,,
8,9,96,2008-07-18,SFN,MIL,9-GF,,5,1.0,2,3,0,0,0,1,0,3.0,6,23,13,4,2,2,4,2,1,0,,0.0,0.0,0,0,0,6,1,0,0,0,0,1,0.02,-0.006,0.01,0.00%,-2.48,9t --- 0 out d5,9t end d 8,,SFG,2.0,L,1,9,,
9,10,99,2008-07-22,SFN,WSN,7-7,H(1),3,0.2,0,0,0,0,1,0,0,2.79,2,8,4,1,0,1,0,0,0,0,,2.0,0.0,0,0,0,2,0,0,0,0,0,0,2.82,0.138,0.56,0.02%,0.93,7t 12- 1 out a2,7t 3 out a2,,SFG,0.0,W,6,3,,
10,11,102,2008-07-25,SFN,ARI,7-8,,2,1.2,0,0,0,0,3,0,0,2.38,5,21,14,4,4,0,2,0,1,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.0,0.001,0.0,0.00%,0.8,7t --- 1 out d9,8t 3 out d8,,SFG,0.0,L,2,10,,
11,12,104,2008-07-27,SFN,ARI,7-7,,1,1.0,1,1,1,1,1,1,0,2.92,5,20,11,3,4,0,3,0,1,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.03,-0.006,0.01,0.00%,-0.48,7t --- 0 out d6,7t 3 out d7,,SFG,2.0,L,2,7,,
12,13,105,2008-07-28,SFN,LAD,6-6,H(2),0,0.2,1,0,0,0,0,0,0,2.77,3,11,7,2,1,0,3,1,0,0,,2.0,1.0,0,0,0,3,0,0,0,0,0,0,3.03,0.015,0.4,0.00%,-0.09,6b 12- 1 out a2,6b 3 out a1,,LAD,5.0,W,7,6,,
13,14,107,2008-07-30,SFN,LAD,7-GF(8),,1,1.1,0,0,0,0,2,0,0,2.51,4,12,9,2,2,1,1,0,0,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,0.08,0.008,0.01,0.00%,0.94,7b 12- 2 out d4,8b end d 4,,LAD,0.0,L,0,4,,
14,15,108,2008-08-01,SFN,SDP,9-9,W(1-1),1,1.0,0,0,0,1,1,0,0,2.35,4,18,9,2,2,1,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.84,0.126,0.1,0.00%,0.44,9b --- 0 out tie,9b 3 out tie,,SDP,1.0,W,3,2,,
15,16,112,2008-08-05,SFN,ATL,9-GF,,3,1.0,4,5,4,0,0,0,1,4.41,9,28,19,5,1,4,4,0,1,0,,0.0,0.0,0,0,0,7,2,0,0,0,0,1,0.22,-0.075,0.02,0.00%,-4.48,9t --- 0 out d2,9t end d 7,,SFG,4.0,L,4,11,,
16,17,124,2008-08-18,SFN,ATL,9-GF,,12,1.0,0,0,0,0,2,0,0,4.15,3,12,8,4,2,0,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.1,0.008,0.0,0.00%,0.5,9b --- 0 out a5,9b end a 5,,ATL,0.0,W,5,0,,
17,18,131,2008-08-25,SFN,COL,7-7,,6,1.0,1,0,0,0,2,0,0,3.93,4,19,13,7,1,1,1,0,0,0,,0.0,0.0,1,0,0,4,0,0,0,0,0,0,0.92,0.057999999999999996,0.05,0.00%,0.52,7t --- 0 out d1,7t 3 out d1,,SFG,1.0,L,2,4,,
18,19,132,2008-08-26,SFN,COL,5-6,,0,1.2,0,0,0,0,1,0,0,3.6,5,13,10,4,1,0,4,1,0,0,,3.0,1.0,0,0,0,4,0,0,0,0,1,0,0.77,0.040999999999999995,0.04,0.00%,1.12,5t 123 1 out d2,6t 3 out d3,,SFG,0.0,L,2,7,,
19,20,135,2008-08-30,SFN,CIN,7-7,,3,1.0,1,0,0,0,1,0,0,3.43,4,16,9,1,3,1,2,0,1,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.17,0.013000000000000001,0.01,0.00%,0.52,7b --- 0 out d3,7b 3 out d3,,CIN,1.0,L,6,7,,
20,21,138,2008-09-02,SFN,COL,6-8,,2,3.0,2,0,0,2,3,0,0,3.0,12,46,27,8,4,4,3,3,0,0,,0.0,0.0,1,1,0,10,1,0,1,0,0,0,1.73,0.284,0.03,0.00%,1.67,6b --- 0 out tie,8b 3 out tie,,COL,1.3333333333333333,L,5,6,,
21,22,142,2008-09-07,SFN,PIT,8-8,,4,0.2,0,0,0,0,0,0,0,2.92,2,8,6,2,1,1,1,0,1,0,,2.0,0.0,0,0,0,2,0,0,0,0,0,0,0.58,0.038,0.0,0.00%,1.43,8t -23 1 out a5,8t 3 out a5,,SFG,0.0,W,11,6,,
22,23,143,2008-09-08,SFN,ARI,9-GF,,0,0.1,0,0,0,0,1,0,0,2.88,1,3,3,1,2,0,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0.17,0.004,0.0,0.00%,0.24,9t 1-- 2 out a4,9t end a 4,,SFG,0.0,W,6,2,,
23,24,145,2008-09-10,SFN,ARI,8-8,H(3),1,1.0,0,0,0,0,1,0,0,2.77,3,7,5,2,1,1,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.59,0.12300000000000001,0.04,0.00%,0.52,8t --- 0 out a1,8t 3 out a1,,SFG,0.0,W,4,3,,
