Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,83,2019-06-30,MIN,CHW,GS-5,L(0-1),99,5.0,5,2,2,2,7,1,0,3.60,19,70,47,15,10,4,6,3,0,0,54,,,0,0,0,17,0,0,0,2,0,0,.74,0.005,.49,0.00%,0.68,17.05,30.00,1b start tie,5b 3 out d2,,CHW,1.4,L,3,4
2,99,2019-07-22,MIN,NYY,6-8,W(1-1),21,2.2,4,1,1,0,2,0,0,3.52,11,39,28,7,5,2,7,4,2,0,,0,0,0,0,0,11,2,0,0,1,0,0,1.43,0.077,1.71,0.06%,0.31,9.60,23.00,6t --- 0 out a2,8t -2- 2 out a2,,MIN,1.8181818181818181,W,8,6
3,103,2019-07-26,MIN,CHW,8-GF,,3,2.0,2,0,0,0,0,0,0,2.79,8,29,18,5,1,0,8,6,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,.56,0.052,.69,0.04%,1.07,3.30,6.00,8b --- 0 out a4,9b end a 4,,CHW,1.0,W,6,2
4,109,2019-08-02,MIN,KCR,6-7,BS(1),6,1.2,3,1,1,0,1,0,0,3.18,7,24,15,6,2,2,4,3,0,0,,0,0,0,1,1,7,3,0,0,0,0,0,1.58,-0.044,1.74,-0.03%,-0.24,1.95,5.00,6t --- 0 out a1,7t -2- 2 out tie,,MIN,2.5,W,11,9
5,125,2019-08-19,MIN,CHW,8-GF,,16,2.0,2,1,1,1,3,0,0,3.38,9,41,27,5,10,2,3,3,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.54,-0.040,.64,-0.03%,0.11,6.70,12.00,8t --- 0 out d2,9t end d 3,,MIN,1.5,L,4,6
6,130,2019-08-25,MIN,DET,9-GF,,5,1.0,3,2,2,0,1,0,0,4.40,6,25,17,5,2,3,2,0,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,.40,0.007,.53,0.01%,-1.45,-1.55,0.00,9t --- 0 out a5,9t end a 3,,MIN,3.0,W,7,4
7,138,2019-09-03,MIN,BOS,2-5,W(2-1),8,3.1,2,3,3,2,4,0,0,5.09,14,60,35,7,7,4,4,1,2,0,,0,0,0,0,0,12,1,0,0,0,0,0,.89,0.094,.54,0.03%,0.06,11.10,25.00,2b --- 0 out a1,5b 1-3 1 out a5,,BOS,1.2903225806451613,W,6,5
8,141,2019-09-06,MIN,CLE,10-11,L(2-2),2,1.0,1,1,1,0,1,0,0,5.30,4,18,13,5,1,1,2,1,1,0,,1,0,0,0,0,4,0,0,0,0,0,0,3.14,0.092,1.98,0.04%,0.42,1.65,3.00,10t 1-- 2 out tie,11t --3 2 out tie,,MIN,1.0,L,2,6
9,148,2019-09-14,MIN,CLE,GS-4,,7,3.2,7,5,5,4,6,2,0,6.45,21,83,49,13,7,5,6,2,1,0,29,,,0,0,0,17,2,0,0,1,0,0,1.15,-0.290,1.35,-0.21%,-2.96,3.65,14.00,1b start a 2,4b 1-- 2 out d3,2,CLE,3.4375,W,9,5
10,153,2019-09-19,MIN,KCR,3-6,W(3-2),4,4.0,6,2,2,1,4,0,0,6.15,18,72,50,10,11,6,7,3,1,0,,0,0,0,0,0,16,1,0,0,1,1,0,1.38,-0.014,.79,-0.01%,0.21,12.80,30.00,3t --- 0 out d3,6t 3 out a1,,MIN,1.75,W,8,5
11,161,2019-09-28,MIN,KCR,5-5,H(1),8,1.0,1,0,0,0,1,0,0,5.93,4,17,11,3,1,0,3,1,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.41,0.078,.00,0.00%,0.56,3.65,6.00,5b --- 0 out a1,5b 3 out a1,,KCR,1.0,W,4,3
12,162,2019-09-29,MIN,KCR,8-8,BS(2),0,0.1,2,1,1,0,1,0,0,6.18,3,14,10,2,1,0,2,1,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,2.33,-0.330,.00,0.00%,-1.17,-0.45,1.00,8b --- 0 out a1,8b -2- 1 out tie,,KCR,20.0,L,4,5
