,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,63,2019-06-07,BOS,TBR,8-GF,,99,2.0,1,1,1,0,4,1,0,4.5,7,35,21,7,7,0,3,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.08,0.003,0.1,0.00%,0.16,9.9,15.0,8t --- 0 out d4,9t end d 5,,BOS,0.5,L,1,5
1,2,64,2019-06-08,BOS,TBR,6-7,,0,2.0,0,0,0,0,3,0,2,2.25,8,36,20,7,4,0,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.32,0.036000000000000004,0.37,0.03%,1.16,9.3,15.0,6t --- 0 out d4,7t 3 out d4,1.0,BOS,0.0,L,2,9
2,3,68,2019-06-11,BOS,TEX,8-GF,,2,2.0,0,0,0,0,4,0,0,1.5,6,34,24,7,5,1,1,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.05,0.008,0.04,0.00%,1.16,12.5,18.0,8t --- 0 out d5,9t end d 5,,BOS,0.0,L,5,9
3,4,70,2019-06-13,BOS,TEX,2-4,,1,2.1,0,0,0,2,2,0,0,1.08,9,38,20,6,6,2,3,0,0,0,,1,0,2,0,0,7,0,0,0,0,0,0,0.78,0.066,0.69,0.04%,1.25,8.05,13.0,2t -2- 1 out d5,4t -23 2 out d2,,BOS,0.9523809523809524,W,7,6
4,5,73,2019-06-16,BOS,BAL,5-5,H(1),2,0.2,1,0,0,2,1,0,0,1.0,5,30,17,3,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.87,-0.032,1.89,-0.02%,-0.26,1.7,5.0,5b --- 0 out a1,5b 123 2 out a1,,BAL,15.0,W,8,6
5,6,75,2019-06-18,BOS,MIN,6-6,,1,1.0,2,0,0,1,1,0,1,0.9,6,27,13,2,3,2,1,0,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,2.02,0.078,2.29,0.05%,0.55,1.85,6.0,6b --- 0 out tie,6b 3 out tie,,MIN,3.0,L,3,4
6,7,78,2019-06-22,BOS,TOR,6-7,,3,1.1,3,3,3,0,2,2,0,3.18,7,26,16,5,4,1,4,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.4,-0.1,0.45,-0.07%,-2.15,-0.8,1.0,6t --- 0 out a5,7t --- 1 out a2,,BOS,2.727272727272727,L,7,8
7,8,83,2019-06-29,BOS,NYY,4-5,,6,1.1,6,8,8,2,3,1,0,8.53,12,53,34,7,9,2,5,3,0,0,,0,0,0,0,0,10,3,0,0,0,0,0,0.81,-0.264,0.97,-0.19%,-6.43,-11.8,-11.0,4t --- 0 out d2,5t 1-- 1 out d9,,BOS,7.272727272727272,L,13,17
8,9,142,2019-09-07,BOS,NYY,8-GF,,69,2.0,3,1,1,1,2,0,1,7.98,11,39,26,7,7,2,5,1,1,0,,0,0,0,0,0,9,2,0,0,0,0,0,0.13,0.003,0.02,0.00%,0.16,3.5,9.0,8t --- 0 out d4,9t end d 5,,BOS,2.0,L,1,5
9,10,144,2019-09-09,BOS,NYY,9-9,,1,0.2,2,1,1,2,0,0,0,8.22,6,28,14,3,4,1,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.15,-0.011000000000000001,0.0,0.00%,-1.25,-2.9,-1.0,9t --- 0 out d4,9t 123 2 out d5,,BOS,20.0,L,0,5
10,11,146,2019-09-11,BOS,TOR,7-GF(8),,1,2.0,0,0,0,1,2,0,0,7.27,6,22,14,1,5,2,1,1,0,0,,0,0,0,0,0,5,0,0,0,1,0,0,0.0,0.0,0.0,0.00%,1.07,7.9,12.0,7b --- 0 out d8,8b end d 8,,TOR,0.5,L,0,8
11,12,151,2019-09-18,BOS,SFG,7-8,,6,1.2,2,2,2,0,3,0,0,7.58,7,35,24,3,4,1,3,2,1,0,,0,0,1,0,0,6,0,0,0,0,1,0,0.5,-0.037000000000000005,0.0,0.00%,-0.2,4.55,8.0,7t --- 0 out d3,8t -2- 2 out d3,,BOS,1.6666666666666667,L,3,11
12,13,154,2019-09-21,BOS,TBR,3-3,,2,0.2,2,2,2,1,1,0,1,8.24,6,29,15,2,7,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.57,-0.129,0.0,0.00%,-1.26,-2.9,-1.0,3b --- 0 out tie,3b 123 2 out d1,,TBR,15.0,L,4,5
13,14,159,2019-09-26,BOS,TEX,5-5,BS(1),4,0.2,4,4,4,1,1,1,0,9.74,7,29,16,2,5,1,4,2,0,0,,0,0,2,0,0,6,0,0,0,0,0,0,1.71,-0.45399999999999996,0.0,0.00%,-3.66,-7.5,-7.0,5b --- 0 out a2,5b 1-- 2 out d2,,TEX,25.0,L,5,7
