,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,141,2001-09-07,MIA,NYM,8-8,,99,1.0,0,0,0,0,1,0,0,0.0,3,18,10,4,2,1,1,0,1,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.05,0.004,0.0,0.00%,0.51,8t --- 0 out d5,8t 3 out d5,,FLA,0.0,L,1,6
1,2,151,2001-09-25,MIA,ATL,GS-5,,17,5.0,5,2,2,1,6,0,0,3.0,20,90,60,13,12,5,8,4,1,0,54.0,,,0,0,0,19,0,0,0,0,0,0,1.13,0.061,0.0,0.00%,0.52,1t start tie,5t 3 out tie,,FLA,1.2,L,2,5
2,3,154,2001-09-28,MIA,PHI,6-7,,2,2.0,0,0,0,0,1,0,0,2.25,6,30,19,5,4,2,3,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.47,0.073,0.0,0.00%,1.01,6t --- 0 out d2,7t 3 out d2,,FLA,0.0,W,6,5
3,4,158,2001-10-03,MIA,MON,GS-7,,4,7.0,6,0,0,1,5,0,0,1.2,27,108,67,19,6,9,12,7,1,0,69.0,,,1,0,0,26,4,0,1,1,0,0,1.22,0.444,0.0,0.00%,3.53,1t start tie,7t 3 out tie,,FLA,1.0,L,0,2
4,5,2,2002-04-03,MIA,MON,8-9,H(1),99,1.0,4,4,4,0,1,2,0,36.0,7,25,16,5,1,1,5,1,1,0,,2.0,0.0,0,0,0,7,0,0,0,0,0,0,0.67,0.01,0.68,0.01%,-3.15,8b 12- 2 out a3,9b --- 2 out a1,,MON,4.0,W,6,5
5,6,4,2002-04-05,MIA,PHI,6-7,,1,1.2,1,0,0,1,0,0,1,13.5,7,23,13,5,0,1,4,1,1,0,,0.0,0.0,1,0,0,5,1,0,0,1,0,0,0.11,0.006,0.13,0.00%,0.72,6b --- 0 out d5,7b 1-- 2 out d5,,PHI,1.6666666666666667,L,2,6
6,7,7,2002-04-08,MIA,MON,8-GF,,2,2.0,1,0,0,2,2,0,0,7.71,9,45,27,10,4,2,3,1,2,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.96,8t --- 0 out d9,9t end d 9,,FLA,1.5,L,2,10
7,8,10,2002-04-12,MIA,ATL,7-8,,3,1.1,2,0,0,1,1,0,0,6.0,7,29,16,6,2,1,4,2,1,0,,0.0,0.0,1,0,0,6,1,0,0,0,0,0,0.53,0.015,0.55,0.01%,0.07,7t --- 0 out d2,8t 12- 1 out d2,,FLA,2.727272727272727,L,0,2
8,9,18,2002-04-21,MIA,ATL,GS-4,L(0-1),8,4.0,7,3,3,1,0,0,0,6.3,18,78,51,8,5,9,8,6,0,0,35.0,,,0,0,0,16,0,2,0,2,1,0,0.61,-0.14300000000000002,0.62,-0.09%,-0.98,1b start tie,4b 3 out d3,,ATL,2.0,L,2,4
9,10,23,2002-04-26,MIA,ARI,GS-5,L(0-2),4,4.1,6,3,2,4,0,0,0,5.65,21,83,49,15,4,5,12,6,4,0,37.0,,,5,0,0,17,1,0,0,2,0,0,1.22,-0.016,1.21,-0.01%,0.24,1t start tie,5t 1-3 1 out tie,,FLA,2.4390243902439033,L,3,5
10,11,29,2002-05-03,MIA,MIL,GS-5,,6,5.0,5,3,2,3,4,0,0,5.12,22,88,52,12,11,7,8,3,3,0,48.0,,,0,0,0,18,1,0,0,1,0,1,0.9,-0.131,0.85,-0.07%,-0.57,1b start a 1,5b 3 out d2,,MIL,1.6,W,8,4
11,12,33,2002-05-08,MIA,SDP,GS-4,,4,4.0,2,1,1,7,3,0,0,4.63,20,86,38,14,6,3,7,4,1,0,50.0,,,1,0,0,13,1,0,0,1,0,0,1.36,0.07200000000000001,1.47,0.05%,0.92,1t start tie,4t 3 out d1,,FLA,2.25,W,7,4
12,13,36,2002-05-11,MIA,LAD,6-8,,2,3.0,0,0,0,0,3,0,0,4.1,9,32,24,8,5,3,3,1,1,0,,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0.25,0.055999999999999994,0.31,0.04%,1.44,6t --- 0 out d3,8t 3 out d3,,FLA,0.0,L,0,3
