,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,92,2010-07-18,CLE,DET,GS-7,W(1-0),99,7.0,5,2,0,1,4,0,0,0.0,26,93,60,19,5,13,8,4,0,0,66.0,,,0,0,1,24,2,0,0,1,1,1,0.63,0.196,0.02,0.00%,1.27,1t start tie,7t 3 out a3,,CLE,0.8571428571428571,W,7,2,,
1,2,105,2010-08-01,CLE,TOR,GS-5,W(2-0),13,5.0,5,2,2,2,2,1,1,1.5,23,80,46,15,7,7,11,4,3,0,49.0,,,0,0,0,20,2,0,0,0,0,0,1.02,0.064,0.0,0.00%,0.53,1b start a 2,5b 3 out a2,,TOR,1.4,W,5,4,,
2,3,110,2010-08-06,CLE,MIN,GS-6,,4,5.1,4,1,1,2,3,0,1,1.56,23,97,58,19,4,7,10,4,0,0,57.0,,,0,0,0,19,2,0,0,0,1,0,0.96,0.107,0.0,0.00%,0.92,1t start tie,6t 12- 1 out a3,,CLE,1.1764705882352942,W,7,6,,
3,4,115,2010-08-12,CLE,BAL,GS-7,W(3-0),5,6.0,6,1,1,0,3,0,0,1.54,23,88,50,18,3,11,9,3,1,0,59.0,,,0,1,0,23,1,0,0,0,0,0,0.92,0.18,0.0,0.00%,1.42,1t start tie,7t 1-- 0 out a2,,CLE,1.0,W,4,1,,
4,5,119,2010-08-17,CLE,KCR,GS-6,L(3-1),4,6.0,7,2,2,2,3,2,0,1.84,26,106,59,21,7,10,11,4,1,0,51.0,,,1,1,0,24,2,0,1,0,0,0,1.1,0.013000000000000001,0.0,0.00%,0.95,1b start tie,6b 3 out d1,,KCR,1.5,L,1,2,,
5,6,124,2010-08-22,CLE,DET,GS-3,L(3-2),4,3.0,10,8,5,3,1,0,0,3.06,23,83,50,11,3,7,12,7,3,0,11.0,,,0,0,0,19,2,0,2,0,1,1,1.01,-0.449,0.0,0.00%,-6.48,1b start a 1,3b 3 out d7,,DET,4.333333333333333,L,1,8,,
6,7,129,2010-08-28,CLE,KCR,GS-6,,5,5.2,6,2,2,2,4,1,0,3.08,24,95,57,19,3,6,12,5,1,0,51.0,,,0,0,0,22,1,0,0,0,0,0,1.09,0.063,0.0,0.00%,0.58,1t start tie,6t 1-- 2 out a1,,CLE,1.5384615384615383,W,4,3,,
7,8,137,2010-09-05,CLE,SEA,GS-6,L(3-3),7,6.0,7,2,2,0,3,1,0,3.07,24,102,70,14,10,12,9,5,0,0,53.0,,,2,2,0,24,0,0,0,0,0,1,0.91,0.027000000000000003,0.0,0.00%,0.77,1b start tie,6b 3 out d2,,SEA,1.1666666666666667,L,0,3,,
8,9,145,2010-09-15,CLE,LAA,GS-3,L(3-4),9,3.0,7,7,6,3,1,0,0,4.02,19,58,32,12,1,9,6,3,0,0,17.0,,,1,0,0,16,0,1,0,1,0,1,0.82,-0.413,0.0,0.00%,-5.6,1t start tie,3t 3 out d7,,CLE,3.333333333333333,L,0,7,,
9,10,150,2010-09-20,CLE,MIN,GS-6,L(3-5),4,5.2,10,8,8,3,5,2,0,4.96,30,102,63,21,4,10,12,4,1,0,19.0,,,2,0,0,27,1,1,0,0,0,0,0.82,-0.434,0.0,0.00%,-5.18,1b start tie,6b --- 2 out d5,,MIN,2.5,L,3,9,,
10,11,155,2010-09-25,CLE,KCR,GS-5,W(4-5),4,5.0,6,1,1,4,5,0,0,4.68,24,98,57,19,10,6,9,3,2,0,52.0,,,1,0,0,20,2,0,0,1,0,0,1.07,0.08900000000000001,0.0,0.00%,1.33,1t start tie,5t 3 out a6,,CLE,2.0,W,7,1,,
11,12,17,2011-04-19,CLE,KCR,GS-5,L(0-1),99,4.1,9,5,5,2,3,0,0,10.38,24,88,52,15,7,7,12,7,1,0,26.0,,,5,0,0,22,2,1,0,0,0,0,0.75,-0.212,1.13,-0.19%,-3.43,1b start tie,5b 12- 1 out d5,,KCR,2.6829268292682933,L,4,5,,
12,13,21,2011-04-24,CLE,MIN,4-7,,4,3.0,3,1,1,1,1,0,0,7.36,13,48,29,10,1,4,7,1,3,0,,0.0,0.0,0,0,0,12,1,0,0,0,0,0,1.4,0.151,1.92,0.12%,1.1,4b --- 0 out a1,7b 1-- 0 out a1,,MIN,1.3333333333333333,L,3,4,,
13,14,25,2011-04-29,CLE,DET,GS-6,,4,5.2,10,3,3,0,4,1,0,6.23,28,97,58,11,4,11,13,4,0,0,41.0,,,0,1,0,27,3,0,0,0,1,2,0.78,-0.11900000000000001,1.15,-0.11%,-0.6,1t start tie,6t 12- 2 out d3,,CLE,1.9230769230769231,W,9,5,,
14,15,30,2011-05-05,CLE,OAK,GS-6,,5,5.1,6,1,1,2,1,0,0,4.91,23,97,58,22,3,9,11,5,2,0,51.0,,,1,0,0,21,1,0,0,1,0,0,1.19,0.079,1.55,0.06%,1.27,1b start tie,6b -2- 1 out a1,,OAK,1.5686274509803924,W,4,3,,
15,16,93,2011-07-17,CLE,BAL,GS-6,L(0-2),72,5.1,6,5,5,0,2,3,0,5.7,21,81,54,22,4,10,9,4,0,0,38.0,,,0,0,0,21,0,0,0,1,0,0,0.99,-0.336,1.46,-0.30%,-2.2,1b start a 3,6b --- 1 out d2,,BAL,1.1764705882352942,L,3,8,,
16,17,132,2011-08-30,CLE,OAK,GS-6,W(1-2),43,6.0,6,1,0,1,4,0,0,4.55,24,88,54,23,7,11,8,2,0,0,61.0,,,0,1,1,23,1,0,0,0,0,0,1.07,0.23399999999999999,0.73,0.10%,1.83,1t start tie,6t 3 out a1,,CLE,1.1666666666666667,W,6,2,,
17,18,137,2011-09-04,CLE,KCR,GS-6,W(2-2),4,5.1,6,1,1,3,2,0,0,4.11,24,93,59,16,6,11,8,1,2,0,51.0,,,0,0,0,21,2,0,1,2,0,1,0.86,0.11699999999999999,0.44,0.04%,0.41,1b start a 1,6b 123 1 out a6,,KCR,1.7647058823529411,W,9,6,,
