,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,155,2015-09-26,MIL,STL,8-GF(8),,99,1.0,1,0,0,1,0,0,0,0.0,5,19,10,2,1,3,1,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.04,0.003,0.0,0.00%,0.47,8b --- 0 out d4,8b end d 4,,STL,2.0,L,1,5,,
1,2,160,2015-10-02,MIL,CHC,9-GF,,5,1.0,0,0,0,1,0,0,0,0.0,3,16,10,2,1,2,0,0,0,0,,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0.04,0.001,0.0,0.00%,0.46,9t --- 0 out d5,9t end d 5,,MIL,1.0,L,1,6,,
2,3,10,2018-04-08,MIL,CHC,8-GF,,99,2.0,1,0,0,0,3,0,0,0.0,7,33,23,6,5,1,3,2,0,0,,0.0,0.0,0,0,0,7,0,1,0,0,0,0,0.24,0.022000000000000002,0.27,0.02%,0.99,8t --- 0 out d3,9t end d 3,,MIL,0.5,L,0,3,9.9,15.0
3,4,53,2018-05-26,MIL,NYM,8-GF,,47,2.0,2,0,0,0,3,0,0,0.0,8,24,19,5,3,2,3,0,1,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.99,8t --- 0 out a11,9t end a11,,MIL,1.0,W,17,6,9.3,15.0
4,5,71,2018-06-17,MIL,PHI,8-8,,21,1.0,2,1,1,0,0,0,0,1.8,5,16,11,4,2,2,3,2,0,0,,0.0,0.0,0,0,0,5,2,0,0,0,0,0,0.26,-0.027000000000000003,0.37,-0.02%,-0.51,8t --- 0 out d3,8t 3 out d4,,MIL,2.0,L,9,10,-0.95,0.0
5,6,76,2018-06-23,MIL,STL,8-GF,,5,2.0,0,0,0,1,0,0,0,1.29,6,18,11,4,1,1,4,2,1,0,,0.0,0.0,0,0,0,5,0,0,0,1,0,0,0.7,0.08800000000000001,1.07,0.08%,0.99,8t --- 0 out d1,9t end d 1,,MIL,0.5,L,2,3,3.9,6.0
6,7,79,2018-06-27,MIL,KCR,8-GF,,3,2.0,0,0,0,1,0,0,1,1.0,8,26,15,4,2,3,3,1,1,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.08,0.011000000000000001,0.1,0.01%,0.99,8t --- 0 out d4,9t end d 4,,MIL,0.5,L,4,5,3.3,6.0
7,8,94,2018-07-12,MIL,PIT,6-7,,14,2.0,5,4,4,3,1,0,0,4.09,12,49,27,5,5,4,4,4,0,0,,0.0,0.0,0,0,0,9,1,0,0,2,0,0,0.54,-0.21100000000000002,0.75,-0.18%,-3.07,6b --- 0 out d1,7b 3 out d5,,PIT,4.0,L,3,6,-6.3,-3.0
8,9,119,2018-08-10,MIL,ATL,6-GF(8),,28,2.2,3,0,0,2,1,0,0,3.29,13,60,34,6,5,4,6,0,2,0,,2.0,1.0,0,0,0,11,1,0,0,0,0,0,0.0,0.0,0.0,0.00%,1.15,6b 1-3 1 out d8,8b end d 9,,ATL,2.2727272727272725,L,1,10,5.0,11.0
9,10,24,2019-04-22,MIL,STL,GS-5,L(0-1),99,4.0,9,5,5,1,3,2,0,11.25,20,78,50,14,4,12,4,2,0,0,26.0,,,0,0,0,19,1,0,0,1,0,0,1.06,-0.36,1.34,-0.27%,-2.93,1b start tie,5b --- 0 out d2,,STL,2.5,L,5,13,-1.0,6.0
10,11,35,2019-05-04,MIL,NYM,13-14,,11,1.1,0,0,0,1,0,0,0,8.44,5,19,11,3,1,4,0,0,0,0,,2.0,0.0,0,0,0,4,0,0,0,0,0,0,2.59,0.28600000000000003,2.6,0.17%,1.06,13t 1-3 2 out tie,14t 3 out tie,,MIL,0.9090909090909092,W,4,3,2.4,4.0
11,12,38,2019-05-07,MIL,WSN,GS-2,,2,2.0,2,0,0,1,4,0,1,6.14,10,35,22,7,4,1,3,2,0,0,55.0,,,0,0,0,8,0,0,0,0,0,0,1.24,0.102,1.4,0.07%,1.07,1t start tie,2t 3 out tie,,MIL,1.5,W,6,0,10.1,18.0
12,13,40,2019-05-10,MIL,CHC,9-GF,,2,1.0,2,0,0,0,0,0,0,5.4,4,16,10,0,1,2,2,2,0,0,,0.0,0.0,0,0,0,4,0,0,0,1,0,0,0.13,0.002,0.19,0.00%,0.54,9b --- 0 out a7,9b end a 7,,CHC,2.0,W,7,0,1.05,3.0
13,14,42,2019-05-12,MIL,CHC,7-GF(8),,1,2.0,2,2,2,1,2,1,0,6.1,9,36,22,6,4,3,3,2,1,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.54,-0.132,0.8,-0.12%,-0.92,7b --- 0 out d1,8b end d 3,,CHC,1.5,L,1,4,2.7,6.0
14,15,46,2019-05-16,MIL,PHI,8-GF,,3,2.0,0,0,0,0,1,0,0,5.11,6,23,17,4,3,4,1,0,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.06,0.009000000000000001,0.08,0.01%,1.08,8b --- 0 out a6,9b end a 8,,PHI,0.0,W,11,3,6.5,9.0
15,16,50,2019-05-21,MIL,CIN,8-GF,,4,2.0,1,0,0,0,4,0,0,4.4,7,32,23,7,4,3,0,0,0,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.17,0.026000000000000002,0.23,0.02%,1.07,8t --- 0 out d3,9t end d 3,,MIL,0.5,L,0,3,11.9,18.0
16,17,53,2019-05-25,MIL,PHI,6-7,,3,2.0,1,0,0,2,1,0,0,3.86,8,34,19,9,0,3,2,0,0,0,,0.0,0.0,1,1,0,6,0,0,0,0,0,0,0.3,0.03,0.38,0.02%,1.07,6t --- 0 out d4,7t 3 out d4,,MIL,1.5,L,2,7,4.7,9.0
17,18,56,2019-05-28,MIL,MIN,8-GF(8),,2,1.0,1,0,0,0,1,0,0,3.63,3,12,9,1,2,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,1,0,0,0.17,0.008,0.22,0.01%,0.55,8b --- 0 out d3,8b end d 3,,MIN,1.0,L,3,5,3.65,6.0
18,19,59,2019-06-01,MIL,PIT,12-GF(13),W(1-1),3,2.0,2,0,0,2,2,0,0,3.26,9,30,18,6,6,5,0,0,0,0,,0.0,0.0,0,0,0,7,0,0,1,1,0,0,3.44,0.23199999999999998,5.22,0.21%,1.02,12b --- 0 out tie,13b end a 2,,PIT,2.0,W,12,10,10.1,24.0
19,20,62,2019-06-05,MIL,MIA,4-6,,3,3.0,1,1,0,1,7,0,0,2.82,10,43,28,10,7,2,1,0,0,0,,0.0,0.0,1,1,0,8,0,0,0,0,1,0,0.25,0.004,0.33,0.00%,0.6,4t --- 0 out d4,6t 3 out d5,,MIL,0.6666666666666666,L,3,8,19.55,30.0
20,21,66,2019-06-09,MIL,PIT,7-7,,3,1.0,0,0,0,1,2,0,0,2.7,4,18,11,2,4,1,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.82,0.059000000000000004,1.26,0.06%,0.54,7t --- 0 out d1,7t 3 out d1,,MIL,1.0,W,5,2,5.65,9.0
