Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,144,2018-09-11,PIT,STL,8-8,,99,0.1,2,4,3,1,0,1,0,81.00,5,16,9,2,0,1,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,1,.06,-0.010,.00,0.00%,-3.78,-7.05,-8.00,8b --- 0 out d4,8b --- 1 out d8,,STL,30.0,L,5,11
2,154,2018-09-23,PIT,MIL,9-GF,,11,1.0,1,0,0,1,2,0,0,20.25,5,19,11,4,5,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.46,5.05,9.00,9t --- 0 out d9,9t end d 9,,PIT,2.0,L,6,13
3,1,2019-03-28,PIT,CIN,8-GF(8),,99,1.0,0,0,0,0,3,0,0,0.00,3,14,12,4,4,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.21,0.016,.22,0.01%,0.55,8.25,12.00,8b --- 0 out d2,8b end d 2,,CIN,0.0,L,3,5
4,3,2019-04-01,PIT,STL,8-8,BS(1),3,0.2,2,1,1,0,2,0,0,5.40,4,14,11,2,5,1,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,2.69,-0.216,2.93,-0.14%,-0.82,2.30,5.00,8t --- 0 out a1,8t -2- 2 out tie,,PIT,10.0,L,5,6
5,4,2019-04-03,PIT,STL,10-10,L(0-1),1,0.0,2,2,2,1,0,0,0,16.20,3,17,10,1,2,1,1,0,0,0,,0,0,0,0,0,2,0,1,0,0,0,0,2.36,-0.395,2.36,-0.24%,-2.00,-5.80,-6.00,10t --- 0 out tie,10t 12- 0 out d1,,PIT,inf,L,4,5
6,7,2019-04-06,PIT,CIN,9-9,,2,1.0,0,0,0,0,0,0,0,10.13,3,6,6,1,1,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.82,0.139,1.93,0.09%,0.51,2.25,3.00,9t --- 0 out tie,9t 3 out tie,,PIT,0.0,W,6,5
7,9,2019-04-08,PIT,CHC,8-GF(8),,1,1.0,0,0,0,0,3,0,0,7.36,3,14,10,5,2,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.54,8.25,12.00,8b --- 0 out d10,8b end d10,,CHC,0.0,L,0,10
8,11,2019-04-11,PIT,CHC,8-GF(8),,2,1.0,0,0,0,0,2,0,0,5.79,3,14,10,3,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.20,0.016,.23,0.01%,0.54,6.25,9.00,8b --- 0 out d2,8b end d 2,,CHC,0.0,L,0,2
9,12,2019-04-12,PIT,WSN,9-9,W(1-1),0,1.0,1,0,0,0,2,0,0,4.76,4,14,10,4,3,0,2,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,3.03,0.149,3.11,0.09%,0.56,9.65,21.00,9b --- 0 out tie,9b 3 out tie,,WSN,1.0,W,6,3
10,14,2019-04-14,PIT,WSN,7-7,,1,1.0,1,0,0,0,1,0,0,4.05,4,20,14,1,6,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.55,0.093,1.59,0.06%,0.56,3.65,6.00,7b --- 0 out tie,7b 3 out tie,,WSN,1.0,W,4,3
11,16,2019-04-17,PIT,DET,9-9,W(2-1),2,1.0,0,0,0,0,2,0,0,3.52,3,9,8,2,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.90,0.150,2.02,0.10%,0.56,10.25,21.00,9b --- 0 out tie,9b 3 out tie,,DET,0.0,W,3,2
12,17,2019-04-19,PIT,SFG,8-8,,1,0.2,1,1,1,1,2,0,0,4.32,4,22,14,6,1,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.69,0.003,.77,0.00%,0.07,2.30,5.00,8t --- 0 out a4,8t 12- 2 out a4,,PIT,10.0,W,4,1
13,20,2019-04-22,PIT,ARI,7-8,,2,0.1,4,5,5,1,0,1,0,9.35,6,20,14,5,0,0,5,3,1,0,,1,1,0,0,0,5,0,0,0,0,0,0,.31,-0.148,.37,-0.11%,-4.48,-12.25,-14.00,7t --3 2 out d2,8t 123 0 out d5,,PIT,50.0,L,4,12
