,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,34,2010-05-13,NYA,DET,7-GF(8),,99,2.0,2,0,0,0,1,0,0,0.0,8,30,17,7,0,5,2,1,0,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.02,0.002,0.03,0.00%,1.01,7b --- 0 out d6,8b end d 6,,DET,1.0,L,0,6,,
1,2,37,2010-05-16,NYA,MIN,9-GF,,2,1.0,2,0,0,0,0,0,0,0.0,4,22,14,1,2,2,2,2,0,0,,0.0,0.0,1,0,0,4,0,0,0,1,0,0,0.21,0.009000000000000001,0.28,0.01%,0.53,9t --- 0 out d3,9t end d 3,,NYY,2.0,L,3,6,,
2,3,125,2010-08-23,NYA,TOR,GS-6,,98,5.1,6,2,2,1,3,1,0,2.16,22,73,44,13,5,9,9,2,0,0,50.0,,,0,0,0,21,1,0,0,0,0,0,1.01,0.01,0.9,0.01%,0.51,1b start a 1,6b 1-- 1 out tie,,TOR,1.3725490196078431,L,2,3,,
3,4,130,2010-08-29,NYA,CHW,GS-6,W(1-0),5,5.2,5,1,1,1,7,0,0,1.93,23,88,58,19,9,8,7,4,0,0,61.0,,,1,0,0,22,1,0,0,0,0,0,1.06,0.21600000000000003,1.08,0.13%,1.83,1b start tie,6b 1-- 2 out a1,,CHW,1.1538461538461535,W,2,1,,
4,5,135,2010-09-03,NYA,TOR,GS-5,,4,4.2,6,3,3,2,0,1,0,2.89,22,76,43,12,3,10,10,4,1,0,38.0,,,1,0,0,19,2,0,0,0,1,0,0.89,-0.033,0.48,-0.01%,-0.82,1t start tie,5t 12- 2 out a2,,NYY,1.9047619047619049,W,7,3,,
5,6,140,2010-09-08,NYA,BAL,GS-6,,4,6.0,6,2,2,2,6,1,0,2.92,26,91,60,23,5,8,10,3,0,0,56.0,,,0,0,0,24,1,0,2,0,0,0,1.04,0.061,0.47,0.02%,1.16,1t start tie,6t 3 out d1,,NYY,1.3333333333333333,W,3,2,,
6,7,145,2010-09-14,NYA,TBR,GS-5,,5,4.2,6,6,6,3,2,1,0,4.3,23,74,44,15,5,7,11,4,4,0,27.0,,,0,0,0,20,1,0,0,0,0,0,0.82,-0.059000000000000004,0.82,-0.04%,-2.06,1b start tie,5b 12- 2 out a2,,TBR,2.142857142857143,W,8,7,,
7,8,150,2010-09-20,NYA,TBR,GS-6,,5,5.2,3,3,2,2,4,0,0,4.11,22,79,48,12,12,10,5,3,0,0,55.0,,,0,0,0,19,0,0,0,1,0,0,1.06,0.159,0.83,0.07%,0.79,1t start tie,6t --3 2 out a2,,NYY,0.9615384615384616,W,8,6,,
8,9,155,2010-09-25,NYA,BOS,GS-5,L(1-1),4,4.2,4,4,4,3,2,0,1,4.54,21,81,46,17,5,9,6,3,0,0,39.0,,,0,0,0,17,1,0,0,1,0,0,0.91,-0.124,0.56,-0.05%,-0.82,1t start tie,5t 12- 2 out d3,,NYY,1.6666666666666663,L,3,7,,
9,10,161,2010-10-02,NYA,BOS,8-GF(10),BL(1-2),6,2.1,4,1,1,3,1,0,0,4.5,14,52,30,7,0,4,6,0,0,0,,2.0,2.0,0,0,0,10,1,0,0,0,0,0,4.04,-0.29600000000000004,2.36,-0.10%,-0.62,8b 1-3 0 out a2,10b end d 1,2.0,BOS,3.333333333333333,L,6,7,,
10,11,4,2011-04-04,NYA,MIN,GS-6,W(1-0),99,6.0,6,3,3,1,3,0,0,4.5,24,83,50,14,6,12,8,3,0,0,50.0,,,0,0,0,23,4,0,0,2,0,1,0.98,0.08800000000000001,1.01,0.05%,0.19,1t start tie,6t 3 out a1,,NYY,1.1666666666666667,W,4,3,,
11,12,8,2011-04-09,NYA,BOS,GS-5,,4,4.1,7,4,4,3,3,0,1,6.1,24,87,49,13,5,8,9,3,0,0,33.0,,,0,0,0,20,2,0,0,0,0,0,1.39,-0.21,1.51,-0.14%,-2.31,1b start tie,5b 12- 1 out a3,,BOS,2.4390243902439033,W,9,4,,
12,13,12,2011-04-15,NYA,TEX,GS-5,L(1-1),5,4.1,4,5,5,5,3,0,1,7.36,21,86,45,12,4,7,5,1,1,0,33.0,,,0,1,0,15,2,0,0,1,0,0,0.99,-0.22699999999999998,1.15,-0.16%,-2.29,1t start tie,5t 12- 1 out d3,,NYY,2.1951219512195124,L,3,5,,
13,14,15,2011-04-19,NYA,TOR,10-GF(10),L(1-2),3,0.2,2,1,1,0,0,0,0,7.63,4,14,8,1,0,1,3,0,0,0,,0.0,0.0,0,0,0,4,1,0,0,0,0,0,2.68,-0.359,3.71,-0.30%,-0.81,10b --- 0 out tie,10b end d 1,,TOR,10.0,L,5,6,,
14,15,20,2011-04-26,NYA,CHW,GS-7,,6,6.1,5,1,1,2,3,0,0,5.82,25,92,54,21,4,11,9,4,1,0,60.0,,,1,1,0,23,0,0,0,0,0,0,1.23,0.233,1.52,0.17%,2.17,1t start tie,7t 1-- 1 out a1,,NYY,1.1475409836065575,L,2,3,,
15,16,25,2011-05-01,NYA,TOR,GS-7,W(2-2),4,6.1,6,2,2,4,5,1,0,5.14,28,100,60,22,4,7,12,4,2,0,54.0,,,2,1,0,24,1,0,0,0,0,0,1.04,0.095,1.48,0.08%,1.17,1t start tie,7t 1-- 1 out a3,,NYY,1.639344262295082,W,5,2,,
16,17,30,2011-05-06,NYA,TEX,GS-8,W(3-2),4,7.1,2,1,0,1,1,0,0,4.08,25,98,62,21,2,17,6,3,0,0,72.0,,,0,0,0,24,0,0,0,1,0,1,0.79,0.32799999999999996,1.01,0.25%,3.42,1b start a 2,8b 12- 1 out a4,,TEX,0.4225352112676057,W,4,1,,
17,18,35,2011-05-12,NYA,KCR,GS-4,L(3-3),5,3.0,10,8,4,2,2,2,0,4.7,22,73,48,11,2,8,10,4,1,0,15.0,,,0,0,0,20,3,0,0,0,0,1,0.77,-0.386,1.07,-0.32%,-6.8,1t start tie,4t 1-- 0 out d8,,NYY,4.0,L,5,11,,
18,19,40,2011-05-17,NYA,TBR,GS-6,W(4-3),4,5.1,4,1,1,2,4,1,0,4.33,23,100,58,16,4,7,10,2,1,0,58.0,,,0,0,0,21,0,0,1,0,0,1,1.12,-0.034,1.39,-0.03%,0.26,1b start tie,6b 123 1 out a1,,TBR,1.1764705882352942,W,6,2,,
19,20,45,2011-05-22,NYA,NYM,GS-7,,4,6.2,11,3,3,1,2,0,0,4.29,30,110,70,17,2,17,10,7,1,0,41.0,,,1,0,0,29,1,0,0,2,0,0,0.96,-0.031,1.19,-0.02%,0.38,1t start tie,7t -2- 2 out d2,,NYY,1.9354838709677415,W,9,3,,
20,21,50,2011-05-28,NYA,SEA,GS-4,,5,3.2,5,4,4,3,1,0,1,4.67,20,74,42,14,3,14,1,0,0,0,33.0,,,1,0,0,16,2,0,0,0,0,0,1.42,-0.371,1.8,-0.28%,-2.61,1b start tie,4b 12- 2 out d1,,SEA,2.5,L,4,5,,
21,22,55,2011-06-03,NYA,LAA,GS-7,L(4-4),5,6.0,8,3,2,2,2,0,0,4.5,28,92,58,15,3,9,15,4,3,0,46.0,,,1,0,0,26,2,0,0,0,0,0,1.1,-0.11,1.65,-0.10%,-0.61,1b start tie,7b 1-- 0 out d1,,LAA,1.6666666666666667,L,2,3,,
22,23,61,2011-06-10,NYA,CLE,GS-7,W(5-4),6,7.0,4,2,2,3,6,1,0,4.3,28,100,66,21,11,12,7,1,1,0,64.0,,,0,0,0,25,1,0,0,0,0,0,0.51,0.17300000000000001,0.75,0.15%,1.72,1t start tie,7t 3 out a5,,NYY,1.0,W,11,7,,
23,24,66,2011-06-15,NYA,TEX,GS-6,W(6-4),4,5.2,7,4,4,3,2,1,0,4.46,27,89,57,14,5,13,9,4,0,0,38.0,,,1,0,0,23,1,0,0,1,1,1,1.3,-0.10400000000000001,2.04,-0.10%,-1.05,1t start tie,6t 1-- 2 out a2,,NYY,1.9230769230769231,W,12,4,,
24,25,71,2011-06-20,NYA,CIN,GS-8,W(7-4),4,8.0,4,1,1,0,7,0,0,4.13,28,105,70,17,9,16,5,5,0,0,77.0,,,1,0,0,28,0,0,0,1,0,0,0.68,0.292,1.04,0.27%,2.8,1b start a 4,8b 3 out a4,,CIN,0.5,W,5,3,,
