,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
0,1,72,2017-06-24,NYA,TEX,7-8,,99,1.1,0,0,0,0,1,0,0,0.0,4,17,11,4,0,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.23,0.024,0.35,0.02%,0.67,7t --- 2 out d3,8t 3 out d3,,NYY,0.0,L,1,8,,
1,2,73,2017-06-25,NYA,TEX,5-5,,0,1.0,0,0,0,2,1,0,0,0.0,4,21,11,6,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,0.18,0.005,0.28,0.01%,0.55,5t --- 0 out d7,5t 3 out d7,,NYY,2.0,L,6,7,,
2,3,76,2017-06-28,NYA,CHW,9-GF,,2,1.0,1,1,1,0,2,1,0,2.7,4,22,14,1,6,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,-0.49,9b --- 0 out a10,9b end a 9,,CHW,1.0,W,12,3,,
3,4,77,2017-06-29,NYA,CHW,8-GF(8),,0,1.0,0,0,0,0,1,0,0,2.08,3,9,7,3,0,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.42,0.032,0.61,0.03%,0.51,8b --- 0 out d1,8b end d 1,,CHW,0.0,L,3,4,,
4,5,80,2017-07-02,NYA,HOU,6-6,,2,0.2,1,0,0,1,0,0,0,1.8,4,14,8,3,0,3,0,0,0,0,,1,1,0,0,0,3,0,0,0,0,0,0,0.14,-0.006999999999999999,0.21,-0.01%,-0.32,6b -2- 1 out d5,6b 3 out d6,,HOU,10.0,L,1,8,,
5,6,84,2017-07-07,NYA,MIL,5-6,,4,0.2,1,2,2,1,0,0,0,4.76,3,17,11,2,1,0,2,2,0,0,,2,0,0,0,0,2,1,0,0,0,0,0,2.02,-0.07400000000000001,2.76,-0.06%,-0.54,5t 12- 1 out a1,6t -23 0 out a2,,NYY,10.0,L,4,9,,
6,7,86,2017-07-09,NYA,MIL,6-6,,1,0.1,0,0,0,0,0,0,0,4.5,1,4,3,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,1.32,0.035,1.81,0.03%,0.46,6t 12- 2 out d2,6t 3 out d2,,NYY,0.0,L,3,5,,
7,8,94,2017-07-16,MIL,PHI,6-6,BS(1),6,1.0,3,1,1,0,2,1,0,5.14,6,24,16,4,3,0,4,2,1,0,,3,3,0,0,0,6,0,0,0,0,0,0,1.16,-0.23199999999999998,1.61,-0.19%,-1.63,6t 123 0 out a1,6t 3 out d3,,MIL,3.0,L,2,5,,
8,9,95,2017-07-17,MIL,PIT,8-GF(8),,0,1.0,3,1,1,1,1,0,0,5.63,7,22,15,3,2,2,3,3,0,0,,0,0,0,0,0,6,0,0,1,0,0,0,0.57,-0.057999999999999996,1.01,-0.06%,-0.5,8b --- 0 out d1,8b end d 2,,PIT,4.0,L,2,4,,
9,10,19,2018-04-17,SDN,LAD,12-12,L(0-1),99,0.1,2,3,3,1,0,0,0,81.0,4,18,9,2,1,2,1,1,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,3.74,-0.441,2.79,-0.20%,-2.19,12t --- 0 out tie,12t -2- 1 out d2,,SDP,30.0,L,3,7,-7.05,-8.0
10,11,20,2018-04-18,SDN,LAD,4-6,,0,3.0,1,0,0,1,3,0,0,8.1,11,42,27,8,7,4,3,1,1,0,,0,0,0,0,0,10,1,0,0,0,0,0,0.14,0.026000000000000002,0.09,0.01%,1.35,4t --- 0 out d5,6t 3 out d5,,SDP,0.6666666666666666,L,4,13,11.55,18.0
