Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,137,2005-09-05,MIN,TEX,9-GF,,99,1.0,1,1,1,0,2,1,0,9.00,4,17,10,2,2,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.01,-0.001,.00,0.00%,-0.46,9t --- 0 out d6,9t end d 7,,MIN,1.0,L,0,7,,
2,141,2005-09-10,MIN,CLE,8-GF(8),,4,1.0,0,0,0,0,3,0,0,4.50,3,15,9,4,5,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.001,.00,0.00%,0.51,8b --- 0 out d5,8b end d 5,,CLE,0.0,L,5,7,,
3,145,2005-09-14,MIN,DET,GS-5,,3,5.0,2,2,2,1,6,1,0,3.86,17,69,44,12,15,2,8,2,2,0,60,,,0,0,0,16,0,0,0,1,0,0,.72,0.009,.02,0.00%,0.56,1b start tie,5b 3 out d1,,DET,0.6,L,2,4,,
4,150,2005-09-20,MIN,OAK,GS-4,L(0-1),5,3.2,6,6,6,3,6,0,0,7.59,19,93,57,14,12,6,4,3,0,0,28,,,0,1,1,16,2,0,0,0,0,0,1.11,-0.244,.00,0.00%,-2.51,1b start tie,4b -23 2 out d3,,OAK,2.8125,L,3,8,,
5,155,2005-09-25,MIN,CHW,GS-6,L(0-2),4,6.0,5,4,4,3,8,1,0,7.02,26,98,57,9,18,9,6,2,2,0,51,,,3,0,0,23,0,1,0,0,0,0,.66,-0.149,.00,0.00%,-0.74,1b start tie,6b 3 out d3,,CHW,1.3333333333333333,L,1,4,,
6,160,2005-09-30,MIN,DET,GS-7,W(1-2),4,7.0,5,2,2,0,8,1,0,5.70,24,72,55,17,13,7,9,5,2,0,67,,,0,0,0,24,0,0,0,1,0,0,1.09,0.198,.00,0.00%,1.77,1t start tie,7t 3 out a1,,MIN,0.7142857142857143,W,7,3,,
7,2,2006-04-05,MIN,TOR,7-8,,99,2.0,2,0,0,0,3,0,0,0.00,8,28,22,5,7,3,2,2,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,.21,0.041,.20,0.02%,1.11,7b --- 0 out a4,8b 3 out a8,,TOR,1.0,W,13,4,,
8,5,2006-04-08,MIN,CLE,5-7,,2,2.2,2,0,0,0,4,0,0,0.00,10,38,27,7,6,2,4,1,2,0,,1,0,0,0,0,10,0,0,0,0,0,0,.32,0.081,.35,0.05%,2.07,5b --3 1 out d3,7b 3 out d3,,CLE,0.9090909090909091,L,0,3,,
9,9,2006-04-13,MIN,OAK,7-8,,4,2.0,1,0,0,0,5,0,0,0.00,7,25,18,6,8,0,2,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,.31,0.033,.28,0.02%,1.08,7t --- 0 out a5,8t 3 out a5,,MIN,0.5,W,8,2,,
10,11,2006-04-15,MIN,NYY,7-9,,1,1.2,0,0,0,1,1,0,0,0.00,6,26,15,5,4,4,0,0,0,0,,2,0,2,0,0,5,0,0,0,0,0,0,1.27,0.130,1.31,0.08%,1.10,7t 12- 1 out d1,9t 1-- 0 out d1,,MIN,0.8333333333333334,W,6,5,,
11,14,2006-04-19,MIN,LAA,7-8,,3,1.0,2,1,1,1,2,0,0,0.96,6,28,15,3,4,3,0,0,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,.95,-0.111,.88,-0.06%,-0.73,7t --- 1 out d1,8t 1-- 1 out d1,,MIN,3.0,W,12,10,,
12,17,2006-04-22,MIN,CHW,7-7,,2,1.0,2,0,0,1,0,0,0,0.87,5,16,11,2,3,4,0,0,0,0,,1,1,0,0,0,4,0,0,0,1,0,0,.23,-0.008,.23,-0.01%,-0.03,7b 1-- 0 out d4,7b 3 out d5,,CHW,3.0,L,2,9,,
13,19,2006-04-25,MIN,KCR,7-7,W(1-0),2,1.0,1,0,0,1,1,0,0,0.79,5,23,12,1,3,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.06,0.049,.86,0.02%,0.56,7b --- 0 out d1,7b 3 out d1,,KCR,2.0,W,2,1,,
14,23,2006-04-29,MIN,DET,3-6,,3,3.0,8,5,5,0,5,1,0,3.77,17,64,46,10,15,4,8,4,0,0,,1,1,0,0,0,17,3,0,0,0,0,0,.02,-0.011,.02,-0.01%,-3.34,3b 1-- 2 out d8,6b 1-- 2 out d12,,DET,2.6666666666666665,L,1,18,,
15,27,2006-05-03,MIN,KCR,8-GF,,3,2.0,1,0,0,0,3,0,0,3.31,7,30,20,9,4,2,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.22,0.021,.13,0.01%,1.08,8t --- 0 out a5,9t end a 5,,MIN,0.5,W,6,1,,
16,30,2006-05-06,MIN,DET,7-7,,2,0.2,3,2,2,0,1,0,0,4.24,5,14,10,2,1,2,2,0,0,0,,0,0,0,0,0,5,2,0,0,0,0,0,1.82,-0.297,1.07,-0.10%,-1.80,7t --- 0 out tie,7t -2- 2 out d2,,MIN,15.0,W,7,6,,
17,33,2006-05-09,MIN,TEX,7-GF,S(1),2,3.0,4,0,0,0,3,0,0,3.60,12,46,30,5,9,3,6,3,1,0,,0,0,0,0,0,12,0,0,0,2,0,1,.12,0.016,.07,0.01%,1.68,7b --- 0 out a6,9b end a10,,TEX,1.3333333333333333,W,15,5,,
18,36,2006-05-13,MIN,CHW,6-8,H(1),3,2.1,1,0,0,0,4,0,0,3.22,8,32,24,7,7,3,1,1,0,0,,1,0,0,0,0,8,0,0,0,0,0,0,.89,0.151,.81,0.08%,1.42,6t -2- 2 out a1,8t 3 out a3,,MIN,0.47619047619047616,W,8,4,,
