Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,1,2019-03-28,TEX,CHC,6-6,,99,0.0,0,0,0,1,0,0,0,---,1,4,0,0,0,0,0,0,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,.37,-0.015,.34,-0.01%,-1.00,-0.60,0.00,6t 123 2 out d6,6t 123 2 out d7,,TEX,inf,L,4,12
2,3,2019-03-31,TEX,CHC,6-7,,2,1.0,1,0,0,2,1,0,0,0.00,6,26,14,3,3,2,1,0,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,.82,0.036,.75,0.02%,0.61,2.45,6.00,6t 12- 2 out d3,7t 12- 2 out d2,,TEX,3.0,W,11,10
3,10,2019-04-07,TEX,LAA,5-6,,6,2.0,2,2,2,1,1,1,1,6.00,10,39,22,12,2,2,5,2,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,.50,-0.061,.55,-0.04%,-0.92,0.10,3.00,5b --- 0 out d2,6b 3 out d4,,LAA,1.5,L,2,7
4,12,2019-04-10,TEX,ARI,9-GF,S(1),2,0.2,0,0,0,0,1,0,0,4.91,2,9,4,1,2,0,1,1,0,0,,3,0,0,0,0,2,0,0,0,0,0,0,4.47,0.210,3.68,0.10%,1.61,3.50,5.00,9b 123 1 out a3,9b end a 3,,ARI,0.0,W,5,2
5,15,2019-04-15,TEX,LAA,8-9,,4,1.2,1,2,2,3,0,1,1,6.75,10,37,16,8,0,3,3,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.12,-0.007,.11,0.00%,-1.62,-3.25,-1.00,8t --- 0 out a7,9t 123 2 out a5,,TEX,3.3333333333333335,W,12,7
6,51,2019-05-27,TEX,SEA,7-GF(8),,41,1.1,0,1,1,3,2,0,0,6.75,7,38,18,5,5,1,1,0,0,0,,0,0,4,0,0,4,0,0,0,0,0,0,.14,-0.009,.13,-0.01%,-0.38,3.20,7.00,7b --- 2 out d3,8b end d 4,,SEA,2.727272727272727,L,2,6
7,94,2019-07-14,TEX,HOU,7-8,,47,2.0,3,3,3,1,2,2,0,8.31,10,39,23,5,5,1,6,2,0,0,,3,3,0,0,0,9,0,0,0,0,0,0,.05,-0.031,.06,-0.02%,-2.92,0.10,3.00,7t 123 0 out d4,8t 3 out d8,,TEX,2.0,L,4,12
8,96,2019-07-17,TEX,ARI,5-6,,2,1.2,3,3,3,3,3,1,0,9.58,11,51,29,8,8,3,2,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.00,0.000,.00,0.00%,-2.62,0.15,5.00,5t --- 0 out d11,6t 123 2 out d14,,TEX,5.0,L,4,19
9,98,2019-07-20,TEX,HOU,8-8,,2,0.1,1,0,0,1,0,0,0,9.28,3,10,5,1,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,.02,-0.002,.01,0.00%,-0.68,-0.45,1.00,8b --- 0 out d5,8b 1-3 1 out d5,,HOU,20.0,L,1,6
10,100,2019-07-22,TEX,SEA,8-GF(8),,1,0.2,0,0,0,0,0,0,0,8.74,1,6,3,0,1,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,.06,0.001,.02,0.00%,0.54,1.50,2.00,8b 1-- 1 out d5,8b end d 5,,SEA,0.0,L,3,7
11,101,2019-07-23,TEX,SEA,9-GF,,0,1.0,0,0,0,0,0,0,0,8.03,3,14,9,2,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.11,0.008,.03,0.00%,0.51,2.25,3.00,9b --- 0 out a5,9b end a 5,,SEA,0.0,W,7,2
12,107,2019-07-30,TEX,SEA,9-GF,,6,0.1,0,0,0,0,0,0,0,7.82,1,5,2,0,0,0,1,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.37,0.010,.08,0.00%,0.50,0.75,1.00,9t 12- 2 out d3,9t end d 3,,TEX,0.0,L,5,8
