,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,127,2018-08-23,,DET,7-GF(8),,99,1.1,0,0,0,0,2,0,0,0.0,4,20,12,4,3,1,1,0,0,0,,1.0,0.0,0,0,0,4,0,0,0,0,0,0,0.02,0.002,0.0,0.00%,0.86,7.0,10.0,7b -2- 2 out d7,8b end d 5,,DET,0.0,L,2,7
1,2,134,2018-08-30,,BOS,8-8,,6,1.0,0,0,0,0,0,0,0,0.0,3,16,11,1,1,0,3,0,2,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.41,0.107,0.0,0.00%,0.5,2.25,3.0,8t --- 0 out tie,8t 3 out tie,,CHW,0.0,L,4,9
2,3,136,2018-09-01,,BOS,7-8,,1,1.1,2,1,1,0,0,1,0,2.45,5,14,8,3,0,2,3,2,0,0,,2.0,1.0,0,0,0,5,0,0,0,1,0,0,0.3,-0.022000000000000002,0.0,0.00%,-0.42,-0.2,1.0,7t 1-3 1 out d3,8t --- 2 out d5,,CHW,1.818181818181818,L,1,6
3,4,139,2018-09-04,,DET,8-8,,2,1.0,2,1,1,0,2,1,0,3.86,4,13,9,2,2,0,2,1,0,0,,1.0,1.0,0,0,0,4,0,0,0,0,0,0,0.13,-0.039,0.0,0.00%,-1.12,3.05,6.0,8t 1-- 0 out d3,8t 3 out d5,,CHW,2.0,L,3,8
4,5,145,2018-09-11,,KCR,5-6,,6,1.2,2,0,0,0,0,0,0,2.84,5,19,12,4,3,3,2,1,1,0,,2.0,2.0,2,1,1,5,0,0,0,1,0,0,0.31,-0.048,0.0,0.00%,-0.57,2.55,5.0,5b 12- 1 out d3,6b 3 out d5,,KCR,1.6666666666666667,L,3,6
5,6,149,2018-09-16,,BAL,8-8,,4,0.1,2,1,1,1,0,0,1,4.05,5,13,5,0,1,2,1,0,0,0,,0.0,0.0,0,0,0,2,1,0,0,0,0,0,0.08,-0.02,0.0,0.00%,-2.07,-3.65,-2.0,8b --- 0 out d3,8b 123 1 out d4,,BAL,30.0,L,4,8
6,7,155,2018-09-23,,CHC,5-6,,6,2.0,1,0,0,2,2,0,0,3.12,9,30,19,6,8,3,2,1,0,0,,0.0,0.0,0,0,0,7,1,0,1,0,0,0,0.14,0.016,0.0,0.00%,1.0,6.7,12.0,5t --- 0 out d6,6t 3 out d5,,CHW,1.5,L,1,6
7,8,158,2018-09-26,,CLE,4-5,,2,1.0,3,5,5,3,0,1,0,7.45,9,32,15,5,0,1,5,3,0,0,,0.0,0.0,0,0,0,6,1,0,0,0,0,0,0.48,-0.205,0.0,0.00%,-3.85,-11.35,-12.0,4t --- 0 out d2,5t 1-3 0 out d5,,CHW,6.0,L,2,10
8,9,1,2019-03-28,,KCR,7-7,,99,0.2,1,2,2,1,0,0,0,27.0,4,26,14,4,0,2,1,1,0,0,,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0.25,-0.027000000000000003,0.27,-0.02%,-0.69,-3.7,-4.0,7b --- 0 out d3,7b 1-- 2 out d4,,KCR,10.0,L,3,5
9,10,3,2019-03-31,,KCR,7-7,,2,0.1,0,0,0,0,0,0,0,18.0,1,1,1,0,0,1,0,0,0,0,,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0.54,0.016,0.53,0.01%,0.25,0.75,1.0,7b 1-- 2 out a4,7b 3 out a4,,KCR,0.0,W,6,3
10,11,5,2019-04-03,,CLE,7-7,,2,1.0,0,0,0,0,1,0,0,9.0,3,11,6,2,1,1,1,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.32,0.026000000000000002,0.32,0.02%,0.58,4.25,6.0,7b --- 0 out a5,7b 3 out a5,,CLE,0.0,W,8,3
11,12,6,2019-04-05,,SEA,6-7,W(1-0),1,1.1,1,0,0,0,1,0,0,5.4,5,17,10,4,1,0,4,1,2,0,,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.49,0.047,0.45,0.03%,0.65,8.4,19.0,6t --- 2 out d2,7t 3 out d2,,CHW,0.9090909090909092,W,10,8
12,13,8,2019-04-07,,SEA,3-4,,1,1.1,1,2,2,1,1,1,0,7.71,6,38,21,5,4,3,1,1,0,0,,1.0,0.0,0,0,0,5,0,0,0,0,0,0,0.23,-0.031,0.21,-0.02%,-0.87,-0.2,1.0,3t -2- 1 out d6,4t --- 2 out d7,,CHW,1.818181818181818,L,5,12
