Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,126,2019-08-21,SDP,CIN,3-3,L(0-1),99,0.1,2,3,1,1,0,0,0,27.00,5,12,7,1,2,2,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,1,1.49,-0.217,.10,-0.01%,-2.08,-3.05,-2.00,3b --- 0 out a1,3b 123 1 out tie,,CIN,30.0,L,2,4
2,127,2019-08-23,SDP,BOS,6-8,,1,2.2,4,2,2,0,2,1,0,9.00,12,41,27,8,5,6,4,2,0,0,,2,2,0,0,0,12,0,0,0,0,0,0,.01,-0.008,.00,0.00%,-1.59,3.60,8.00,6t -23 1 out d7,8t 3 out d11,,SDP,1.8181818181818181,L,0,11
3,143,2019-09-09,SDP,CHC,5-5,,16,0.2,1,0,0,0,0,0,0,7.36,3,9,6,2,0,2,1,1,0,0,,1,1,0,0,0,2,0,0,0,0,0,0,.29,-0.018,.00,0.00%,-0.47,0.90,2.00,5t 1-- 1 out d5,5t 3 out d6,,SDP,5.0,L,2,10
4,147,2019-09-13,SDP,COL,4-5,,3,1.1,1,0,0,1,1,0,0,5.40,6,20,11,4,0,1,3,0,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,.12,0.009,.00,0.00%,0.76,3.80,7.00,4b --- 2 out d6,5b 3 out d6,,COL,1.8181818181818181,L,8,10
5,150,2019-09-16,SDP,MIL,4-4,,2,0.1,0,0,0,0,1,0,0,5.06,1,5,4,3,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.01,0.028,.00,0.00%,0.38,2.75,4.00,4b --3 2 out d2,4b 3 out d2,,MIL,0.0,L,1,5
6,154,2019-09-20,SDP,ARI,9-GF,,3,1.0,0,0,0,0,1,0,0,4.26,3,14,10,3,0,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.50,4.25,6.00,9t --- 0 out d9,9t end d 9,,SDP,0.0,L,0,9
7,156,2019-09-22,SDP,ARI,6-6,,1,1.0,1,0,0,1,1,0,0,3.68,5,23,15,2,4,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.11,0.038,.00,0.00%,0.50,3.05,6.00,6t --- 0 out d2,6t 3 out d2,,SDP,2.0,W,6,4
8,159,2019-09-26,SDP,LAD,9-GF,,3,1.0,1,0,0,0,1,0,0,3.24,3,12,9,4,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.67,0.038,.00,0.00%,0.50,3.65,6.00,9t --- 0 out d1,9t end d 1,,SDP,1.0,L,0,1
9,160,2019-09-27,SDP,ARI,5-6,,0,1.1,0,0,0,0,0,0,1,2.79,6,20,17,5,2,5,0,0,0,0,,3,1,0,0,0,5,0,0,0,0,0,1,1.77,0.016,.00,0.00%,0.33,2.40,4.00,5b 123 2 out tie,6b 3 out tie,,ARI,0.0,L,3,6
10,162,2019-09-29,SDP,ARI,5-6,,1,2.0,2,0,0,0,0,0,0,2.31,8,25,18,4,3,8,0,0,0,0,,0,0,0,0,0,8,0,0,0,1,0,1,1.31,0.146,.00,0.00%,1.07,3.30,6.00,5b --- 0 out tie,6b 3 out tie,,ARI,1.0,L,0,1
