,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,118,2018-08-13,TOR,KCR,GS-5,L(0-1),99,5.0,6,3,3,3,3,1,0,5.4,22,97,62,11,12,5,11,4,2,0,43.0,,,0,0,0,19,0,0,0,2,0,0,0.96,-0.106,0.0,0.00%,-0.44,5.85,15.0,1b start a 1,5b 3 out d2,,KCR,1.8,L,1,3
1,2,123,2018-08-18,TOR,NYY,GS-5,L(0-2),4,4.1,7,8,6,3,6,3,0,8.68,24,96,57,11,10,5,10,5,1,0,24.0,,,1,0,0,20,1,0,0,0,1,1,0.56,-0.324,0.0,0.00%,-5.98,3.75,13.0,1b start tie,5b 1-- 1 out d8,,NYY,2.4390243902439033,L,6,11
2,3,136,2018-09-02,TOR,MIA,GS-7,W(1-2),14,7.0,4,1,1,1,10,0,1,5.51,26,101,69,20,15,5,9,5,0,0,74.0,,,0,0,0,24,0,0,0,0,0,0,0.81,0.228,0.0,0.00%,2.18,34.15,60.0,1b start a 1,7b 3 out a5,,MIA,0.7142857142857143,W,6,1
3,4,142,2018-09-08,TOR,CLE,GS-5,L(1-3),5,4.2,5,6,6,5,3,2,0,6.86,23,106,59,20,5,5,10,4,2,0,28.0,,,0,0,0,18,1,0,0,0,0,0,1.03,-0.278,0.0,0.00%,-1.93,-1.5,5.0,1t start tie,5t 12- 2 out d1,,TOR,2.380952380952381,L,8,9
4,5,148,2018-09-15,TOR,NYY,GS-5,W(2-3),6,5.0,2,0,0,4,10,0,0,5.54,21,92,55,18,14,4,3,1,1,0,69.0,,,0,0,0,17,0,0,0,0,0,0,1.09,0.183,0.0,0.00%,2.56,31.65,57.0,1b start tie,5b 3 out a5,,NYY,1.2,W,8,7
5,6,154,2018-09-21,TOR,TBR,GS-5,L(2-4),5,4.0,6,4,2,4,5,0,0,5.4,22,95,56,14,13,5,8,5,1,0,39.0,,,0,0,0,18,3,1,0,1,0,1,1.04,-0.368,0.0,0.00%,-2.92,9.0,21.0,1t start tie,5t --3 0 out d1,,TOR,2.5,L,3,11
6,7,159,2018-09-26,TOR,HOU,GS-4,,4,3.1,1,1,1,1,5,0,0,5.13,12,49,28,7,8,2,4,2,0,0,58.0,,,1,0,0,11,0,0,0,0,0,0,0.91,0.038,0.0,0.00%,0.48,14.3,22.0,1t start tie,4t 1-- 1 out a1,,TOR,0.6451612903225806,W,3,1
7,8,5,2019-04-01,TOR,BAL,GS-2,L(0-1),99,2.0,4,5,3,2,3,1,1,13.5,14,52,32,11,5,3,5,3,0,0,33.0,,,0,0,0,10,0,0,0,0,1,0,0.84,-0.32899999999999996,0.91,-0.21%,-3.93,0.3,6.0,1t start tie,2t 3 out d5,,TOR,3.0,L,5,6
8,9,79,2019-06-24,TOR,NYY,6-8,,83,2.0,2,0,0,3,2,0,0,6.75,11,42,23,4,6,2,4,1,1,0,,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0.06,0.002,0.0,0.00%,0.74,5.5,12.0,6b --- 2 out d8,8b 12- 2 out d3,,NYY,2.5,L,8,10
9,10,82,2019-06-28,TOR,KCR,GS-6,,3,5.1,5,2,2,1,3,1,0,4.82,21,67,42,9,5,8,9,4,1,0,52.0,,,0,0,0,20,1,0,0,1,0,0,0.91,0.022000000000000002,0.0,0.00%,0.66,10.4,19.0,1t start tie,6t 1-- 1 out d2,,TOR,1.1764705882352942,W,6,2
10,11,86,2019-07-02,TOR,BOS,3-6,,3,3.1,0,0,0,0,4,0,0,3.55,10,44,30,8,9,3,3,2,0,0,,2.0,0.0,0,0,0,10,0,0,0,0,0,0,0.13,0.035,0.0,0.00%,2.13,15.5,22.0,3t 1-3 2 out d6,6t 3 out d6,,TOR,0.0,L,6,10
