Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,15,2019-04-11,SEA,KCR,7-8,,99,2.0,3,2,2,2,4,0,0,9.00,11,44,24,4,9,1,4,1,1,0,,0,0,0,0,0,9,2,0,0,0,0,0,.53,-0.123,.63,-0.09%,-0.88,5.50,12.00,7b --- 0 out d1,8b 3 out d2,,KCR,2.5,W,7,6
2,21,2019-04-17,SEA,CLE,GS-6,L(0-1),5,6.0,2,1,1,0,5,1,0,3.38,20,81,50,14,10,5,10,6,1,0,69,,,0,0,0,20,0,0,0,0,0,0,.74,0.188,.86,0.13%,2.08,20.30,30.00,1t start tie,6t 3 out d1,,SEA,0.3333333333333333,L,0,1
3,26,2019-04-23,SEA,SDP,GS-6,L(0-2),5,5.2,7,5,4,0,3,2,0,4.61,25,83,63,10,7,8,14,3,3,0,40,,,0,0,0,25,1,0,0,0,0,1,.60,-0.200,.73,-0.15%,-1.31,6.55,14.00,1b start tie,6b -2- 2 out d2,,SDP,1.346153846153846,L,3,6
4,31,2019-04-28,SEA,TEX,GS-5,L(0-3),4,4.0,11,9,6,0,2,2,0,6.62,24,69,49,14,2,8,14,7,1,0,12,,,1,0,0,23,1,0,0,1,1,2,.73,-0.361,1.03,-0.30%,-6.87,-5.60,0.00,1t start tie,5t --3 0 out d7,,SEA,2.75,L,1,14
5,36,2019-05-05,SEA,CLE,GS-6,W(1-3),6,6.0,1,0,0,3,3,0,0,4.94,22,106,63,15,4,5,11,4,3,0,70,,,0,0,0,19,1,0,0,0,0,0,.28,0.129,.30,0.09%,3.45,21.10,39.00,1b start a 4,6b 3 out a10,,CLE,0.6666666666666666,W,10,0
6,41,2019-05-10,SEA,BOS,GS-5,L(1-4),4,4.2,7,7,7,0,4,2,0,6.35,22,81,54,13,10,7,11,5,1,0,26,,,0,0,0,22,2,0,0,0,0,1,.65,-0.239,.69,-0.15%,-3.45,0.30,5.00,1b start tie,5b -2- 2 out d6,,BOS,1.6666666666666665,L,1,14
7,46,2019-05-16,SEA,MIN,GS-4,L(1-5),5,3.0,9,8,8,0,3,4,0,8.04,18,64,44,9,5,4,11,6,1,0,12,,,0,0,0,18,1,0,0,0,0,0,.81,-0.420,.72,-0.22%,-6.46,-8.65,-6.00,1t start tie,4t --- 0 out d7,,SEA,3.0,L,6,11
8,99,2019-07-17,SEA,OAK,GS-2,,61,2.0,2,2,2,1,2,1,0,8.10,9,48,33,10,4,2,4,1,2,0,45,,,0,0,0,8,1,0,0,0,0,0,.83,-0.107,.00,0.00%,-0.95,2.70,6.00,1b start tie,2b 3 out tie,,OAK,1.5,L,2,10
9,102,2019-07-21,SEA,LAA,6-7,,3,2.0,2,1,1,0,1,1,0,7.90,7,30,20,5,0,4,2,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.03,0.000,.00,0.00%,0.03,3.30,6.00,6t --- 0 out d7,7t 3 out d8,,SEA,1.0,L,3,9
10,106,2019-07-25,SEA,DET,GS-2,,3,2.0,0,0,0,1,3,0,0,7.47,7,32,17,3,5,0,3,0,0,0,58,,,1,0,0,6,0,0,0,0,0,0,.94,0.100,.00,0.00%,1.03,9.90,15.00,1t start tie,2t 3 out tie,,SEA,0.5,W,10,2
11,111,2019-07-31,SEA,TEX,7-GF(8),,5,1.2,1,0,0,1,2,0,0,7.15,7,29,19,5,4,2,2,1,0,0,,1,0,1,0,0,6,0,0,1,0,0,0,.33,0.029,.00,0.00%,1.23,6.55,11.00,7b 1-- 1 out d4,8b end d 2,,TEX,1.6666666666666667,L,7,9
12,115,2019-08-06,SEA,SDP,7-8,,5,1.2,3,3,3,0,2,2,1,7.52,9,39,23,6,3,3,3,2,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.10,-0.009,.00,0.00%,-2.08,-0.65,2.00,7t --- 0 out d5,8t --- 2 out d8,,SEA,2.5,L,4,9
13,120,2019-08-13,SEA,DET,9-GF,,6,1.0,1,0,0,0,3,0,0,7.34,4,20,13,4,5,1,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.19,0.010,.00,0.00%,0.56,7.65,12.00,9b --- 0 out a5,9b end a 5,,DET,1.0,W,11,6
14,126,2019-08-19,SEA,TBR,6-7,,5,2.0,0,0,0,1,1,0,0,7.01,7,23,14,6,2,0,5,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.25,0.030,.00,0.00%,1.07,5.90,9.00,6b --- 0 out a6,7b 3 out a6,,TBR,0.5,W,9,3
15,130,2019-08-24,SEA,TOR,9-GF,,4,1.0,0,0,0,1,0,0,0,6.85,3,16,10,1,2,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.31,0.018,.00,0.00%,0.51,1.65,3.00,9t --- 0 out d2,9t end d 2,,SEA,1.0,L,5,7
16,132,2019-08-26,SEA,NYY,7-7,,1,1.0,1,0,0,0,1,0,0,6.70,4,12,10,3,3,2,1,0,0,0,,0,0,0,0,0,4,0,1,0,0,0,0,.61,0.036,.00,0.00%,0.51,3.65,6.00,7t --- 0 out d2,7t 3 out d2,,SEA,1.0,L,4,5
17,133,2019-08-27,SEA,NYY,8-8,,0,1.0,0,0,0,0,1,0,0,6.56,3,10,7,4,0,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.03,0.002,.00,0.00%,0.51,4.25,6.00,8t --- 0 out d6,8t 3 out d6,,SEA,0.0,L,0,7
18,136,2019-08-30,SEA,TEX,6-GF(8),,2,2.1,0,0,0,0,5,0,0,6.24,7,27,20,8,5,1,1,0,1,0,,1,0,0,0,0,7,0,0,0,0,0,0,.19,0.037,.00,0.00%,1.59,15.25,22.00,6b -2- 2 out d4,8b end d 3,,TEX,0.0,L,3,6
19,140,2019-09-03,SEA,CHC,7-7,,3,1.0,2,1,1,0,0,1,0,6.30,5,27,17,4,1,3,2,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,1,.06,-0.006,.00,0.00%,-0.46,-0.95,0.00,7b --- 0 out d5,7b 3 out d6,,CHC,2.0,L,1,6
20,144,2019-09-08,SEA,HOU,3-3,,4,1.0,3,2,2,1,1,1,0,6.53,7,35,18,7,1,2,3,0,1,0,,2,2,0,0,0,6,1,0,0,0,0,0,.01,-0.002,.00,0.00%,-1.93,-2.15,0.00,3b -23 0 out d9,3b 3 out d13,,HOU,4.0,L,1,21
21,147,2019-09-12,SEA,CIN,9-GF,,3,1.0,0,0,0,0,2,0,0,6.40,3,10,8,3,1,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.00,0.00%,0.51,6.25,9.00,9t --- 0 out d6,9t end d 6,,SEA,0.0,L,5,11
22,148,2019-09-13,SEA,CHW,8-8,,0,1.0,0,0,0,0,0,0,0,6.28,4,13,8,1,2,2,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,.27,0.016,.00,0.00%,0.51,2.25,3.00,8t --- 0 out d3,8t 3 out d3,,SEA,0.0,L,7,9
23,153,2019-09-19,SEA,PIT,11-GF(11),S(1),5,1.0,0,0,0,1,3,0,0,6.17,4,24,15,4,2,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.59,0.203,.00,0.00%,0.51,7.65,12.00,11b --- 0 out a1,11b end a 1,,PIT,1.0,W,6,5
24,155,2019-09-21,SEA,BAL,13-GF(13),S(2),1,1.0,0,0,0,0,1,0,1,6.05,4,14,11,3,2,1,1,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,4.43,0.216,.00,0.00%,0.55,3.65,6.00,13b --- 0 out a1,13b end a 1,,BAL,0.0,W,7,6
25,157,2019-09-24,SEA,HOU,8-8,,2,1.0,1,0,0,0,0,0,0,5.95,3,7,5,0,0,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.27,0.016,.00,0.00%,0.51,1.65,3.00,8t --- 0 out d3,8t 3 out d3,,SEA,1.0,L,0,3
26,160,2019-09-27,SEA,OAK,8-8,,2,1.0,0,0,0,0,0,0,0,5.84,3,13,7,4,0,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.70,0.053,.00,0.00%,0.51,2.25,3.00,8t --- 0 out d1,8t 3 out d1,,SEA,0.0,W,4,3
27,162,2019-09-29,SEA,OAK,8-8,H(1),1,1.0,0,0,0,0,0,0,0,5.74,3,14,10,0,2,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.57,0.044,.00,0.00%,0.51,2.25,3.00,8t --- 0 out a3,8t 3 out a3,,SEA,0.0,W,3,1
