,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,39,2019-05-12,PHI,KCR,GS-7,W(1-0),99,7.0,5,1,1,1,5,0,0,1.29,27,93,64,19,6,6,15,12,1,0,67.0,,,0,0,0,26,0,0,0,0,0,0,0.86,0.179,1.07,0.13%,2.91,24.15,45.0,1b start tie,7b 3 out a5,,KCR,0.8571428571428571,W,6,1
1,2,44,2019-05-17,PHI,COL,GS-6,W(2-0),4,6.0,5,4,3,1,2,1,0,2.77,25,84,60,10,5,8,14,4,4,0,49.0,,,0,0,0,24,2,0,0,1,0,1,1.08,-0.046,1.37,-0.04%,-0.76,11.9,27.0,1t start tie,6t 3 out a1,,PHI,1.0,W,5,4
2,3,49,2019-05-22,PHI,CHC,GS-5,L(2-1),4,4.2,7,7,7,3,6,2,1,5.6,24,84,50,13,8,5,9,5,0,0,25.0,,,0,0,0,20,2,0,0,1,0,0,1.41,-0.434,1.89,-0.35%,-4.41,1.9,11.0,1b start a 1,5b --- 2 out d4,,CHC,2.380952380952381,L,4,8
3,4,58,2019-06-01,PHI,LAD,3-6,,9,3.2,4,2,2,1,5,1,0,5.48,15,60,37,6,14,2,7,3,2,0,,0.0,0.0,0,0,0,14,0,0,0,1,0,0,0.97,-0.08,1.29,-0.06%,-0.21,11.25,20.0,3b --- 1 out tie,6b 3 out d1,,LAD,1.5625,L,3,4
4,5,71,2019-06-16,PHI,ATL,3-6,,14,3.2,9,6,6,1,4,1,1,6.84,22,71,49,10,7,5,11,4,0,0,,1.0,1.0,0,0,0,18,2,0,1,0,1,0,0.15,-0.131,0.29,-0.15%,-4.76,-2.35,5.0,3b 1-- 1 out d3,6b 3 out d9,,ATL,3.125,L,1,15
5,6,72,2019-06-19,PHI,WSN,8-8,,2,0.1,3,3,3,0,1,2,0,7.82,4,15,9,3,0,0,3,1,0,0,,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.28,-0.059000000000000004,0.41,-0.05%,-2.74,-5.05,-5.0,8b --- 0 out d2,8b --- 1 out d5,1.0,WSN,30.0,L,2,6
6,7,98,2019-07-19,PHI,PIT,8-GF,S(1),29,2.0,1,0,0,0,1,0,0,7.24,7,28,20,7,3,2,4,1,3,0,,0.0,0.0,0,0,0,7,0,0,0,0,0,0,0.59,0.098,0.65,0.07%,1.02,5.9,9.0,8b --- 0 out a2,9b end a 5,,PIT,0.5,W,6,1
7,8,103,2019-07-26,PHI,ATL,6-7,,6,2.0,3,4,4,3,0,0,1,7.98,12,52,27,6,3,4,4,1,0,0,,0.0,0.0,0,0,0,7,1,0,0,1,1,0,0.25,-0.075,0.41,-0.08%,-2.92,-7.7,-6.0,6t --- 0 out d4,7t 3 out d8,,PHI,3.0,L,2,9
8,9,138,2019-09-04,PHI,CIN,5-6,,39,1.2,1,0,0,0,1,0,0,7.55,6,19,16,2,5,3,2,1,0,0,,0.0,0.0,0,0,0,6,0,0,0,0,0,0,0.65,0.078,0.58,0.04%,0.84,5.15,8.0,5b --- 0 out d1,6b 1-- 2 out d1,,CIN,0.8333333333333334,L,5,8
9,10,139,2019-09-05,PHI,CIN,7-7,,0,0.2,1,0,0,1,1,0,0,7.39,3,14,9,5,0,0,1,1,0,0,,1.0,0.0,0,0,0,2,0,0,0,0,0,0,1.1,0.048,0.85,0.02%,0.56,2.3,5.0,7b 1-- 1 out d1,7b 3 out d1,,CIN,10.0,L,3,4
