,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,147,2018-09-14,DET,CLE,7-7,H(1),99,1.0,0,0,0,0,1,0,0,0.0,3,11,7,1,2,2,0,0,0,0,,0.0,0.0,0,0,0,3,0,0,0,0,0,0,1.1,0.085,0.0,0.00%,0.53,4.25,6.0,7b --- 0 out a2,7b 3 out a2,,CLE,0.0,W,5,4
1,2,152,2018-09-19,DET,MIN,GS-4,L(0-1),4,4.0,6,6,6,1,2,0,0,10.8,19,81,54,17,2,4,12,6,0,0,27.0,,,0,0,0,18,2,0,0,0,0,0,0.69,-0.309,0.0,0.00%,-3.89,-3.2,0.0,1t start tie,4t 3 out d6,,DET,1.75,L,2,8
2,3,157,2018-09-25,DET,MIN,GS-6,,5,6.0,6,1,1,1,5,0,0,5.73,24,99,65,17,13,8,10,7,1,0,60.0,,,0,0,0,23,1,0,0,1,0,0,0.78,0.18100000000000002,0.0,0.00%,2.1,17.3,30.0,1b start tie,6b 3 out d1,,MIN,1.1666666666666667,W,4,2
3,4,162,2018-09-30,DET,MIL,GS-6,L(0-2),4,5.1,5,4,4,2,7,1,0,6.06,23,92,59,18,11,10,4,3,1,0,47.0,,,0,0,0,21,0,0,0,0,0,0,0.66,-0.141,0.0,0.00%,-1.22,13.8,25.0,1b start tie,6b 1-3 1 out d3,,MIL,1.3725490196078431,L,0,11
4,5,3,2019-03-30,DET,TOR,GS-5,L(0-1),99,5.0,4,3,3,2,5,1,1,5.4,21,91,54,12,9,4,9,5,2,0,50.0,,,0,0,0,18,1,0,0,0,0,0,0.65,-0.08800000000000001,0.64,-0.05%,-0.32,11.05,21.0,1b start tie,5b 3 out d3,,TOR,1.2,L,0,3
5,6,8,2019-04-04,DET,KCR,GS-6,,4,6.0,6,3,2,2,10,0,0,4.09,26,91,65,18,15,5,9,4,2,0,58.0,,,0,0,0,23,1,1,0,0,1,0,1.18,0.032,1.35,0.02%,0.38,24.7,42.0,1t start tie,6t 3 out tie,,DET,1.3333333333333333,W,5,4
6,7,13,2019-04-11,DET,CLE,GS-4,L(0-2),6,4.0,8,3,3,1,4,1,0,4.8,20,91,54,8,10,4,11,5,0,0,37.0,,,2,0,0,19,0,0,0,0,0,0,0.9,-0.099,1.21,-0.08%,-0.75,5.6,15.0,1t start tie,4t 3 out d3,,DET,2.25,L,0,4
7,8,17,2019-04-17,DET,PIT,GS-6,,5,6.0,2,1,0,2,5,0,0,3.43,23,92,57,13,6,11,5,1,0,0,69.0,,,0,0,0,21,0,0,0,0,0,1,1.03,0.256,0.99,0.15%,2.38,21.1,33.0,1t start tie,6t 3 out a1,,DET,0.6666666666666666,L,2,3
8,9,22,2019-04-23,DET,BOS,GS-5,W(1-2),5,5.0,3,0,0,4,2,0,2,2.77,22,94,51,13,8,9,5,3,1,0,59.0,,,0,0,0,16,0,0,0,2,0,0,1.4,0.281,1.44,0.17%,2.9,13.85,33.0,1b start tie,5b 3 out a3,2.0,BOS,1.4,W,4,2
9,10,27,2019-04-30,DET,PHI,GS-6,W(2-2),6,6.0,3,1,1,2,5,0,2,2.53,25,94,59,14,11,10,6,4,1,0,65.0,,,1,0,0,21,1,0,0,0,0,0,1.25,0.264,1.05,0.13%,2.24,21.3,42.0,1b start tie,6b 3 out a2,,PHI,0.8333333333333334,W,3,1
10,11,31,2019-05-05,DET,KCR,GS-7,,4,7.0,6,1,1,1,7,0,0,2.31,28,102,68,15,13,9,11,6,4,0,67.0,,,0,0,0,26,2,0,0,0,0,0,1.19,0.37,1.08,0.20%,2.95,23.55,39.0,1t start tie,7t 3 out a1,,DET,1.0,W,5,2
11,12,36,2019-05-11,DET,MIN,GS-6,,5,5.2,4,2,2,4,6,1,1,2.42,26,111,62,12,14,4,11,4,1,0,55.0,,,1,0,0,21,2,0,0,0,0,0,1.16,0.141,1.07,0.08%,1.2,15.35,29.0,1b start tie,6b --- 2 out a1,1.0,MIN,1.5384615384615383,W,5,3
12,13,42,2019-05-16,DET,OAK,GS-4,L(2-3),4,4.0,5,6,1,2,6,1,0,2.4,20,85,51,16,13,7,5,2,0,0,42.0,,,0,0,0,18,0,1,0,0,0,1,0.99,-0.303,0.66,-0.12%,-3.75,14.8,27.0,1t start tie,4t 3 out d6,,DET,1.75,L,3,17
13,14,46,2019-05-21,DET,MIA,GS-5,,4,5.0,7,3,3,2,4,1,0,2.68,24,92,54,11,10,7,11,5,0,0,43.0,,,0,0,0,21,2,0,0,1,1,1,1.06,-0.051,0.39,-0.01%,-0.18,7.85,18.0,1t start tie,5t 3 out d1,,DET,1.8,L,4,5
14,15,51,2019-05-26,DET,NYM,GS-7,L(2-4),4,7.0,7,4,4,1,8,1,1,2.97,28,99,68,9,14,12,6,3,1,0,54.0,,,1,0,0,26,1,0,0,2,0,0,1.13,-0.152,0.23,-0.02%,-0.59,18.35,33.0,1b start a 1,7b 3 out d1,,NYM,1.1428571428571428,L,3,4
15,16,55,2019-05-31,DET,ATL,GS-7,W(3-4),4,6.0,5,2,1,1,2,0,0,2.84,24,91,57,15,6,12,9,4,1,0,57.0,,,2,0,0,23,0,0,0,0,0,0,0.89,0.138,0.17,0.02%,0.49,15.9,33.0,1b start tie,7b 123 0 out a6,,ATL,1.0,W,8,2
16,17,59,2019-06-05,DET,TBR,GS-5,L(3-5),4,5.0,5,3,3,3,4,0,1,3.01,24,92,52,10,7,11,5,3,0,0,46.0,,,0,0,0,20,1,1,0,0,0,0,1.04,-0.057999999999999996,0.2,-0.01%,-0.18,7.85,18.0,1t start tie,5t 3 out d3,,DET,1.6,L,0,4
17,18,64,2019-06-11,DET,KCR,GS-6,,5,6.0,4,0,0,2,5,0,0,2.78,24,96,61,15,12,9,8,4,2,0,67.0,,,3,0,0,22,0,0,0,0,0,0,1.14,0.386,0.08,0.02%,3.35,19.9,33.0,1b start a 1,6b 3 out a2,,KCR,1.0,L,2,3
18,19,69,2019-06-16,DET,CLE,GS-5,L(3-6),4,5.0,10,6,6,2,4,1,0,3.27,25,92,62,12,7,10,9,3,1,0,25.0,,,1,0,0,23,4,0,1,1,0,0,0.64,-0.27,0.02,-0.01%,-3.18,0.05,9.0,1t start tie,5t 3 out d6,,DET,2.4,L,0,8
19,20,73,2019-06-22,DET,CLE,GS-5,L(3-7),5,5.0,6,2,2,2,4,0,1,3.29,22,100,56,18,3,6,9,6,1,0,49.0,,,1,1,0,19,1,1,0,0,0,0,0.97,0.025,0.01,0.00%,0.87,9.85,21.0,1b start tie,5b 3 out d2,,CLE,1.6,L,0,2
20,21,77,2019-06-27,DET,TEX,GS-2,L(3-8),4,2.0,1,1,1,1,3,1,0,3.31,8,45,28,9,3,1,3,0,0,0,52.0,,,0,0,0,7,0,0,0,0,0,0,0.87,0.002,0.0,0.00%,0.13,7.3,12.0,1t start tie,2t 3 out d1,,DET,1.0,L,1,3
21,22,87,2019-07-12,DET,KCR,GS-3,,14,3.0,4,5,4,3,1,1,0,3.59,16,56,32,12,3,4,8,3,0,0,31.0,,,1,0,0,12,1,0,0,0,1,0,1.13,-0.374,0.0,0.00%,-3.33,-3.45,0.0,1b start a 1,3b 3 out d1,,KCR,2.333333333333333,L,5,8
22,23,92,2019-07-17,DET,CLE,GS-7,L(3-9),4,6.0,6,3,3,1,3,0,0,3.65,23,86,56,15,4,11,8,6,0,0,50.0,,,0,1,0,22,1,0,0,1,0,1,0.87,0.022000000000000002,0.0,0.00%,0.81,9.3,18.0,1b start tie,7b -2- 0 out d1,,CLE,1.1666666666666667,L,2,7
23,24,109,2019-08-05,DET,CHW,GS-3,,18,3.0,2,2,2,3,7,0,1,3.72,15,76,46,10,11,1,3,0,1,0,51.0,,,0,0,0,11,1,0,0,0,0,0,1.11,-0.043,0.0,0.00%,-0.31,13.15,24.0,1t start tie,3t 3 out d1,,DET,1.6666666666666667,L,4,7
24,25,115,2019-08-10,DET,KCR,GS-6,L(3-10),4,6.0,3,2,2,1,3,1,0,3.68,21,90,52,10,7,10,7,3,1,0,60.0,,,0,0,0,20,0,0,0,1,0,0,0.9,0.075,0.0,0.00%,1.38,13.1,21.0,1t start tie,6t 3 out d2,,DET,0.6666666666666666,L,0,7
25,26,119,2019-08-15,DET,SEA,GS-5,L(3-11),4,5.0,6,3,3,2,8,0,0,3.75,22,93,54,17,12,2,10,6,2,0,49.0,,,1,0,0,20,2,0,0,0,0,0,1.06,-0.054000000000000006,0.0,0.00%,-0.18,16.45,30.0,1t start tie,5t 3 out d1,,DET,1.6,L,2,7
26,27,124,2019-08-20,DET,HOU,GS-3,L(3-12),4,3.0,6,5,5,3,3,2,1,4.05,18,73,40,9,6,8,3,1,0,0,27.0,,,0,0,0,14,2,0,0,1,0,0,1.0,-0.295,0.0,0.00%,-3.29,-3.25,3.0,1b start a 1,3b 3 out d2,,HOU,3.0,L,3,6
27,28,130,2019-08-27,DET,CLE,GS-5,L(3-13),6,5.0,7,4,4,2,3,1,1,4.18,23,98,58,11,11,7,10,5,0,0,38.0,,,0,1,0,19,4,0,0,1,1,0,0.76,-0.166,0.0,0.00%,-1.18,3.25,12.0,1t start tie,5t 3 out d3,,DET,1.8,L,1,10
