Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,109,2019-08-04,MIA,TBR,7-GF(8),,99,1.2,1,1,1,1,1,1,0,5.40,7,40,25,5,4,3,2,0,0,0,,1,0,1,0,0,6,0,0,0,0,0,0,.07,0.002,.00,0.00%,0.51,2.55,5.00,7b --3 1 out d5,8b end d 5,,TBR,1.6666666666666667,L,2,7
2,130,2019-08-26,MIA,CIN,8-GF,,21,2.0,3,2,2,1,0,2,1,7.36,11,43,24,1,5,0,9,1,3,0,,0,0,0,0,0,9,0,0,0,0,0,0,.15,-0.065,.00,0.00%,-1.01,-2.50,0.00,8t --- 0 out d2,9t end d 4,,MIA,2.0,L,3,6
3,132,2019-08-28,MIA,CIN,9-GF,,1,1.0,0,0,0,0,3,0,0,5.79,3,16,10,3,4,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.002,.00,0.00%,0.50,8.25,12.00,9t --- 0 out d5,9t end d 5,,MIA,0.0,L,0,5
4,134,2019-08-30,MIA,WSN,7-7,,1,0.2,0,1,1,2,2,0,0,6.75,4,22,11,4,1,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.82,0.017,.00,0.00%,0.09,2.30,5.00,7b --- 0 out tie,7b 12- 2 out tie,,WSN,10.0,L,6,7
5,140,2019-09-06,MIA,KCR,9-GF,,6,1.0,0,0,0,2,1,0,0,5.68,5,16,7,2,1,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.17,0.008,.00,0.00%,0.50,3.05,6.00,9t --- 0 out d3,9t end d 3,,MIA,2.0,L,0,3
6,143,2019-09-09,MIA,MIL,7-7,,2,0.1,0,0,0,0,1,0,0,5.40,1,3,3,3,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.12,0.003,.00,0.00%,0.23,2.75,4.00,7t 1-- 2 out d5,7t 3 out d5,,MIA,0.0,L,3,8
7,150,2019-09-16,MIA,ARI,8-8,,6,0.0,1,0,0,1,0,0,0,5.40,2,8,3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.32,-0.023,.00,0.00%,-1.01,-1.20,0.00,8b --- 0 out d2,8b 12- 0 out d2,,ARI,inf,L,5,7
8,154,2019-09-21,MIA,WSN,6-6,,4,1.0,0,0,0,0,1,0,0,4.70,3,10,7,2,0,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.49,0.037,.00,0.00%,0.50,4.25,6.00,6t --- 0 out d2,6t 3 out d2,,MIA,0.0,L,4,10
9,155,2019-09-22,MIA,WSN,6-6,,0,1.0,0,0,0,1,1,0,0,4.15,4,15,10,3,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.53,0.037,.00,0.00%,0.50,3.65,6.00,6t --- 0 out d2,6t 3 out d2,,MIA,1.0,W,5,3
10,160,2019-09-27,MIA,PHI,10-11,,4,2.0,0,0,0,0,1,0,1,3.38,6,20,12,0,3,1,3,1,2,0,,0,0,0,0,0,5,0,0,0,1,0,0,2.12,0.290,.00,0.00%,1.08,5.90,9.00,10b --- 0 out tie,11b 3 out tie,,PHI,0.0,L,4,5
