Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,63,2015-06-14,LAA,OAK,9-GF,,99,1.0,0,0,0,0,1,0,0,0.00,3,7,6,3,1,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.46,9t --- 0 out d7,9t end d 7,,LAA,0.0,L,1,8,,
2,66,2015-06-17,LAA,ARI,7-7,,2,1.0,2,0,0,0,1,0,0,0.00,5,18,11,2,2,0,4,3,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.76,0.042,.80,0.03%,0.49,7b --- 0 out d1,7b 3 out d1,,ARI,2.0,L,2,3,,
3,68,2015-06-19,LAA,OAK,7-7,H(1),1,1.0,1,0,0,0,1,0,0,0.00,4,18,12,7,1,2,1,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.71,0.051,.72,0.03%,0.47,7b --- 0 out a3,7b 3 out a3,,OAK,1.0,W,12,7,,
4,70,2015-06-21,LAA,OAK,7-7,,1,1.0,0,0,0,0,0,0,0,0.00,3,9,5,1,1,0,3,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.15,0.011,.16,0.01%,0.47,7b --- 0 out d3,7b 3 out d3,,OAK,0.0,L,2,3,,
5,71,2015-06-22,LAA,HOU,7-7,H(2),0,1.0,0,0,0,0,0,0,0,0.00,3,12,8,1,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.25,0.092,1.61,0.07%,0.46,7t --- 0 out a1,7t 3 out a1,,LAA,0.0,W,4,3,,
6,73,2015-06-24,LAA,HOU,7-7,,1,1.0,0,0,0,0,1,0,0,0.00,3,14,8,0,4,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.14,0.084,1.45,0.07%,0.46,7t --- 0 out tie,7t 3 out tie,,LAA,0.0,W,2,1,,
7,76,2015-06-28,LAA,SEA,10-GF(10),W(1-0),3,1.0,0,0,0,0,0,0,0,0.00,3,17,10,3,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.74,0.129,2.03,0.09%,0.46,10t --- 0 out tie,10t end tie,,LAA,0.0,W,3,2,,
8,77,2015-06-29,LAA,NYY,7-7,H(3),0,1.0,1,0,0,1,0,0,0,0.00,5,18,10,3,0,3,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.58,0.066,3.23,0.05%,0.46,7t --- 0 out a2,7t 3 out a2,,LAA,2.0,W,4,1,,
9,81,2015-07-04,LAA,TEX,9-GF,,4,1.0,0,0,0,0,0,0,0,0.00,3,12,9,2,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.51,9b --- 0 out a13,9b end a13,,TEX,0.0,W,13,0,,
10,82,2015-07-05,LAA,TEX,7-7,,0,1.0,3,2,2,0,0,1,0,1.80,7,16,10,3,0,3,4,2,1,0,,0,0,0,0,0,7,0,0,0,0,0,1,.06,-0.001,.09,0.00%,-1.49,7b --- 0 out a9,7b 3 out a7,,TEX,3.0,W,12,6,,
11,84,2015-07-08,LAA,COL,7-7,,2,1.0,2,0,0,0,2,0,0,1.64,5,19,16,3,3,2,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.58,0.092,2.34,0.08%,0.55,7b --- 0 out tie,7b 3 out tie,,COL,2.0,W,3,2,,
12,86,2015-07-10,LAA,SEA,8-8,,1,1.0,0,0,0,0,0,0,0,1.50,3,9,5,1,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.13,0.01%,0.46,8b --- 0 out a6,8b 3 out a6,,SEA,0.0,W,7,3,,
13,88,2015-07-12,LAA,SEA,8-8,,1,1.0,3,2,2,0,1,0,0,2.77,6,29,20,6,1,3,2,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.01,0.000,.02,0.00%,-1.54,8b --- 0 out a10,8b 3 out a8,,SEA,3.0,W,10,3,,
14,92,2015-07-20,LAA,BOS,8-8,,7,0.2,1,1,1,2,0,0,0,3.29,5,19,9,5,0,1,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,1,0,.51,-0.015,.80,-0.01%,-1.01,8t --- 0 out a5,8t 1-3 2 out a4,2,LAA,15.0,W,7,3,,
15,94,2015-07-22,LAA,MIN,7-7,H(4),1,1.0,1,0,0,1,0,0,0,3.07,4,14,7,2,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,1.78,0.066,2.67,0.06%,0.46,7t --- 0 out a2,7t 3 out a2,,LAA,2.0,W,5,2,,
