Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,84,2018-06-30,MIA,NYM,GS-6,W(1-0),99,6.0,6,2,2,1,5,2,0,3.00,25,97,71,17,7,11,8,3,0,0,56,,,0,0,0,23,1,0,1,0,0,0,.87,0.032,.04,0.00%,0.73,19.30,39.00,1t start tie,6t 3 out d2,,MIA,1.1666666666666667,W,5,2
2,89,2018-07-05,MIA,WSN,GS-5,,4,5.0,5,5,5,2,3,1,0,5.73,21,83,56,9,9,8,8,6,0,0,38,,,0,0,0,19,1,0,0,1,0,0,.42,0.016,.02,0.00%,-2.44,3.05,9.00,1b start a 1,5b 3 out a4,,WSN,1.4,L,12,14
3,94,2018-07-10,MIA,MIL,GS-6,L(1-1),4,6.0,6,5,5,3,6,0,0,6.35,26,103,69,20,13,10,7,4,2,0,43,,,1,1,0,23,2,0,1,0,0,1,1.17,-0.274,.04,-0.01%,-2.28,10.10,21.00,1t start tie,6t 3 out d1,,MIA,1.5,L,4,8
4,100,2018-07-21,MIA,TBR,GS-6,W(2-1),10,6.0,2,1,1,1,6,1,1,5.09,22,89,57,15,11,8,6,1,2,0,69,,,1,0,0,20,1,0,0,0,0,0,1.19,0.261,.04,0.01%,1.97,25.10,45.00,1b start tie,6b 3 out a1,,TBR,0.5,W,3,2
5,105,2018-07-27,MIA,WSN,GS-6,L(2-2),5,5.2,9,4,4,2,3,1,1,5.34,27,97,58,15,10,10,11,6,0,0,36,,,0,0,0,23,3,0,0,1,1,0,.58,-0.225,.01,0.00%,-1.69,3.55,14.00,1t start tie,6t 12- 2 out d4,,MIA,2.1153846153846154,L,1,9
6,110,2018-08-02,MIA,PHI,GS-6,,5,6.0,5,1,1,0,5,1,0,4.67,21,87,60,20,7,8,8,3,0,0,63,,,0,0,1,21,0,0,0,1,0,0,.94,0.229,.01,0.00%,1.96,18.50,30.00,1b start tie,6b 3 out a1,,PHI,0.8333333333333334,L,2,5
7,115,2018-08-07,MIA,STL,GS-7,,4,7.0,4,2,2,1,5,1,0,4.32,26,108,65,16,11,11,9,4,2,0,65,,,0,0,0,25,1,0,0,0,0,0,1.10,0.092,.00,0.00%,1.18,18.75,30.00,1t start tie,7t 3 out tie,,MIA,0.7142857142857143,L,2,3
8,120,2018-08-13,MIA,ATL,GS-6,L(2-3),5,5.1,6,6,5,2,5,1,1,4.79,26,96,58,7,15,7,11,6,2,0,37,,,1,0,0,22,4,0,1,0,1,1,.95,-0.207,.00,0.00%,-2.46,6.60,16.00,1b start tie,6b -23 1 out d3,1,ATL,1.5686274509803924,L,1,9
9,127,2018-08-21,MIA,NYY,GS-6,,7,6.0,7,1,1,1,4,0,1,4.42,26,89,59,16,12,7,13,8,2,0,57,,,1,0,0,24,1,0,0,0,0,0,1.33,0.183,.00,0.00%,1.73,14.10,27.00,1t start tie,6t 3 out tie,,MIA,1.3333333333333333,L,1,2
10,132,2018-08-26,MIA,ATL,GS-6,L(2-4),4,5.2,6,1,1,5,4,0,0,4.14,27,101,62,18,8,9,9,3,1,0,52,,,0,0,0,22,1,0,2,1,0,0,1.39,0.073,.00,0.00%,0.99,12.15,26.00,1t start tie,6t 123 2 out d1,,MIA,2.1153846153846154,L,0,4
11,3,2019-03-30,MIA,COL,GS-6,W(1-0),99,5.1,5,3,3,0,7,0,1,5.06,22,88,62,12,16,5,9,4,1,0,53,,,0,0,0,20,0,0,0,0,1,0,1.09,0.040,.93,0.02%,0.46,20.40,40.00,1t start tie,6t 1-- 1 out a3,,MIA,0.9803921568627452,W,7,3
12,8,2019-04-05,MIA,ATL,GS-5,L(1-1),5,5.0,7,4,4,1,5,2,0,6.10,23,89,52,14,6,8,9,4,0,0,41,,,0,0,0,22,0,0,0,0,0,0,.70,-0.149,.58,-0.07%,-1.22,8.45,18.00,1b start tie,5b 3 out d4,,ATL,1.6,L,0,4
13,13,2019-04-11,MIA,CIN,GS-5,L(1-2),5,4.2,7,4,4,1,5,0,0,6.60,21,84,53,12,9,9,6,3,0,0,38,,,0,0,0,20,1,0,0,1,0,0,1.17,-0.130,.71,-0.05%,-1.62,7.70,17.00,1b start tie,5b -2- 2 out d4,,CIN,1.9047619047619047,L,0,5
14,18,2019-04-16,MIA,CHC,GS-5,L(1-3),4,5.0,5,2,2,1,6,0,1,5.85,21,86,58,19,9,4,9,6,1,0,54,,,0,0,0,19,2,0,1,0,0,0,1.08,0.001,.49,0.00%,0.48,15.05,27.00,1t start tie,5t 3 out d2,,MIA,1.2,L,0,4
15,23,2019-04-23,MIA,CLE,GS-7,W(2-3),6,6.1,2,1,0,2,6,0,1,4.44,25,86,52,14,12,11,5,3,2,0,71,,,0,0,0,22,0,0,0,1,0,2,1.09,0.292,.45,0.07%,3.04,27.25,49.00,1b start tie,7b 12- 1 out a3,,CLE,0.6557377049180328,W,3,1
