Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,58,2014-06-04,NYY,OAK,7-8,L(0-1),99,2.0,2,1,1,1,2,1,0,4.50,9,30,18,4,4,1,5,2,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,1.04,-0.106,1.10,-0.07%,-0.07,7t --- 0 out tie,8t 3 out d1,,NYY,1.5,L,4,7,,
2,61,2014-06-07,NYY,KCR,7-GF(8),,2,1.1,0,0,0,1,1,0,0,2.70,5,26,14,2,3,0,3,0,1,0,,2,0,0,0,0,4,0,0,0,0,0,0,.04,0.004,.04,0.00%,0.97,7b 1-3 2 out d5,8b end d 5,,KCR,0.9090909090909091,L,4,8,,
3,66,2014-06-13,NYY,OAK,9-GF,,5,1.0,0,0,0,0,1,0,0,2.08,3,16,10,0,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.02,0.00%,0.46,9b --- 0 out a7,9b end a 7,,OAK,0.0,W,7,0,,
4,68,2014-06-15,NYY,OAK,4-4,,1,1.0,3,2,2,1,0,0,1,5.06,7,26,16,2,3,2,3,3,0,0,,2,2,0,0,0,5,0,0,0,0,0,0,.08,-0.015,.11,-0.01%,-2.58,4b 12- 0 out d6,4b 3 out d10,,OAK,4.0,L,5,10,,
5,70,2014-06-18,NYY,TOR,8-8,,2,0.0,2,1,1,0,0,0,0,6.75,2,13,8,2,0,1,1,1,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,.36,-0.045,.59,-0.04%,-1.61,8t --- 0 out a5,8t -2- 0 out a4,,NYY,inf,W,7,3,,
6,73,2014-06-21,NYY,BAL,7-GF,,2,2.2,3,1,1,1,4,1,1,5.63,13,48,30,12,5,1,6,2,3,0,,0,0,0,0,0,11,0,0,0,0,0,0,.08,-0.006,.13,-0.01%,0.17,7t --- 1 out d4,9t end d 5,,NYY,1.8181818181818181,L,1,6,,
7,80,2014-06-29,NYY,BOS,9-GF,,7,1.0,0,0,0,2,2,0,0,5.00,5,26,13,4,3,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.20,0.007,.28,0.01%,0.46,9t --- 0 out d3,9t end d 3,,NYY,2.0,L,5,8,,
8,81,2014-06-30,NYY,TBR,12-GF(12),L(0-2),0,1.0,1,1,1,1,0,0,0,5.40,5,19,11,3,1,1,3,0,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.96,-0.312,2.61,-0.25%,-0.54,12t --- 0 out tie,12t end d 1,,NYY,2.0,L,3,4,,
9,37,2015-05-15,NYY,KCR,6-7,,99,1.0,3,4,4,2,0,0,0,36.00,8,35,17,4,2,2,4,1,2,0,,2,0,0,0,0,6,2,0,0,0,0,0,.01,-0.002,.02,0.00%,-3.38,6b 12- 2 out d7,7b -2- 2 out d11,,KCR,5.0,L,1,12,,
10,63,2015-06-15,NYY,MIA,8-8,,30,0.0,1,0,0,1,0,0,1,36.00,3,11,3,2,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.70,-0.077,.96,-0.06%,-1.82,8b --- 0 out d1,8b 123 0 out d1,,MIA,inf,L,1,2,,
11,64,2015-06-16,NYY,MIA,7-GF(8),,0,2.0,2,1,1,1,2,0,0,15.00,9,38,23,8,3,3,3,1,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,.00,0.000,.00,0.00%,-0.11,7b --- 0 out d9,8b end d10,,MIA,1.5,L,2,12,,
12,135,2015-09-04,SEA,OAK,2-3,W(1-0),79,1.2,0,0,0,0,1,0,0,9.64,5,25,16,6,0,2,2,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.62,0.079,.04,0.00%,1.13,2b -2- 1 out d4,3b 3 out a2,,OAK,0.0,W,11,8,,
13,139,2015-09-08,SEA,TEX,6-6,,3,0.1,1,1,1,2,1,0,1,10.80,5,25,11,0,6,1,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,.16,-0.026,.02,0.00%,-2.06,6t --- 0 out d5,6t 123 1 out d6,,SEA,30.0,L,6,9,,
