,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,116,2019-08-07,MIL,PIT,6-7,,99,1.2,3,2,0,1,3,0,0,0.0,10,41,26,6,5,4,2,1,1,0,,0,0,0,0,0,9,0,0,0,0,0,1,0.2,0.001,0.3,0.00%,-0.49,7.35,14.0,6b --- 0 out a7,7b 1-3 2 out a6,,PIT,3.333333333333333,W,8,3
1,2,120,2019-08-13,MIL,MIN,9-GF,,5,1.0,2,0,0,1,0,0,0,0.0,5,24,13,3,3,2,2,1,1,0,,0,0,0,0,0,4,0,0,0,1,0,0,0.55,0.02,0.88,0.02%,0.54,0.45,3.0,9t --- 0 out d2,9t end d 2,,MIL,3.0,L,5,7
2,3,123,2019-08-17,MIL,WSN,8-8,,3,1.0,0,0,0,0,0,0,0,0.0,3,8,7,2,0,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.11,0.008,0.18,0.01%,0.56,2.25,3.0,8b --- 0 out d3,8b 3 out d3,,WSN,0.0,W,15,14
3,4,125,2019-08-19,MIL,STL,6-7,,1,2.0,1,1,1,0,0,1,1,1.59,7,23,13,3,0,4,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.29,-0.035,0.6,-0.04%,0.04,1.3,3.0,6b --- 0 out d2,7b 3 out d3,,STL,0.5,L,0,3
4,5,128,2019-08-23,MIL,ARI,7-7,,3,1.0,1,0,0,0,1,0,0,1.35,4,17,13,2,4,0,3,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.14,0.011000000000000001,0.16,0.01%,0.54,3.65,6.0,7t --- 0 out a6,7t 3 out a6,,MIL,1.0,W,6,1
5,6,130,2019-08-25,MIL,ARI,5-5,,1,1.0,3,1,1,1,1,0,0,2.35,7,24,14,2,2,3,2,0,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,0.42,-0.027999999999999997,0.61,-0.03%,-0.47,-0.15,3.0,5t --- 0 out d4,5t 3 out d5,,MIL,4.0,L,2,5
6,7,132,2019-08-27,MIL,STL,9-9,,1,0.1,3,2,2,1,1,0,1,4.5,6,26,12,1,3,0,3,3,0,0,,0,0,1,0,0,4,2,0,0,0,0,0,0.56,-0.14800000000000002,0.73,-0.12%,-3.08,-4.25,-2.0,9t --- 0 out d1,9t 123 1 out d3,,MIL,40.0,L,3,6
7,8,134,2019-08-30,MIL,CHC,7-7,,2,1.0,1,1,0,1,2,0,0,4.0,6,25,16,3,4,1,2,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,1,0.1,-0.006,0.11,0.00%,-0.46,5.05,9.0,7b --- 0 out d5,7b 3 out d6,,CHC,2.0,L,1,7
8,9,147,2019-09-13,MIL,STL,4-4,,13,1.0,0,0,0,1,1,0,0,3.6,4,20,11,2,2,1,1,0,0,0,,0,0,1,0,0,2,0,0,0,0,0,0,0.38,0.016,0.96,0.02%,0.52,3.65,6.0,4b --- 0 out d4,4b 3 out d4,,STL,1.0,L,0,10
9,10,152,2019-09-18,MIL,SDP,6-6,,4,1.0,1,0,0,0,2,0,0,3.27,4,12,9,3,3,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.84,0.040999999999999995,2.47,0.07%,0.54,5.65,9.0,6t --- 0 out d2,6t 3 out d2,,MIL,1.0,L,1,2
10,11,154,2019-09-20,MIL,PIT,7-7,,1,1.0,1,1,1,0,1,1,0,3.75,4,18,13,2,1,0,3,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.24,0.003,0.6,0.00%,-0.47,1.65,3.0,7t --- 0 out a6,7t 3 out a5,,MIL,1.0,W,10,1
11,12,159,2019-09-26,MIL,CIN,8-8,H(1),5,0.2,2,1,1,0,2,0,0,4.26,4,16,11,5,2,0,2,2,0,0,,0,0,0,0,0,4,2,0,0,0,0,0,1.44,-0.042,2.34,-0.04%,-0.8,2.3,5.0,8b --- 0 out a3,8b -2- 2 out a2,,CIN,10.0,W,5,3
12,13,162,2019-09-29,MIL,COL,6-6,H(2),2,1.0,0,0,0,0,0,0,0,3.95,3,16,10,4,0,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.82,0.068,2.09,0.10%,0.62,2.25,3.0,6b --- 0 out a3,6b 3 out a3,,COL,0.0,L,3,4
