,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,2,2018-03-31,BAL,MIN,8-8,,99,1.0,0,0,0,0,1,0,0,0.0,3,11,6,1,2,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0.002,0.02,0.00%,0.5,4.25,6.0,8t --- 0 out d6,8t 3 out d6,,BAL,0.0,L,2,6
1,2,3,2018-04-01,BAL,MIN,5-6,,0,1.2,2,1,1,1,2,1,0,3.38,8,36,18,7,4,4,1,0,0,0,,0,0,1,0,0,7,0,0,0,0,0,0,0.09,-0.003,0.09,0.00%,-0.23,3.95,8.0,5t --- 0 out d6,6t 1-- 2 out d7,,BAL,2.5,L,0,7
2,3,5,2018-04-03,BAL,HOU,7-7,L(0-1),1,0.2,1,4,4,2,2,0,1,13.5,6,26,12,8,2,0,1,1,0,0,,0,0,1,0,0,3,1,0,0,0,0,0,1.69,-0.217,1.44,-0.11%,-1.27,-4.9,-4.0,7b --- 0 out tie,7b 123 2 out d1,,HOU,15.0,L,6,10
3,4,8,2018-04-06,BAL,NYY,12-13,W(1-1),2,2.0,0,0,0,1,1,0,0,8.44,7,26,17,7,4,0,5,1,2,0,,0,0,1,0,0,6,0,0,0,0,0,0,2.5,0.27899999999999997,2.39,0.16%,1.02,9.9,21.0,12b --- 0 out tie,13b 3 out tie,,NYY,0.5,W,7,3
4,5,10,2018-04-08,BAL,NYY,1-3,,1,2.1,1,0,0,0,5,0,0,5.87,8,34,22,10,7,1,2,0,1,0,,2,0,0,0,0,8,0,0,0,0,0,0,0.35,0.062,0.32,0.03%,1.63,14.65,22.0,1b -23 2 out d5,3b 3 out d3,,NYY,0.4761904761904762,W,8,7
5,6,14,2018-04-13,BAL,BOS,3-4,,4,2.0,1,0,0,1,3,0,0,4.66,8,34,23,3,7,1,3,1,0,0,,3,1,0,0,0,7,0,0,0,0,0,0,0.33,0.037000000000000005,0.31,0.02%,1.91,9.3,15.0,3b 123 0 out d4,4b 3 out d5,,BOS,1.0,L,3,7
6,7,18,2018-04-18,BAL,DET,9-GF,L(1-2),4,0.0,1,1,1,0,0,1,0,5.59,1,2,1,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2.28,-0.35700000000000004,1.22,-0.12%,-1.0,-2.6,-3.0,9b --- 0 out tie,9b end d 1,,DET,inf,L,5,6
7,8,19,2018-04-19,BAL,DET,7-GF(8),,0,1.1,3,1,1,0,2,0,0,5.73,7,25,18,2,4,0,5,2,0,0,,1,0,0,0,0,7,3,0,0,0,0,0,0.02,0.0,0.01,0.00%,-0.23,3.2,7.0,7b 1-- 2 out d6,8b end d 7,,DET,2.727272727272727,L,8,13
8,9,24,2018-04-25,BAL,TBR,8-GF,,5,2.0,0,0,0,1,1,0,0,4.85,6,16,10,1,4,1,3,0,1,0,,0,0,0,0,0,5,0,0,0,1,0,0,0.09,0.011000000000000001,0.03,0.00%,1.0,5.9,9.0,8t --- 0 out d4,9t end d 4,,BAL,0.5,L,4,8
9,10,27,2018-04-28,BAL,DET,5-7,,2,2.2,3,1,1,0,3,0,0,4.6,11,38,23,7,5,3,5,1,1,0,,0,0,0,0,0,11,1,0,0,0,0,0,0.07,0.002,0.02,0.00%,0.27,8.2,14.0,5t --- 0 out d7,7t 1-- 2 out d7,,BAL,1.3636363636363635,L,5,9
10,11,30,2018-05-02,BAL,LAA,7-GF(8),,3,2.0,1,1,1,1,2,1,0,4.58,8,34,20,7,5,2,3,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.0,5.3,9.0,7b --- 0 out d8,8b end d 8,,LAA,1.0,L,7,10
11,12,33,2018-05-05,BAL,OAK,12-GF(12),L(1-3),2,0.1,2,2,2,0,0,1,0,5.5,3,13,6,1,0,0,3,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.32,-0.364,0.31,-0.03%,-1.77,-4.45,-5.0,12b --- 0 out tie,12b end d 2,,OAK,20.0,L,0,2
12,13,35,2018-05-08,BAL,KCR,5-7,,2,2.1,4,3,3,1,3,1,0,6.2,11,52,32,4,8,2,5,3,0,0,,1,1,0,0,0,10,0,0,0,1,0,0,0.0,-0.002,0.0,0.00%,-2.77,2.25,7.0,5t 1-- 2 out d10,7t 3 out d14,,BAL,2.380952380952381,L,7,15
