Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,116,2018-08-13,ATL,MIA,GS-6,W(1-0),99,6.0,2,1,1,2,4,0,1,1.50,22,83,52,18,6,7,8,5,2,0,66,,,0,0,0,19,1,0,0,1,0,0,1.08,0.238,1.98,0.26%,1.93,20.50,39.00,1t start tie,6t 3 out a2,1,ATL,0.6666666666666666,W,9,1
2,137,2018-09-03,ATL,BOS,GS-5,L(1-1),20,4.2,4,3,3,2,6,0,0,3.38,19,64,42,17,7,7,4,4,0,0,48,,,0,0,0,17,3,0,0,1,0,0,.95,-0.119,1.37,-0.10%,-0.79,12.90,23.00,1t start tie,5t 1-- 2 out d3,,ATL,1.4285714285714286,L,2,8
3,143,2018-09-09,ATL,ARI,GS-6,,5,5.2,2,2,2,5,5,0,0,3.31,24,105,56,22,9,9,5,3,1,0,57,,,0,0,0,19,0,0,0,0,0,0,1.13,0.261,1.92,0.27%,2.44,14.55,26.00,1b start tie,6b -23 2 out a2,,ARI,1.346153846153846,W,9,5
4,148,2018-09-15,ATL,WSN,6-6,,5,1.0,2,3,3,4,0,0,0,4.67,9,25,11,4,0,2,3,3,0,0,,0,0,0,0,0,4,2,0,1,0,0,0,1.09,-0.244,.43,-0.06%,-2.51,-7.35,-6.00,6t --- 0 out d1,6t 3 out d4,,ATL,6.0,L,1,7
5,152,2018-09-19,ATL,STL,GS-6,W(2-1),3,5.2,5,2,2,3,8,1,1,4.30,24,93,59,21,10,3,9,5,1,0,56,,,2,0,0,20,0,0,0,2,0,0,.99,0.116,.72,0.05%,0.50,23.35,47.00,1t start tie,6t 12- 2 out a3,,ATL,1.5384615384615383,W,7,3
6,157,2018-09-25,ATL,NYM,GS-5,,5,5.0,3,2,2,5,6,0,0,4.18,22,91,47,17,11,4,7,2,0,0,54,,,0,1,0,17,1,0,0,0,0,0,.92,-0.044,.31,-0.01%,0.22,14.45,27.00,1b start tie,5b 3 out d2,,NYM,1.6,W,7,3
7,161,2018-09-29,ATL,PHI,8-GF(8),,3,1.0,0,0,0,0,3,0,0,4.03,3,15,9,5,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,.04,0.00%,0.49,8.25,12.00,8b --- 0 out d3,8b end d 3,,PHI,0.0,L,0,3
8,14,2019-04-13,ATL,NYM,2-8,W(1-0),99,6.0,4,1,0,2,7,0,0,0.00,23,85,53,12,10,5,9,2,1,0,,1,0,0,0,1,20,1,0,0,0,0,0,.53,0.191,.61,0.13%,2.94,27.90,51.00,2t 1-- 1 out tie,8t 12- 1 out a7,,ATL,1.0,W,11,7
9,20,2019-04-20,ATL,CLE,GS-2,,6,1.1,6,7,7,1,2,0,3,8.59,14,60,31,4,6,4,4,2,1,0,15,,,0,0,0,10,0,0,0,0,0,0,1.00,-0.332,.89,-0.18%,-5.51,-13.00,-11.00,1b start tie,2b 123 1 out d5,2,CLE,6.363636363636363,W,8,7
10,32,2019-05-03,ATL,MIA,2-6,W(2-0),12,4.0,4,1,1,3,6,0,0,6.35,18,77,41,15,13,6,3,0,0,0,,2,0,0,0,0,15,0,0,0,1,0,0,1.33,0.218,1.30,0.13%,1.82,18.80,39.00,2b -23 2 out tie,6b 123 2 out a4,,MIA,1.75,W,7,2
