Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,37,2018-05-10,MIA,ATL,7-8,,99,2.0,2,0,0,0,0,0,0,0.00,8,32,21,6,2,3,5,2,1,0,,0,0,0,0,0,8,0,0,0,0,0,0,.02,0.002,.01,0.00%,0.91,3.30,6.00,7t --- 0 out d7,8t 3 out d7,,MIA,1.0,L,2,9
2,40,2018-05-13,MIA,ATL,9-GF,,2,1.0,4,1,1,0,1,0,0,3.00,6,22,13,2,1,2,3,2,0,0,,0,0,0,1,0,6,0,0,0,0,0,0,.15,-0.014,.04,0.00%,-0.55,-0.15,3.00,9t --- 0 out d3,9t end d 4,,MIA,4.0,L,3,4
3,42,2018-05-16,MIA,LAD,GS-5,,2,5.0,3,1,1,1,2,1,0,2.25,19,75,48,16,7,7,9,2,1,0,58,,,0,0,0,18,0,0,0,0,0,0,1.06,0.167,.24,0.02%,1.27,10.85,18.00,1t start tie,5t 3 out a1,,MIA,0.8,W,6,5
4,47,2018-05-21,MIA,NYM,GS-5,L(0-1),4,5.0,5,1,1,0,3,0,0,2.08,18,78,52,14,9,7,8,3,1,0,56,,,0,1,0,18,1,0,0,1,0,0,.80,0.097,.16,0.01%,1.22,12.25,21.00,1b start tie,5b 3 out d1,,NYM,1.0,L,0,2
5,52,2018-05-27,MIA,WSN,GS-5,L(0-2),5,5.0,6,2,2,0,3,1,0,2.50,19,73,44,14,5,4,12,6,4,0,50,,,0,0,0,19,1,2,0,1,0,0,.89,-0.022,.17,0.00%,0.27,9.65,18.00,1t start tie,5t 3 out d2,,MIA,1.2,L,2,5
6,57,2018-06-01,MIA,ARI,GS-3,L(0-3),4,3.0,5,5,5,2,1,3,0,4.29,16,67,36,6,7,3,10,1,1,0,28,,,0,0,0,13,0,0,0,0,0,0,.88,-0.277,.07,-0.01%,-3.48,-5.45,-3.00,1b start tie,3b 3 out d5,,ARI,2.3333333333333335,L,1,9
7,64,2018-06-09,MIA,SDP,6-6,,7,1.0,1,0,0,0,0,0,0,4.09,4,12,6,2,0,1,3,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.47,0.021,.04,0.00%,0.45,1.65,3.00,6t --- 0 out d3,6t 3 out d3,,MIA,1.0,L,4,5
8,65,2018-06-10,MIA,SDP,7-7,,0,1.0,1,0,0,1,0,0,0,3.91,4,21,12,3,0,1,2,2,0,0,,0,0,0,1,1,2,0,0,0,0,0,0,.46,0.017,.03,0.00%,0.45,1.05,3.00,7t --- 0 out d3,7t 3 out d3,,MIA,2.0,L,1,3
9,69,2018-06-14,MIA,SFG,12-GF(16),L(0-4),3,5.0,4,3,3,3,3,0,0,4.18,22,82,50,16,6,5,11,6,3,0,,0,0,0,0,0,17,0,0,1,0,1,0,2.45,0.047,.17,0.00%,-0.73,7.05,15.00,12t --- 0 out tie,16t end d 3,,MIA,1.4,L,3,6
10,74,2018-06-19,MIA,SFG,2-5,,4,2.2,4,2,2,3,1,0,0,4.40,14,65,33,10,5,3,7,3,1,0,,2,1,0,0,0,11,1,0,0,1,0,0,.74,-0.154,.06,-0.01%,-1.71,-0.20,5.00,2b 12- 1 out d3,5b -23 0 out d2,,SFG,3.1818181818181817,L,3,6
11,76,2018-06-22,MIA,COL,7-7,,2,1.0,2,3,3,2,0,0,0,5.12,7,17,12,1,3,1,4,1,0,0,,0,0,0,0,0,5,2,0,1,0,0,0,.04,-0.007,.00,0.00%,-2.43,-6.15,-6.00,7b --- 0 out d6,7b 3 out d9,,COL,4.0,L,3,11
12,80,2018-06-26,MIA,ARI,GS-4,L(0-5),3,4.0,4,2,2,2,8,0,1,5.05,19,76,49,21,7,1,7,4,1,0,52,,,0,0,0,16,3,0,0,0,0,0,1.11,-0.061,.10,0.00%,-0.18,16.80,30.00,1t start tie,4t 3 out d2,,MIA,1.5,L,3,5
13,87,2018-07-03,MIA,TBR,10-11,,6,2.0,0,0,0,1,1,0,0,4.78,6,23,14,5,2,1,3,1,0,0,,0,0,0,1,0,5,0,0,0,0,0,0,2.16,0.256,.10,0.01%,0.91,5.90,9.00,10t --- 0 out tie,11t 3 out tie,,MIA,0.5,L,6,9
