,Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
0,1,80,2018-06-24,SDN,SFG,10-10,,99,1.0,1,0,0,0,2,0,0,0.0,4,18,12,4,3,2,0,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,3.16,0.127,0.99,0.02%,0.45,5.65,9.0,10b --- 0 out tie,10b 3 out tie,,SFG,1.0,L,2,3
1,2,81,2018-06-25,SDN,TEX,5-5,,0,0.2,3,1,1,0,1,0,1,5.4,5,23,14,5,2,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.94,-0.087,0.4,-0.01%,-0.91,-0.9,2.0,5b --- 0 out a3,5b 12- 2 out a2,,TEX,15.0,L,4,7
2,3,84,2018-06-29,SDN,PIT,8-8,,3,1.0,0,0,0,0,2,0,1,3.38,4,15,9,5,1,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.03,0.001,0.01,0.00%,0.45,5.65,9.0,8t --- 0 out d6,8t 3 out d6,,SDP,0.0,L,3,6
3,4,86,2018-07-01,SDN,PIT,7-7,,1,0.1,1,0,0,0,0,0,0,3.0,3,6,5,0,1,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,1,0.73,-0.044000000000000004,0.12,0.00%,-0.68,0.15,1.0,7t --- 0 out d2,7t 1-3 1 out d2,,SDP,10.0,L,5,7
4,5,100,2018-07-20,SDN,PHI,8-8,,18,0.2,6,4,4,0,1,0,0,12.27,7,21,12,2,3,3,3,3,0,0,,0,0,0,1,0,7,1,0,0,0,0,0,0.2,-0.057,0.0,0.00%,-3.83,-8.1,-7.0,8b --- 0 out d2,8b -2- 2 out d6,,PHI,30.0,L,5,11
5,6,104,2018-07-24,SDN,NYM,5-7,,3,3.0,1,0,0,0,5,0,0,6.75,10,37,25,8,8,1,4,1,1,0,,0,0,0,0,0,10,1,0,0,0,0,0,0.11,0.023,0.0,0.00%,1.33,16.15,24.0,5b --- 0 out d4,7b 3 out d4,,NYM,0.3333333333333333,L,3,6
6,7,106,2018-07-27,SDN,ARI,7-8,,2,2.0,1,0,0,0,2,0,0,5.19,8,29,20,5,3,2,4,0,2,0,,0,0,0,0,0,8,0,0,0,0,0,1,0.08,0.008,0.0,0.00%,0.9,7.9,12.0,7t --- 0 out d5,8t 3 out d5,,SDP,0.5,L,2,6
7,8,108,2018-07-29,SDN,ARI,7-8,,1,2.0,2,0,0,0,1,0,0,4.22,7,33,21,7,2,4,2,0,0,0,,0,0,0,1,0,7,0,0,0,0,0,0,0.46,0.054000000000000006,0.0,0.00%,0.9,5.3,9.0,7t --- 0 out d2,8t 3 out d2,,SDP,1.0,L,4,5
8,9,110,2018-07-31,SDN,SFG,8-8,,1,1.0,2,0,0,1,1,0,0,3.86,6,23,16,5,2,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.62,0.046,0.0,0.00%,0.45,2.45,6.0,8t --- 0 out d1,8t 3 out d1,,SDP,3.0,L,2,3
9,10,112,2018-08-03,SDN,CHC,6-7,,2,2.0,1,1,1,0,1,1,0,3.95,7,20,16,4,2,4,2,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.3,-0.012,0.0,0.00%,0.0,3.9,6.0,6b --- 0 out d2,7b 3 out d3,,CHC,0.5,L,4,5
10,11,115,2018-08-07,SDN,MIL,8-8,,3,1.0,1,0,0,1,1,0,0,3.68,5,14,9,3,3,1,2,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.47,0.027000000000000003,0.0,0.00%,0.49,3.05,6.0,8b --- 0 out a4,8b 3 out a4,,MIL,2.0,W,11,5
11,12,119,2018-08-11,SDN,PHI,5-7,,3,2.2,2,0,0,0,4,0,0,3.12,10,42,29,8,6,4,2,2,0,0,,1,1,0,0,0,10,0,0,0,0,0,0,0.18,-0.015,0.0,0.00%,0.38,12.8,20.0,5t 1-- 1 out d4,7t 3 out d5,,SDP,0.9090909090909092,L,1,5
12,13,122,2018-08-14,SDN,LAA,7-8,,2,2.0,1,1,0,1,1,0,0,2.79,7,29,16,7,2,1,4,2,1,0,,0,0,0,1,0,6,0,0,0,0,0,0,0.44,-0.046,0.0,0.00%,-0.1,5.3,9.0,7t --- 0 out d2,8t 3 out d3,,SDP,1.0,L,3,7
13,14,124,2018-08-16,SDN,ARI,8-8,,1,1.0,0,0,0,2,2,0,0,2.66,5,30,14,8,0,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.04,0.003,0.0,0.00%,0.45,5.05,9.0,8t --- 0 out d5,8t 3 out d5,,SDP,2.0,L,1,5
14,15,125,2018-08-17,SDN,ARI,8-GF,,0,1.1,1,0,0,1,3,0,0,2.49,6,28,17,5,3,1,1,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.02,0.002,0.0,0.00%,0.54,7.8,13.0,8t --- 2 out d6,9t end d 5,,SDP,1.818181818181818,L,4,9
15,16,128,2018-08-21,SDN,COL,6-7,H(1),3,1.1,0,0,0,0,0,0,0,2.35,4,19,12,3,3,1,3,2,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.35,0.142,0.0,0.00%,0.83,3.0,4.0,6b --- 0 out a1,7b --- 1 out a1,,COL,0.0,W,4,3
16,17,131,2018-08-24,SDN,LAD,8-GF(8),,2,1.0,0,0,0,1,2,0,0,2.25,4,16,8,4,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.00%,0.47,5.65,9.0,8b --- 0 out d10,8b end d10,,LAD,1.0,L,1,11
