Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,47,2013-05-23,BAL,TOR,GS-5,L(0-1),99,5.0,7,4,4,2,5,1,0,7.20,24,89,58,12,6,6,11,4,0,0,40,,,0,0,0,21,2,0,0,0,1,0,1.23,-0.248,1.38,-0.17%,-1.53,1b start tie,5b 3 out d1,,TOR,1.8,L,6,12,,
2,52,2013-05-28,BAL,WSN,GS-4,L(0-2),4,4.0,8,7,7,1,0,3,0,11.00,20,67,47,14,2,10,9,2,0,0,17,,,0,0,0,18,1,0,0,1,0,0,.73,-0.538,.80,-0.35%,-5.18,1b start tie,4b 3 out d4,,WSN,2.25,L,3,9,,
3,57,2013-06-02,BAL,DET,GS-6,,4,6.0,5,1,1,0,4,1,0,7.20,21,96,63,15,6,12,5,1,0,0,62,,,0,0,0,21,1,0,0,2,0,0,.99,0.186,1.20,0.14%,1.99,1t start tie,6t 3 out d1,,BAL,0.8333333333333334,W,4,2,,
4,62,2013-06-08,BAL,TBR,GS-5,L(0-3),5,4.1,8,7,7,3,6,0,0,8.84,24,90,55,11,10,3,12,8,0,0,22,,,0,0,0,21,2,0,0,0,0,0,.69,-0.231,.98,-0.20%,-3.19,1b start tie,5b 123 1 out d4,,TBR,2.682926829268293,L,0,8,,
5,67,2013-06-13,BAL,BOS,GS-6,,4,5.1,6,2,2,0,5,2,0,7.66,21,91,56,19,7,4,12,6,1,0,53,,,0,0,0,21,2,0,0,0,0,0,.92,0.088,1.42,0.08%,0.47,1t start tie,6t 1-- 1 out a2,,BAL,1.1764705882352942,W,5,4,,
6,81,2013-06-28,BAL,NYY,3-7,W(1-3),14,4.1,3,0,0,0,4,0,0,6.52,16,55,37,9,8,3,9,4,1,0,,2,0,0,0,0,16,0,0,0,0,0,0,.75,0.192,1.21,0.19%,2.43,3t 12- 2 out d3,7t 3 out tie,,BAL,0.7317073170731708,W,4,3,,
7,84,2013-07-02,BAL,CHW,8-GF(8),,3,1.0,1,0,0,0,1,0,0,6.30,4,10,7,1,1,3,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.09,0.007,.13,0.01%,0.50,8b --- 0 out d3,8b end d 3,,CHW,1.0,L,2,5,,
8,88,2013-07-06,BAL,NYY,7-GF(8),,3,1.2,0,0,0,1,1,0,0,5.97,6,26,14,3,5,3,1,0,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.59,0.072,.90,0.07%,1.00,7b 1-- 1 out d1,8b end d 1,,NYY,0.8333333333333334,L,4,5,,
9,91,2013-07-09,BAL,TEX,6-7,,2,1.2,2,2,2,2,0,0,0,6.21,8,36,16,7,1,5,1,0,0,0,,0,0,0,0,0,6,1,0,1,1,0,0,1.09,-0.069,1.54,-0.06%,-0.50,6t --- 0 out d1,7t 1-3 2 out d2,,BAL,3.3333333333333335,L,4,8,,
10,134,2013-08-31,BAL,NYY,8-GF(8),,52,1.0,0,0,0,0,2,0,0,6.03,3,11,8,2,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.17,0.013,.18,0.01%,0.48,8b --- 0 out d2,8b end d 2,,NYY,0.0,L,0,2,,
